smile,value_min,value_max,value_mean,labled,Temperature,Frequency,VR3_A,AATS7v,AATS2p,AATS6p,ATSC6m,ATSC1are,MATS3dv,MATS3m,MATS8m,MATS1se,MATS3are,MATS1p,GATS4d,GATS7d,GATS7m,GATS5are,GATS6are,GATS2p,GATS4p,GATS8p,GATS6i,BCUTm-1l,BCUTi-1l,SddssS,ETA_shape_p,AETA_beta_ns_d,ETA_dBeta,IC1,BIC2,PEOE_VSA7,PEOE_VSA9,SMR_VSA3,SlogP_VSA2,EState_VSA3,EState_VSA4,EState_VSA7,EState_VSA10,MDEO-11,AMID_N,n6HRing,n10FRing,nFAHRing,TopoPSA,JGI3,JGI8
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.58,3.58,3.58,0,0,0.446546712,0.286225429,0.862236589,0.589631589,0.943286876,0.728227289,0.712767063,0.288941241,0.404576378,0.543254778,0.291433302,0.073722041,0.118545387,0.442663605,0.488928254,0.539134497,0.408292697,0.173764518,0.950552041,0.198256357,0.365110922,0.561720661,0.912979944,0.999338538,1,0.139689557,0.416666667,0.753333333,0.466335442,0.216531527,0.357161656,0.283592403,0.178801327,0.192794907,0.05012269,0.050482332,0.031966588,0.2746313,0.138479528,0.422006555,0,0,0.5,0.539348392,0.152880441,0.330881705
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.58,3.58,3.58,0,0,0.382754324,0.286225429,0.862236589,0.589631589,0.943286876,0.728227289,0.712767063,0.288941241,0.404576378,0.543254778,0.291433302,0.073722041,0.118545387,0.442663605,0.488928254,0.539134497,0.408292697,0.173764518,0.950552041,0.198256357,0.365110922,0.561720661,0.912979944,0.999338538,1,0.139689557,0.416666667,0.753333333,0.466335442,0.216531527,0.357161656,0.283592403,0.178801327,0.192794907,0.05012269,0.050482332,0.031966588,0.2746313,0.138479528,0.422006555,0,0,0.5,0.539348392,0.152880441,0.330881705
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.58,3.58,3.58,0,0,0.318961937,0.286225429,0.862236589,0.589631589,0.943286876,0.728227289,0.712767063,0.288941241,0.404576378,0.543254778,0.291433302,0.073722041,0.118545387,0.442663605,0.488928254,0.539134497,0.408292697,0.173764518,0.950552041,0.198256357,0.365110922,0.561720661,0.912979944,0.999338538,1,0.139689557,0.416666667,0.753333333,0.466335442,0.216531527,0.357161656,0.283592403,0.178801327,0.192794907,0.05012269,0.050482332,0.031966588,0.2746313,0.138479528,0.422006555,0,0,0.5,0.539348392,0.152880441,0.330881705
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.58,3.58,3.58,0,0,0.25516955,0.286225429,0.862236589,0.589631589,0.943286876,0.728227289,0.712767063,0.288941241,0.404576378,0.543254778,0.291433302,0.073722041,0.118545387,0.442663605,0.488928254,0.539134497,0.408292697,0.173764518,0.950552041,0.198256357,0.365110922,0.561720661,0.912979944,0.999338538,1,0.139689557,0.416666667,0.753333333,0.466335442,0.216531527,0.357161656,0.283592403,0.178801327,0.192794907,0.05012269,0.050482332,0.031966588,0.2746313,0.138479528,0.422006555,0,0,0.5,0.539348392,0.152880441,0.330881705
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.58,3.58,3.58,0,0,0.191377162,0.286225429,0.862236589,0.589631589,0.943286876,0.728227289,0.712767063,0.288941241,0.404576378,0.543254778,0.291433302,0.073722041,0.118545387,0.442663605,0.488928254,0.539134497,0.408292697,0.173764518,0.950552041,0.198256357,0.365110922,0.561720661,0.912979944,0.999338538,1,0.139689557,0.416666667,0.753333333,0.466335442,0.216531527,0.357161656,0.283592403,0.178801327,0.192794907,0.05012269,0.050482332,0.031966588,0.2746313,0.138479528,0.422006555,0,0,0.5,0.539348392,0.152880441,0.330881705
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,4.43,4.43,4.43,0,0.755555556,0.063792387,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,4.12,4.12,4.12,0,0.755555556,0.127584775,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,4.05,4.07,4.06,0,0.666666667,0.063792387,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.82,3.82,3.82,0,0.755555556,0.191377162,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.75,3.78,3.765,0,0.666666667,0.127584775,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.58,3.58,3.58,0,0.755555556,0.25516955,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.53,3.62,3.575,0,0.555555556,0.063792387,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.5,3.55,3.525,0,0.666666667,0.191377162,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.39,3.45,3.42,0,0.555555556,0.127584775,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.38,3.39,3.385,0,0.666666667,0.25516955,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.38,3.38,3.38,0,0.755555556,0.318961937,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.32,3.35,3.335,0,0.444444444,0.063792387,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.29,3.35,3.32,0,0.555555556,0.191377162,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.28,3.3,3.29,0,0.666666667,0.318961937,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.28,3.29,3.285,0,0.444444444,0.127584775,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.28,3.28,3.28,0,0.388888889,0.063792387,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.26,3.28,3.27,0,0.555555556,0.25516955,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.25,3.25,3.25,0,0.333333333,0.063792387,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.25,3.25,3.25,0,0.388888889,0.127584775,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.25,3.25,3.25,0,0.755555556,0.382754324,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.24,3.25,3.245,0,0.444444444,0.191377162,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.23,3.24,3.235,0,0.555555556,0.318961937,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.22,3.24,3.23,0,0.666666667,0.382754324,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.22,3.23,3.225,0,0.333333333,0.127584775,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.22,3.22,3.22,0,0.222222222,0.063792387,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.21,3.21,3.21,0,0.388888889,0.191377162,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.2,3.21,3.205,0,0.333333333,0.191377162,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.19,3.21,3.2,0,0.444444444,0.25516955,0.44074535,0.883067331,0.532377147,0.765008881,0.654670999,0.58267893,0.404691598,0.521268419,0.606374907,0.423952139,0.259537079,0.253432969,0.405150732,0.562524958,0.356239983,0.75419365,0.500356241,0.642069747,0.403899196,0.255765392,0.693727934,0.733134775,0.981192936,1,0.360429096,0.295774648,0.606666667,0.757384985,0.397844608,0.353198283,0.283592403,0.178801327,0.357099614,0.410148471,0.0625,0.091979956,0.2746313,0.138479528,0.344898452,0,0,0.5,0.499935949,0.446963661,0.379464966
