pca1,pca2
330.25982638733166,38.405598433953166
1999.3301167392174,-5.369991197536851
-930.867217825303,277.5776575361056
-1508.6770579034653,10.54566405980116
-1291.7633921364002,-19.81637612826417
-338.17490144922175,-85.43497568668009
944.6872249809835,-56.466181158448975
494.24795820133664,-67.95967876991037
-132.13250235496088,-86.94255717157105
-677.7848247535527,74.28972979187748
96.70247080009824,-70.80033866991158
1978.497458396857,-36.875489029947104
-28.62137475769312,32.04474313508887
317.2834202556195,-110.02184825723394
1523.2525308655374,16.164365855017166
-1601.0876780485323,-107.43548643962401
220.8113878145134,-97.6130785132218
-1403.6669872988018,105.25178983909983
4.781123968931694,-50.50427506712455
-720.1177378256326,-2.9629707153863225
-641.4679038056106,-44.55343222939244
-499.7932367456615,-74.83020515894003
935.927990922698,-107.5321449951753
-948.0359978459353,-25.7545306794391
-52.14574080893825,-86.74673877123455
-617.8266409783903,292.4207274153532
-1425.8282243130554,34.53430691308852
-286.63930004808867,-85.31504700461858
-671.857377479035,-51.7362132736982
312.2627571394137,129.64425695205978
-315.7806794511544,-36.38518487911592
457.8062693357158,-71.8867067600345
681.2092478500493,-80.35017895971933
-805.1400894355718,93.8266941193241
344.7551344995724,-112.84681354649244
-1537.8542759439079,-40.52859377503023
715.986785476395,-57.94284269704985
1017.4327003224545,-115.6683945788475
-422.7009552711011,-106.85954270564686
-1031.3798537407208,-67.43813459779781
3661.3841535315223,44.622180000817366
250.46284966960226,50.768806272165584
-381.36591335791644,-34.20713265026791
-68.9348658479242,-61.60096592199224
48.28071794602999,49.90385204284431
127.78045977082624,47.28058102012391
-1443.4707868372993,174.85693470706906
2287.4499212633486,39.14989181224957
1869.4063958821496,-67.27660562810712
-1015.6204754609475,10.088250152634844
-1064.0274373122074,216.44995629502014
15.198673403500644,-55.52516906283713
1076.4594566405774,84.06136541243252
-891.4881712744987,-28.922835171963282
17.898940644726665,146.07246563389094
460.25451068838856,105.49462939241728
1443.6945561871553,19.09383163684924
-237.68393296556758,-86.85025119788878
208.79981793082916,77.68154636513023
484.74679002801065,-59.40401633095299
-709.6768751069742,-7.645057743154525
-205.9360923652436,-58.31157276471675
1680.802457337889,-15.851708157713919
-744.9155448589313,-153.76270256716143
-119.17423468710673,22.910569505001014
-1494.3045562990587,-20.5514581767527
308.8824069071072,-99.18790217264288
89.14124956575505,-142.9036575651394
141.73177493405458,-102.14958268728361
-782.4101993196601,81.28783058663434
-18.82012089989919,-142.76044751717816
-152.16523964211487,-118.56538849289768
-143.60653204420143,2.9919228606735224
-626.3289938617311,-73.2395988045005
-1012.2425476776655,130.60850561237578
1068.3516590629588,198.9999500213773
-341.65975969828816,-20.41715754512813
82.38807452924952,-122.18693333029437
-387.6407379729028,-18.98294376823066
-1801.9582782379973,-23.14355737710638
-319.367921811275,-53.5070151646212
-415.4533414041515,-0.6415327611217401
4426.506810548754,-27.50311812649746
-726.6104036771031,62.35221433538995
932.8819331865891,-50.50848068591981
951.7446513397991,58.48772879980237
379.58770924980433,-96.11691010206133
-416.3414704532006,-48.90902790830156
3028.603242429057,23.994487774908585
870.1946186236552,106.25761100791706
2551.4622687311457,76.20443756215994
67.16471529686993,-79.6748103339788
354.2995384671244,-45.196385373059506
391.8835401645091,-124.09284691867256
-42.35632047169883,16.66259737336372
1311.8297007561293,24.955168782561778
459.6857224973561,92.85601574315955
-285.0243443228458,-10.845994189013958
306.9710806560209,-40.59801306296968
280.8016318144273,-139.10175565547766
-101.63763748283675,-112.57358825507308
-982.7869253198294,-16.610312492137183
598.781899028662,0.5797614136161904
-123.52364421002282,-134.1113897476355
184.7823910273618,120.29246108892733
3810.7188139895256,447.22728285211855
-705.9966871982136,-83.93944927877948
3449.287806767425,-93.84154649102194
-624.3458640946494,-12.176834067126062
-1487.8455045817757,-9.558926277070377
-415.1210239949984,18.225843254651725
1045.394474395981,-91.14856427901273
-451.53755034890565,-69.83193210522606
-920.0662544721255,3.99373164592572
-406.1120898141673,30.258906312650133
339.5747644619292,302.1250204420012
616.3603559431851,-39.611863120483754
325.9882598860045,-77.91979368045821
-1380.1319464747035,221.3062882885183
321.1167464121953,-22.582817672360957
-717.7849609200568,-5.83649736997834
-329.1079276570775,-68.9562358648952
-421.86703537140113,-32.77361151550977
-181.590747086985,13.180871064886444
-641.154217897761,7.584212104471323
-137.33415414405513,-56.293645915461475
33.13494721683805,85.54539868247949
153.78049683764846,45.26029152932376
-1457.989827347599,218.2336871494577
-17.07728993718248,-97.25520829106632
-681.6525354150455,-34.06710021418187
262.6889112365605,53.41075214285598
-1573.436043440483,65.36209573034881
-587.5957855941368,-64.51482043591723
1103.0348276191942,-31.270703388582408
1087.4194251146596,-43.81473714522054
3607.5905681071185,435.72947908365734
491.8037667042629,-94.60071651242941
1526.488058642478,-59.64789485334872
-1277.6157939335326,-66.30729280627223
-829.070809377212,-62.93941576411421
-1003.5174752893015,-70.72587349391772
1467.3992066912701,35.2899432797809
-868.0127864454741,-35.41793120701378
-184.5347351493229,-31.36646930422119
-1003.3135735492395,-38.19211254056124
113.64407349481871,24.886964680986797
403.23808326597026,-65.03036514999997
-858.7397309004541,-113.44337261384072
1196.7148753523704,-23.231155549175753
-39.16330490702611,5.635772190009923
4516.328054930546,1.9556910917637589
1460.3067670130538,-96.6145668443116
-218.9711801498376,-88.60937981190382
353.2059222109552,-107.08277000535298
515.795933957154,36.16658013141033
-332.46553574105354,7.645715859046567
189.3990699829737,-108.88544451690372
-82.39132753343179,19.22639831786976
449.4439042101984,-117.08639043746436
1277.2276669321236,-98.7690923512331
-1048.19323779952,-42.42411912398432
-1885.884466588016,-128.75949750756246
1081.660281549898,-106.75404306998799
-1292.192751760791,-57.467389611879355
295.82616698051555,-61.59308971507051
1050.8226659225516,-23.890069077352702
622.589659121205,-70.38665452154342
-250.75405613169005,-51.84650734700203
2210.523174238047,-54.53434126505304
-399.00820635171885,-22.168351264925843
-869.2562624256858,-9.209748346909798
1966.533100589016,-111.06735141063118
767.2101566533629,284.66994892621415
536.3550134889579,-40.807002793719214
128.76489289491488,-47.49397764951538
-441.6188306307558,-78.41089522928819
810.4520429281617,-124.19003683778207
-585.1791686781321,-54.297171939442585
-59.11061683831137,28.046165513665766
3508.9409484975863,409.5375094442698
57.063672418131965,-68.22922440122395
3816.826968987984,411.0354361281096
253.86925975699918,10.916456836574696
-235.32220092329334,11.25665304877336
-1845.4062869886181,198.85986844676702
-1743.2670326343243,33.594158220466696
1103.947878157332,87.98468119404549
-287.63020489897167,-45.37194552673251
-1579.8189044662515,65.89572008809299
-842.5395773467628,-40.30655522009415
411.4514039115593,-112.81504219682228
475.70002038383865,126.92370162067313
963.1967278228059,65.93094177498106
-198.87377340897038,-194.54250902611972
-501.078223531025,-138.5470724047113
-245.98464815111217,-125.49885572711291
-1118.3550858552317,-47.6928847155355
-440.42964855585416,-75.94206503342119
-380.77110756369854,-148.3056072998886
-156.87075965863352,-159.62911298488194
0.46082941590951293,-123.2698099306618
-393.9322918343107,-118.86975213531267
2002.8045933582634,126.95313585150092
22.892164288458506,161.22631131157985
-410.82882462061093,22.250678025140203
-411.2252613129061,-5.213518810072084
368.68275222830795,-19.31231946442227
-171.49090660895052,-8.506965136313509
-721.0986023473414,85.7824684941917
1812.7216656276905,78.15742963388557
2045.0238763659668,106.73959624336739
189.24024356635678,89.52641333388681
-674.1367068269149,130.16353514605612
394.60616230166636,40.99807625991898
-172.95410009672975,8.557936358933066
-715.1650058905356,146.79358753869892
-454.34330846044173,107.0360946248009
-388.72555820506824,48.74823126754473
-175.61086167098065,2.7348518437624674
320.9206566738286,69.19429071480774
1847.9491402790268,129.4058833541032
390.97493452810306,-14.828400063536051
883.2594108985743,31.299790042670946
389.01150866880135,-3.533711155688991
-299.41931758762433,61.057793116324234
153.0888798882318,1.6157369431776722
352.149506014322,-6.849801978811982
-236.94237916335155,48.486304981033555
522.1936141276864,-15.200134420887867
671.5366011672955,30.370612008099535
-657.2745220788091,97.89605710741944
-6.765662395739999,-51.09253094705116
-41.3049107963304,-5.070640617382779
-61.45093028671044,-47.99911202813228
-581.4614332449889,89.27184989936285
1932.2494815640464,82.54214918509508
-278.6011515363082,54.37844942666764
-819.3199025695328,65.86940411614167
-1362.7163625386968,161.05263070377487
-622.1957946964493,14.230207546926348
174.291727311977,-3.526235147077216
-384.12388129082467,-35.947476348547745
-893.7677397699388,103.0508879875325
-597.0235900628371,166.37734709272894
1587.4862435061098,95.79122993380606
-474.88772529127726,62.122336748272744
-408.63621156860194,5.37481878935732
-182.82615486468953,-44.14507504344618
-700.3891598335883,94.46505850432403
-423.78773592161133,158.62883619404906
298.7754831839497,18.78311875215223
-85.3471441598508,49.15934617149815
144.40190255348367,-8.356809901097034
1807.4279084984125,86.43805970686762
-736.7783696941278,2.710207074425994
-236.9150479719574,48.76119390899094
-215.7955304288703,43.25787923212483
-1428.4199354938717,78.60355543480533
-772.5409831600454,10.653083440689958
-668.7460237916873,87.79715467645758
-657.2090880563048,99.25953287060923
-648.7514386545888,92.76869452551495
-1362.6365448633233,163.53040572374832
-893.7023060242218,104.41436714472437
-700.3243483462057,95.82973319500091
-1203.0472838048552,233.92633113914215
-537.6704471192219,87.42732941286218
498.5701973236342,81.69723639226777
-328.7588352033905,53.81486463684515
-251.58213226605992,-5.776562535056554
437.1962044815182,8.590534573257374
1970.710715667379,77.61020802439944
-559.2134641817453,107.53640796385119
-493.1292130676641,49.12730932450168
-242.90052726139524,41.94307408745208
-246.91865194635253,-2.286080681377639
217.62423974169116,59.49438829997593
1691.982850412806,133.52964055153177
2808.7895181304816,116.03372822356222
2269.922668388647,126.88434941616292
4267.679486526832,213.18036656912764
-366.9768577685038,94.1403503423256
-290.3344294531496,36.38938647859094
-73.0836366227247,-12.288594044543531
399.1255160645804,51.56188105840211
633.9030517013101,130.6723891441767
1384.5728289273968,88.99033507863275
-462.1765138284223,90.71163691642656
312.1346783969067,50.29471291591508
87.99776080197867,-114.6903619838661
-701.7184812854742,-38.58227041344919
-18.01866787608907,-105.44149300109214
1607.9053534638917,-43.32135257879111
958.9916380139426,-112.25064106901846
577.2778179784764,-120.46364941926117
-176.2668397144648,-96.65040156723558
594.8259120701968,-147.76326686343498
742.7759020428657,-193.00327927871487
58.20965900641141,-160.48611624437638
50.98978761200095,-137.620226106611
332.1274611074443,-118.47299694950026
782.4256683364288,-94.87616604630878
389.9216425930737,-84.28144467324984
138.46388386797548,-32.006588873334934
649.9150451401182,-104.5791476158588
-108.10046122162854,-43.1500756447473
-496.7441766135793,8.654254419148424
-140.53330331408077,-64.59427585981184
-198.37426363075707,-61.39375448330944
155.74451566554433,-48.521995733603895
207.38032633527126,-88.34889111904984
332.8828885317621,-88.41926935732299
243.21330956037204,-116.72205058194547
-598.1978641961755,-25.48938706913217
-479.0737880968574,-80.02572882410095
-31.7312684138613,-114.10695597580263
-337.1460727690328,-73.85000429447477
-687.531400002544,-92.01646018958098
-380.43621763507997,-146.53948261487017
-342.70228825293805,-85.68600084768362
-507.8090125379498,82.11101701324586
456.39132441808266,-213.87056066972704
338.7527744479069,-183.38750346909734
-350.71231080577417,-150.81068754464198
276.10689907097185,-141.20014315195692
453.62901200627306,-101.8210400674882
-147.6337738743203,-11.045684891892272
-709.0264391711586,-19.915937577892883
-1275.5274285346068,-35.800948971465395
-1070.2869876133377,-50.05170754016613
-1434.557814400711,-16.1689324407975
245.02750440473207,-100.79720396226654
390.2724592901791,-32.281340186465386
186.95802952089224,-196.76907474763243
-1.6733318446078294,-151.0225251368232
702.630804724133,-105.78610895150312
268.51803682357934,-98.20013289215483
159.9352067587838,-19.75369101675984
-153.5131816778402,-46.683810029680174
-198.81884745989228,-46.800530111166964
-582.5629270695241,10.058771833960684
-188.37909229881944,-63.29622263451404
-246.21992694452265,-60.09789301571655
1214.254928576209,-137.95088049360072
120.74832212699854,-112.35591383028788
-335.00389017623814,55.23401301551639
-296.33045541368386,-104.03534455596186
1283.7799555791469,-0.29635244676769695
532.7022342745236,358.50215016486294
3.751230429740735,399.00279309992607
-753.7989627812095,6.834045795838593
-292.1342068668989,-55.035778149820786
325.5313419178166,-88.45811005496856
272.478175940597,-114.50960185031555
-172.85481786835769,-109.35069241053382
-116.09102159813457,-78.01620957683815
-244.08333162386313,-106.21098935534387
-715.3502456564438,-19.147245354334967
-618.4927396049807,-73.56362451247253
457.5776640569933,-104.7385489375999
388.9477730975339,-39.45124558901675
-312.16719111965614,-145.58954432263744
-287.48777748222477,-83.9091566845505
-200.90103191476072,-86.48985034821388
-511.8145360059832,-109.41081674925933
2827.0128028593626,57.87393756494621
-1319.401503312543,-19.44733588513796
-963.7984491814984,19.522866802997413
-858.3999794126643,-74.97108515452366
-673.8811126915633,-84.07446801217385
-507.31819667743235,-37.355366485172944
-1243.3012690881844,-28.848793242060733
-1062.458681755666,-38.13572821058071
-895.8545000820468,9.691517730215676
-1240.0242796587675,-7.179361671507564
-864.7234131319618,31.326116913136932
-322.7242185283553,297.4529900028265
-858.7895061189644,-38.619419739647235
-415.87810554276535,-152.02838533179053
-747.9719416975108,-153.66269796714656
-205.57354100248486,-165.03277818600452
-574.4561907044706,-90.49173845008578
118.91548791149334,-74.7764913178487
-648.844284842045,3.0530955587105337
28.158069835649748,-61.64872221366058
-686.3173417192877,-67.40076686177255
-344.5669984619329,-21.7435886296139
-552.6489850171098,-16.892639647686966
-666.9981785697411,-22.239187774995713
338.31220214138375,-290.20623171984454
435.0847141083805,-116.00665970913768
-360.3185647944677,-147.9516317953809
-49.97897109887569,-113.8039810920568
-108.56851084430508,-190.8111333845859
-9.51078766198629,-114.4108978634268
-413.1428741915751,-37.06467754095049
-238.33056095242137,-0.9935427545178306
156.20999579804902,-11.606999184818209
-1108.6849503556373,23.539354837242353
-44.649700431147345,-7.183199422527193
-681.0482079365645,90.87791532729831
-488.2137765828048,34.77978848487728
-204.32036478114495,3.887493595625344
-461.2411721194303,17.700079856236705
-81.79582950277177,-92.92346909723511
-122.49284003451355,-76.34325075385429
-342.09747820102734,-81.63674788822604
-556.7064054739125,-69.86596631284469
-947.3613027036532,-23.167327447608564
-6.829657684312863,-43.092944941308694
98.71461925352646,-64.13139158473071
-102.39034128691208,-55.40451636512658
-167.91146152750537,-52.12775869977006
3.6150171877272963,-93.77178034027953
-255.80283507463778,-82.55320429471155
-222.59351950120467,-75.1924861557031
-859.8276679210591,-24.149453127537786
20.50320709306663,-57.11287702269393
-185.38448733562078,-49.00594693723369
-250.90547917301555,-45.73159521096908
-475.44747818425174,-31.566542369970833
-870.581638335521,13.875416383891771
36.27729225420327,-58.829186519896695
-167.93642933960578,-49.777885445391256
-233.4573627469721,-46.50475082036467
-851.1220604271049,13.036913385383347
102.53483653907381,-93.66107848962457
131.39085545499086,-172.71982394168012
45.78712589033346,-140.53680169253497
-602.7932391855336,-105.99665261570057
-193.07902130915383,-85.12630717810178
-444.4997509805116,-80.00443001123541
-402.82050344324057,34.12867138178358
-82.1480563579365,-19.416089355714885
-149.95754904040044,-31.80211803040389
-238.64091832786207,0.4683162445199068
-255.75158219706242,-81.18214097910368
-507.20475404945813,-76.74702347831962
-897.4040042473716,-27.82087230453468
60.87281899917457,-51.306744923042366
180.59501304461565,9.441128072840119
-651.3197295311409,21.145601697956913
-118.26263310684368,-49.88411432714415
-543.1680402644782,-52.13935509186285
675.5243979343189,51.20704850760951
-487.98388155453347,44.646174466288564
-329.6931623904834,-12.535879133864734
-722.3099765755424,-24.50035701346441
-1035.3159490383969,26.9683493668736
-869.8383054349358,-7.271490862528325
-973.7936745084821,-9.201469760439132
-932.8860580668533,-3.391680377302994
-1657.6559356389284,65.55447207611113
-1184.7693486967494,1.6893525946974748
-1569.061890384085,46.92553693961359
-1232.480596041075,23.839162096699827
-709.9400104253648,-34.96040398709982
-1022.2772808460292,18.3414824461145
-963.38685691379,-18.73043390171565
-924.3847933863323,-13.205616856575059
-253.91072250802404,-88.2759993080332
-627.0371435693929,-35.77946189477187
-507.1794794447052,-77.05732016577873
-469.6422438978089,-69.84851601344741
-1184.8332007260915,0.694887941866927
-919.4796023351579,-54.33109159857388
-1103.7896545043247,-18.784437908731405
-322.7807109170617,-41.74001597332376
-769.7478609264919,-43.59400311437167
-1303.9422247980724,58.048736361223376
-471.7519402761542,-80.19036782696416
-716.7557858414878,-65.8799523234073
-675.6730058008429,-60.547763735252246
-1389.596053658413,9.6387062233954
-919.5199433566629,-55.5693423159193
-1304.9997681623486,-10.029443542660875
-647.5415540677438,-43.58966709630804
-1000.8011755470324,91.04394990894652
-897.3815746019668,-28.43712056312266
-859.7195325770019,-22.782440143260906
-1569.0615194315085,46.92486248114
-1103.725437970674,-17.79063501157501
-1304.8694842903815,-7.6753419493984385
-1491.6515856641267,27.950339916642797
-1829.6401049444607,92.20704296193414
-2299.2733317989873,96.91838228277469
-2999.7160999791004,279.3111830054531
-3652.691941089649,278.9541405997119
-2344.65479260289,321.6188325199232
-2773.097186166984,339.12221771515755
-1627.6871891678416,136.98867204171592
-2108.2807393117987,139.97001641046046
67.72161892486768,-60.33617790176043
-147.75583568857695,-52.884764829062235
-6.827755917750206,-43.09633093537902
-213.27705047570532,-49.60607332091498
-194.47537998898935,-40.9647521075726
-444.92554160031375,-36.582163720058865
-845.106787104074,10.282989311724773
125.29673807675896,-10.679835772927232
-505.58741264029476,-34.18445076493138
-617.3452618506852,-66.6468062186204
12.984775272062127,-64.86931786024707
130.0564743741986,-59.27569949456562
-197.98233791896214,-48.171004761200315
-323.11932809334957,-38.72365295022396
-391.5080460066127,-34.169631911918
-453.5416105503665,-29.60923346755072
-561.7459728596075,-18.505273341372256
-69.24581080785896,-59.59689199506636
-41.73822122390353,-54.89698376544979
-249.70660114872084,64.36766081706972
-242.18394983636273,-17.845981229558493
83.14308798986579,-53.80752027946389
432.6179096239481,-26.313525653565105
-104.71511511732186,-51.626478447475094
17.649732061949454,-9.266187742292644
-356.502142885837,-47.185081475033954
-564.8413096460911,-32.86466332491788
211.96903310045994,-22.10116381106479
328.9716135725638,37.85091127896804
-421.2218451964004,63.384108485390776
35.99320078186531,-19.765905291690355
-339.6613660387722,68.28531402706726
-174.94017542926653,19.469869346844654
188.84133619697084,6.341593616259142
-65.78338592632431,12.948835862780417
-89.95784411022005,17.779629898288057
-745.7973941107099,96.09800277272622
-227.6146435109888,22.543729066001085
-395.2148950734082,35.03488286040358
82.91208082879889,61.13992638465134
-589.175727175313,145.71603884336741
-185.60185075227594,-61.94172629005109
1142.7166221864504,-1.8394646240117127
-272.6655307003622,-65.05882403320909
-337.51491774077084,-62.16011852775435
-212.18553304436574,-56.66138710625432
-532.8017206632518,-46.32413478547566
-644.981002846479,-36.34314727221136
-707.7058925700485,-31.579124180749115
-764.5645656074181,-27.077942682247482
-863.596809356732,-16.064140412365955
-1120.8758453576181,-59.66262522518628
-352.17215129305623,-52.529356800353824
-532.5120279660539,-53.07057687535328
4252.508119657619,193.42828273333734
4457.5230323007445,181.41929246304733
4380.799312512035,178.14562118642857
4495.607932625458,219.44295843161186
4105.423613864689,213.12755349951001
4679.462083822537,150.8240435385806
4496.04647898767,167.75562943841012
4421.975546633457,164.16451001113745
140.04892313338698,-92.53636315144345
-86.96282913666619,-84.03236963069148
610.0053967260914,-103.72654970401585
349.4956657315803,-91.77369918014932
381.7734356498751,-84.33354019040735
-87.19345572498244,-88.7526344850799
-305.9028247685023,-80.2726653599499
158.77315795657208,-39.58759092223575
-93.67401820121738,-24.49945884242933
-53.589175640276665,-18.681191282171067
171.17084318714186,-47.28554165193508
-83.19193212259695,-30.991940429724345
-44.99177388718131,-25.45884371274076
626.6004523915765,-100.70332885990027
372.1944705803934,-89.4952834714399
408.8134792911323,-82.15312863186871
407.6207878027903,-92.6126189903873
161.68637805648464,-78.23965545703605
201.97856874909556,-73.5824482546669
231.782984285172,-58.542881573699084
-19.031631151987188,-43.59414488066522
17.860071306415293,-37.931566733026045
444.1377239788865,-21.281646735073533
244.4124299899464,-7.201851996157314
-147.12439375501464,39.107041415139506
353.68551944737067,116.1294453786437
-233.82542613931037,-7.552174082074827
1.945538838211755,112.67420795027265
720.7837332660554,92.53467765066019
-337.21005125268533,203.64017582789066
700.2734734736803,90.28395526743236
1383.694351610652,185.18735805057938
90.04461522179814,-56.40221586323693
449.8656349365283,-100.84520422429304
-896.6693966574218,59.89939372413476
5413.306927493343,269.1515116918734
5819.378267380979,218.9331385332087
-761.6449298856916,18.465314949532882
53.443818632027835,-72.38766153251055
-813.3115028543308,27.521290809284576
5363.124129105023,271.8852704167641
5772.607789551604,221.94032627412383
-1409.0712164435413,82.6274037599272
5546.543417305131,262.3466825029585
5945.971409333945,212.9034368885568
3102.983466019763,112.08173732928185
3236.092610702407,111.82267181635062
152.89609188854035,264.380621643393
-336.4706736144312,-5.470907363317672
-213.81765251511223,99.62384636160326
175.11876420045442,96.53362190494965
290.86377088008425,96.46459127605677
-528.1599328152596,116.13358921775382
-143.7161523460741,113.15591590396099
-572.8558526688148,144.80219269251614
9.214434233932513,130.4083315878937
-196.4859220084984,60.19932565653836
184.46895557736158,57.26146994486165
-888.3690124093831,124.05256817009524
-503.9379965976342,121.01254335891409
-773.9166493097903,123.8717958973312
-389.47280994602545,120.89400618494074
-635.2758167657657,75.17595519270625
-255.73248144722115,72.25374949364178
-435.76891059611745,66.74967385623934
-54.81399505725456,63.81174551311028
-232.0828094432922,56.96022206196435
150.68093781747783,54.00214509238183
-825.9449076811818,113.58006352683645
-446.3625566117667,110.59499411768603
-98.70329080367672,46.465424558739706
-9.324428190175814,245.95327500021085
-589.1251543156147,104.04920398514302
-434.50352947741203,136.09332630701846
-1446.076886476859,3.3818433451018506
-827.2146760903747,653.1711485452086
-807.1083346340863,2.543677960203029
-582.2062278306289,-53.11692945982182
1007.1546550231404,-9.59237868704708
504.36779703274345,-20.817119186884785
713.1374669057564,-60.29706594117837
823.995225829299,-26.50634110726009
-751.2044420344102,-5.517179572189891
-1430.9809234632808,68.85092573605613
-1170.463321852222,12.768519496143218
-600.9318015020064,24.05452314530106
-1079.8563858328012,28.2295626411533
-346.6525440859255,-15.319210707987564
262.2280561863585,-63.245601659324045
50.96174543446492,-42.723580537334506
-618.2655494968535,-50.23885901394455
-868.0004664382226,-35.357167876694966
-827.8224850448829,-30.472267527879985
-696.2778030429303,487.46986662904067
557.967801883224,61.61255809796085
-1116.1875609389735,190.68080544369332
-779.199940626686,124.2563950653534
-178.95644296239064,-105.31125591594439
-927.3658027156598,140.50892620443983
719.3762014581412,53.28112583543245
-249.04667462699294,44.209725048638056
-919.6395322579615,180.99924429502298
436.2296255378679,313.5174804610217
402.4215627178425,81.19772660191849
289.1253415094818,94.6393841630713
409.6969879230429,83.55414572153414
404.86350047085756,54.53153158123088
-355.3197525446041,-77.03635309189707
-1113.8107016187548,-84.59442724340254
-48.82245772899454,-103.8190688181087
2047.7032934091667,-34.76421285339478
844.3625180307358,-34.60531179902426
-308.02141146768514,-84.80484128928612
-548.1172717781598,-171.7349205474375
-1772.72510616854,7.2662717788400215
-797.3411248067773,-194.24198368557518
-894.9357174626122,-197.95967360125863
-657.0538196905113,-165.90217410871708
-443.31461113339304,-175.78157339543404
-239.2707462947224,-174.80292844171692
-289.95900356604295,-130.0621389769694
-88.38669468179997,-128.5602472007737
367.9718152006008,-112.90112386515175
-1665.5072926093965,107.6772422536937
-1331.438096714516,71.42085742471896
-6.795444845675084,8.709605265581539
2242.2309191564195,68.83945002626476
-118.35396358096489,-163.76544680759085
909.098829853161,-5.445416289207773
91.06849913872088,-151.46628029613376
146.47504990417931,-177.78868572142665
-248.10819739873645,-136.31840533245682
78.2595372755905,-180.46159631082972
-190.20790839729435,-137.5769886687735
-236.60410752502167,-134.1294799104572
-248.736112089806,-120.86241900226935
-144.5432572420972,-78.96607965826806
245.6870132295357,-126.82311995909282
-398.5902474250365,-77.19083683057576
-152.52152285151513,-186.03282200820126
698.9205465949383,-255.84561011452308
706.1592651509719,44.881801225494954
-765.7057459753178,22.330684561558996
470.9620817992075,-50.694725572291546
174.55511619079252,-60.44719791980099
321.67412627975267,-167.06265465663165
787.8805799872831,6.381131395693579
432.9030928563198,3.894273940615704
53.88699670399036,-99.6538764426105
385.8120489802784,-77.64014151851086
367.35980918992345,-81.00100143042265
544.0425247785754,50.22090407899985
236.66771211201598,-19.887372926264224
-1391.280383788604,-107.63923212527783
-989.6952600550644,-158.2285310085964
-1348.8061075887829,-105.98612833477235
-1326.1937438594384,-103.79932118196324
-1262.564146651208,-92.3124662393095
-450.06716760371256,-216.481489989246
28.414169419654375,-76.34398933648106
49.11933197515209,-143.99612784563024
24.11361876217992,-70.60979239413203
558.2143526193055,-78.88548437690343
158.36928385606828,-26.856005068040595
-152.8160909204967,-71.34575590334259
447.88095664842274,-144.67151661314355
199.058373733355,-145.81831238535986
39.71017860644993,32.9107189489085
76.557405313639,-67.21206585779588
-18.44138095144116,-67.1594504530674
-518.6167932249243,-218.57426302716814
-570.6552550912127,-211.1970195269668
-282.24651220751747,-132.11698074065126
-326.55559180550347,-74.12592603620183
