smiles,VE1_A,AATS7p,ATSC1v,ATSC7v,ATSC3p,AATSC2c,AATSC0p,MATS3c,MATS5c,MATS8c,MATS5d,MATS1m,MATS6m,MATS1se,MATS4are,MATS6are,MATS7are,MATS5p,MATS1i,MATS4i,MATS6i,GATS3c,GATS6c,GATS7c,GATS8c,GATS2d,GATS4d,GATS5d,GATS1s,GATS4m,GATS5v,GATS6v,GATS4are,GATS5are,GATS3p,GATS5p,GATS8p,BCUTc-1h,BCUTc-1l,BCUTm-1l,AXp-7d,AXp-7dv,NssCH2,SsNH2,ETA_shape_y,AETA_beta_ns_d,IC2,BIC0,BIC1,CIC5,PEOE_VSA7,SMR_VSA3,SlogP_VSA2,EState_VSA4,EState_VSA5,EState_VSA10,MDEC-23,MDEC-33,MDEO-11,AMID_N,AMID_O,naHRing,n6aHRing,n9FAHRing,JGI2,JGI5,PetitjeanIndex,MATS7c,MATS4d,MATS1s,MATS1v,MATS8are,MATS8i,GATS5c,GATS8d,GATS6m,GATS8v,GATS6p,GATS4i,BCUTd-1h,MIC5,PEOE_VSA9,EState_VSA6,EState_VSA7,JGI4,JGI8,JGI9,JGI10
[H]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([H])c(=O)c7cc6c5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,4.33476063,1.330359782,81.32360723,954.9846094,-5.187425964,0.004730026,0.243795901,-0.186780817,-0.037916267,-0.05989887,0.060533582,0.014260726,-0.261767445,-0.032410722,0.235632266,-0.202289746,0.571494479,-0.003155768,-0.021513838,0.106113395,0.03250406,1.344369616,1.027376214,0.623053486,1.124861064,1.082283701,1.137445291,0.876136813,0.587631848,0.866501798,1.035293912,1.160614341,0.916677726,1.518278254,1.073090051,1.042556738,0.955934516,0.542842739,-0.49533894,11.66564285,0.025910905,0.004703138,0,0,0.343265053,0.058823529,3.995165637,0.266129525,0.474193991,0.640982747,83.9233078,9.551078169,21.9036752,40.96530206,36.39820241,45.52063902,38.96753442,17.18627459,1.087380373,0.083500422,0.221819994,2,0,0,0.088383838,0.022173382,0.48,0.390644323,-0.1086812,-0.076068534,0.025453198,0.003099472,-0.129922434,0.852496478,1.389761921,1.369861218,0.840931038,1.038278346,1.059153481,4.157235407,53.17788845,27.23228313,30.33183534,0,0.037945493,0.015209141,0.010028559,0.005732471
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,5.060185807,1.449952846,61.87202558,-693.6348601,-5.745502488,0.001818624,0.231873656,-0.272679758,-0.115928051,0.248460138,0.078280641,0.017196034,-0.068690811,-0.038677922,0.299523301,-0.126182515,0.273487,0.124399697,-0.026532537,0.133504486,-0.157373478,1.492798297,1.051274925,1.107839672,0.845379229,1.05950218,1.066062565,0.982297531,0.573091104,0.83002505,0.922676233,1.04508536,0.890347771,1.546473236,1.064924424,0.899156334,0.828067105,0.542958548,-0.493359798,11.68696449,0.02564455,0.004531866,0,0,0.352058824,0.028169014,4.20387461,0.24804841,0.474412653,0.604573959,96.05604194,5.316788604,35.98131595,6.066367068,60.66367068,34.9638234,0,30.35584299,0.765250257,0.133979286,0.218264682,0,0,2,0.087768441,0.025347222,0.483870968,-0.027482741,-0.017931944,-0.055059417,0.014880763,0.200863631,0.150215436,1.026496951,0.843176101,0.983310985,0.931567301,1.112946959,1.020822189,4.157296915,59.26406486,27.94119224,42.46456948,17.45523123,0.033642384,0.010004747,0.008340776,0.006701528
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,5.038634033,1.427490703,61.87202558,-756.2674933,-5.745502488,0.001893464,0.231873656,-0.262544245,-0.028669453,0.196755316,0.074870074,0.017196034,-0.09492537,-0.038677922,0.282276524,-0.158815725,0.321157354,0.120255818,-0.026532537,0.133479446,-0.161821567,1.483398251,1.106174253,1.080137137,0.874541574,1.067292637,1.068727721,0.979726072,0.573091104,0.854314468,0.941943954,1.070801823,0.907414895,1.515046686,1.064924424,0.90807847,0.81932671,0.542945111,-0.49343527,11.68696449,0.025842332,0.004543926,0,0,0.352058824,0.028169014,4.209416996,0.24804841,0.474412653,0.604573959,108.1887761,5.316788604,35.98131595,0,66.73003775,34.9638234,0,29.09383212,0.765250257,0.133956575,0.218226049,0,0,2,0.089635854,0.02611715,0.5,0.017486581,-0.030219718,-0.055059417,0.014880763,0.205969366,0.140336257,0.904886657,0.845541601,1.024736613,0.923269913,1.127513653,1.020846968,4.157296893,59.26406486,27.94119224,42.46456948,17.45523123,0.034933333,0.010095838,0.00842021,0.006256771
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)cc1,4.715613239,1.555533858,33.03578388,-576.0808748,-1.735674513,0.002383863,0.216464122,-0.232509052,-0.14289315,0.197809547,-0.044680112,0.037136808,-0.023110441,-0.053391574,0.114645316,0.098180095,-0.093960422,0.101765255,-0.06749117,0.074721181,-0.131629503,1.533132173,0.737354764,1.031435632,0.940412003,1.047798631,1.088744134,1.058814448,0.525136665,0.97012432,0.917766341,1.075145903,1.094065424,1.116943865,1.021889556,0.85464113,0.910115359,0.477362168,-0.494935857,11.699134,0.028497589,0.004526614,0,0,0.386440678,0.03968254,3.905725404,0.222882735,0.431311162,0.460560512,97.0618731,5.316788604,23.62871892,4.899909731,60.66367068,34.9638234,0,30.35584299,0.765250257,0.150979866,0.279083895,0,0,2,0.069716776,0.021674383,0.483870968,-0.089725465,-0.068711914,-0.025004184,0.008114244,0.007225874,0.159834837,1.11895685,0.936489519,0.914914664,0.944542721,1.073674695,0.920666365,3.261338977,57.06348883,27.94119224,78.86277189,6.066367068,0.034545455,0.009494841,0.007564513,0.005735614
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(C)C7=O)cc5C4=O)cc3)cc2)cc1,4.796605956,1.418257745,-10.6052099,564.2151169,-4.507181828,0.004448593,0.230230784,-0.103503638,0.232944542,0.019408206,0.017259496,0.055373365,-0.047344087,-0.030411716,-0.173004222,0.050600729,0.187429862,0.01429823,-0.139220051,0.029697228,-0.06174088,1.444666971,0.859553293,0.764030619,1.228856591,1.131867455,1.060512533,0.882549813,0.551566278,1.158394894,1.022916642,1.110725498,1.38873572,0.834299084,1.076852807,0.974527676,0.928243052,0.452856203,-0.49602848,11.69913401,0.028230164,0.00489316,0,0,0.416403785,0.033333333,3.900656884,0.229245971,0.467857754,0.31173587,103.9856103,4.899909731,35.57630063,21.11278279,31.31314026,19.17814874,43.26503283,17.88520378,0.765250257,0.09687252,0.29746441,0,0,2,0.071111111,0.021781305,0.5,0.137349295,-0.07877385,-0.065438942,-0.003007723,-0.164178676,0.016631244,0.623303608,1.092282197,1.02484325,0.880912732,1.064082029,0.969438838,3.2566505,51.5451492,27.94119224,48.53093655,43.32193961,0.039607843,0.009542123,0.009380892,0.005878955
[H]C(C)COCC(C)COCC(C)N1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N([H])C4=O)cc2C1=O,4.313813588,1.197458611,-38.15980104,149.3280942,-2.04052624,0.003045049,0.227268982,-0.073599618,0.103744963,0.004577641,-0.007334817,0.051138394,0.157707483,-0.038926301,-0.054796824,0.142261331,-0.003883834,-0.107614361,-0.158234334,0.096007837,0.011266465,1.216099723,0.660848976,0.830804327,1.114406475,1.090914597,0.988582677,0.952764464,0.55231652,0.970201341,1.158879637,0.943601058,1.270211032,1.021761076,1.059948409,1.105648904,0.759839296,0.446730899,-0.494577616,11.69913401,0.028306202,0.005638661,5,0,0.396694215,0.014285714,4.357611669,0.249224941,0.540002637,0.416899405,49.74276123,10.21669833,60.99799734,6.420821623,23.09901094,19.17814874,24.68957012,14.5734815,0.765250257,0.120379546,0.376660207,0,0,2,0.0781893,0.027222222,0.476190476,0.011804894,-0.010955152,-0.036446086,-0.01186274,-0.065512294,0.125689996,0.827597856,0.943399229,0.796738755,0.760042769,0.95558929,0.84816045,3.252151161,45.16999742,48.11629269,25.12283841,6.9237372,0.034358974,0.011626076,0.009326923,0.008617709
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,5.089142392,1.541613297,87.14936387,-161.9925947,-4.9908051,0.003304959,0.257712087,-0.150564733,-0.3112979,0.098656262,-0.040916777,0.126241189,0.058648511,-0.002129867,-0.06720544,0.290647607,0.079318737,0.03638862,-0.05322153,0.059681947,-0.079990637,1.292532681,0.763565139,0.865714275,0.9739856,1.092914074,1.049434671,1.091859137,0.602118544,1.129939554,0.935132436,1.051691726,1.244838197,1.305821056,1.192667613,0.983798604,0.980783294,0.467701622,-0.493073452,11.69960234,0.026527875,0.00737567,0,0,0.378378378,0.021276596,4.113739907,0.253544606,0.486179939,0.060606061,72.79640482,5.316788604,32.0465159,17.03264387,36.39820241,32.85783728,46.52778789,20.97963362,2.319620876,0.127763876,0.315600617,0,0,2,0.084388186,0.027866809,0.47826087,0.042148478,0.000178285,-0.096178934,0.027948489,-0.101319096,0.046794955,1.27777886,0.985644501,0.846473994,0.976582504,1.061219876,0.943295458,4.048645847,58.24503063,37.73215919,54.59730362,6.066367068,0.035284553,0.010402212,0.008692426,0.007033912
N#Cc1ccc(Oc2ccc(NC3CC(=O)N(c4ccc(N5C(=O)CC(Nc6ccc(Oc7ccc(C#N)c(C#N)c7)cc6)C5=O)cc4)C3=O)cc2)cc1C#N,5.190754175,1.385786668,49.91679869,1694.935487,0.862442878,0.002866009,0.214781974,-0.099789643,0.204912821,-0.027041997,0.032740637,0.030145811,0.011154131,-0.060648323,-0.093164684,-0.058184868,0.059638077,-0.133597335,-0.0933786,-0.024485217,-0.03839686,1.396862329,0.945620298,0.918527918,1.216786587,1.264295841,1.078020278,0.89228791,0.487461684,1.097140294,1.152952399,1.081230255,1.185908124,0.934062687,0.946528643,1.145475559,0.953342629,0.448237082,-0.495146149,11.69790991,0.029861383,0.00566549,2,0,0.374045802,0.035714286,4.222690419,0.237152266,0.512518652,0.87804878,109.1946072,0,35.71240058,9.799819462,48.53093655,29.70193185,0,18.41851495,0.873580465,0.278135963,0.202022048,0,0,0,0.070707071,0.023052288,0.484848485,0.002434191,-0.094995322,0.01321539,0.012850344,-0.038059155,0.096572259,0.669338138,1.056776938,1.102998733,0.980354919,1.043049508,0.999563321,3.215578089,49.92430264,46.47022176,60.66367068,24.27688525,0.040925926,0.009390556,0.008706919,0.007257521
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccccc4)c(=O)c3cc12,4.135019606,1.419255374,51.32290638,-32.79403729,-2.316788592,0.008469653,0.213040399,-0.165521843,-0.313070155,0.11248134,-0.059233449,0.011913623,-0.139603828,-0.059197717,-0.06710194,0.308871098,0.158577089,0.074884601,-0.066780873,-0.015191878,0.12783574,1.080795379,0.804332537,0.772636584,0.622253618,0.982384824,0.994664634,1.136759582,0.518697842,1.037353358,0.856896886,1.110137043,1.135311667,1.449344462,1.102264799,0.921744414,1.310159307,0.51097994,-0.408734556,11.66564285,0.024010405,0.004451829,0,0,0.483552632,0.090909091,3.493344864,0.302274954,0.515417466,0.4,24.26546827,9.551078169,9.551078169,4.567099648,12.13273414,19.17814874,16.73164026,13.97715629,1.087380373,0.193165279,0.325736019,2,0,0,0.081871345,0.031611111,0.4,-0.101440756,0.014412417,-0.042349133,0.03877433,0.143033588,-0.319484533,1.400338404,1.143292683,1.072334448,1.293970443,1.061350594,1.014653071,3.328661336,43.46455922,27.23228313,30.33183534,0,0.041015873,0.010834619,0.0075,0.008230453
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)NC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccccc2)C3=O)cc1,4.212408178,1.415171458,106.1402138,412.0982418,-4.501194722,0.004535079,0.23272349,-0.128171225,0.059101997,0.029730784,0.094980651,0.046012686,0.130397062,-0.028407128,-0.013312645,0.139504921,-0.114452896,0.018201139,-0.043544239,-0.082473664,0.014401989,1.267153471,0.679554046,1.158243902,1.165527336,1.321666726,0.992096391,0.759192256,0.549730804,1.062850579,1.041711991,1.005139734,1.003697254,0.790216985,1.071726113,1.00341658,0.985327882,0.451639706,-0.495243442,11.69382381,0.027978498,0.005470665,0,0,0.370892019,0.022222222,3.995165637,0.222789003,0.474193991,0.584644718,83.9233078,5.316788604,23.62871892,11.12690298,4.899909731,19.17814874,42.46384927,15.31784811,0.496763154,0.094330813,0.251489831,0,0,2,0.081871345,0.024965278,0.48,0.000479684,-0.047001003,-0.064332513,0.028442579,-0.148913526,-0.008543002,0.68423039,1.315282708,0.910922384,0.97500977,0.991638041,1.06931087,4.028063828,48.32274969,27.94119224,60.66367068,54.59730362,0.035372907,0.010349667,0.008163108,0.006763075
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(-c5ccccc5)cc4)c(=O)c3cc12,4.300579898,1.480100805,82.34184688,484.9272774,-2.685598064,0.006320152,0.22024055,-0.153425144,-0.249758427,0.146817641,0.077794436,0.023904016,0.090455202,-0.040886791,0.005792304,0.378690226,0.221715955,0.003178511,-0.028621068,-0.051148339,0.070861654,1.056031909,0.761127548,0.898433525,0.910663853,1.059782609,0.954555967,0.909545227,0.509814898,1.048787863,0.990811195,1.053049368,1.020528211,1.176104454,1.073775616,1.017648691,1.01908233,0.511512391,-0.408761179,11.66564285,0.02484399,0.004861573,0,0,0.449238579,0.071428571,3.651712212,0.264663306,0.451147943,0.3,35.39237126,9.551078169,9.551078169,15.69400263,12.13273414,19.17814874,25.81239521,15.86557049,1.087380373,0.152102757,0.256070983,2,0,0,0.083333333,0.030726496,0.5,-0.090864492,-0.002466852,-0.047501075,0.042787376,0.02799067,-0.078514324,1.212140545,1.316069906,0.972920854,0.907638824,1.024225671,1.044012665,3.328869013,45.75548925,27.23228313,12.13273414,42.46456948,0.035061728,0.011655434,0.006888503,0.007412569
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,4.777925247,1.576185608,95.26766975,159.0527585,-4.914084876,0.004980464,0.269371582,-0.113169639,0.07845955,0.091985007,0.072536627,0.139017872,-0.033784619,0.00723453,-0.163357605,0.086934133,0.116196985,0.049585229,-0.050470138,-0.043636434,0.05100384,1.17733975,0.675911053,0.817324702,1.05555876,1.111305259,1.083148631,0.839306234,0.6143649,1.262556816,1.012233237,1.101546321,1.311280472,1.26244342,1.21822182,0.862859732,0.788575927,0.456865214,-0.494575244,11.69913401,0.026848375,0.007030303,0,0,0.384044527,0.013157895,3.914919976,0.267449089,0.483315835,0.074074074,72.79640482,5.316788604,32.0465159,4.899909731,72.79640482,27.59594572,34.2314165,15.87211048,1.709425989,0.111905368,0.335578692,0,0,2,0.088888889,0.026740042,0.5,-0.06303098,-0.076923077,-0.113710258,0.03664477,0.099430989,0.08157461,0.892711741,1.017468004,0.921548428,0.82234837,0.865862603,1.049980726,4.048625929,55.268186,37.73215919,18.19910121,0,0.035202822,0.011909422,0.00986413,0.007623077
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,4.656672943,1.531458768,33.03578388,-640.5367639,-1.735674513,0.002467065,0.216464122,-0.220498364,-0.02446198,0.170148376,-0.050623738,0.037136808,-0.062941905,-0.053391574,0.07493855,0.018567301,-0.004806947,0.096409915,-0.06749117,0.074660995,-0.137246901,1.522044879,0.80485581,0.987982511,0.941704946,1.058382455,1.092806612,1.054710516,0.525136665,1.003148899,0.941467464,1.105766992,1.133320976,1.041262389,1.021889556,0.867112162,0.900647953,0.477203618,-0.49493966,11.699134,0.028776438,0.004542528,0,0,0.386440678,0.03968254,3.911771642,0.222882735,0.431311162,0.460560512,109.1946072,5.316788604,23.62871892,4.899909731,72.79640482,34.9638234,0,29.09383212,0.765250257,0.150954269,0.279040019,0,0,2,0.071895425,0.022607442,0.5,-0.029895224,-0.087670145,-0.025004184,0.008114244,-0.006966555,0.144935103,0.953737763,0.918697461,0.968891297,0.939028842,1.091708853,0.920725867,3.261174168,57.06348883,27.94119224,66.73003775,6.066367068,0.036330275,0.009298119,0.007832964,0.00589564
C=Cc1c(F)c(F)c(Oc2ccc(C(c3ccc(Oc4c(F)c(F)c(C=C)c(F)c4F)c(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(Oc9ccc(N%10C(=O)c%11ccc(C(c%12ccc%13c(c%12)C(=O)NC%13=O)(C(F)(F)F)C(F)(F)F)cc%11C%10=O)cc9C(F)(F)F)cc8)c(C(F)(F)F)c6)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)cc2)c(F)c1F,6.677128614,1.347326386,107.3440806,856.2758019,-15.37264522,0.001794238,0.260175081,-0.186027565,0.095632286,0.049844293,0.125419271,0.000907301,-0.198096142,-0.018812101,0.13849349,-0.244935781,0.141603996,0.064807969,-0.010135073,0.035576536,-0.125899614,1.285874294,1.219652792,0.969136731,0.986510808,1.017180009,0.998096935,0.841577592,0.651130531,0.829920378,1.052591687,1.089314292,0.832706713,1.301266421,1.086014567,0.941416243,0.896696395,0.587444094,-0.494925333,11.68696384,0.023275158,0.004322738,0,0,0.400048228,0.04379562,4.690599698,0.230398969,0.459785434,1.113112283,166.8407845,5.316788604,84.31522894,24.26546827,0,69.08920281,0,0,1.768693949,0.064147327,0.165745009,0,0,4,0.106594399,0.03004415,0.490196078,0.123198675,-0.035405233,-0.058051445,0.016544249,0.011808802,-0.056112303,0.743298472,0.992165407,1.187125733,0.874295586,1.067375787,0.965119397,4.166013373,68.80620346,72.69667374,5.316788604,0,0.039754902,0.013483994,0.011680837,0.009047626
[H]c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N([H])C8=O)cc6C5=O)cc4)cn3)nc2)cc1,4.751635916,1.458232238,55.17706774,703.1594366,-2.338835664,0.002457719,0.22023491,0.000544139,-0.089589592,0.006227996,0.027611308,0.038339412,0.026050522,-0.045180574,-0.154477712,0.155447861,0.234692916,-0.015564688,-0.089571206,-0.003794998,-0.018079891,1.16292917,0.800174391,0.829176386,1.11018393,1.127749118,1.089248168,0.917268049,0.543919513,1.11874988,1.041469355,1.093431847,1.262925972,1.114053694,1.020774916,1.004642995,0.903713833,0.45404551,-0.493161352,11.68949306,0.028153793,0.004929031,0,0,0.40113798,0.02,4.17734847,0.233849945,0.458283084,0.277777778,84.92913896,15.28474565,39.37992091,4.899909731,36.39820241,23.97268592,0,22.20585378,1.376389916,0.167584394,0.262088568,2,2,2,0.074966533,0.024025875,0.482758621,0.106961952,-0.084104289,-0.062158898,0.015870096,-0.136889394,0.055626986,0.92507641,1.170821819,0.997377873,0.872078289,1.060873899,1.008941609,3.254964311,54.27062533,51.72273537,48.79188955,42.46456948,0.03347398,0.009859044,0.006702042,0.006515026
[H]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([H])C5=O)cc3C2=O)cc1,4.570884371,1.487051179,82.34184688,-359.4959206,-2.685598064,0.00589838,0.22024055,-0.202984496,-0.032831947,-0.195909046,0.001166084,0.023904016,-0.113751515,-0.040886791,0.005792304,-0.129536325,-0.209834841,0.131075608,-0.028621068,-0.051148339,-0.123735251,1.10482464,0.762520334,0.932611185,1.235130971,1.059782609,0.999653099,1.023238381,0.509814898,1.048787863,0.945916904,1.081333175,1.020528211,1.271206281,1.073775616,0.892949022,0.956509451,0.441931469,-0.373154966,11.68113054,0.026096109,0.005315989,0,0,0.449238579,0,3.451712212,0.264663306,0.451147943,0.05,47.52510539,5.316788604,23.62871892,4.899909731,0,19.17814874,28.82501644,15.29160314,0.815690468,0.151664251,0.255754385,0,0,2,0.083333333,0.031535088,0.5,0.044756791,-0.048720321,-0.047501075,0.042787376,-0.178541848,-0.013538917,0.925977858,0.96557971,1.062840166,0.952755964,1.065362878,1.044012665,3.253590232,48.95763925,27.94119224,60.66367068,6.066367068,0.035061728,0.011104994,0.00919303,0.008184127
Cc1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(C)c(=O)c6cc5c4=O)cc3)cc2)cc1,4.339741034,1.381704416,-11.30171054,57.07003283,-4.683590493,0.004577729,0.228814204,-0.085286889,0.016085367,0.003431626,0.032138005,0.052532796,0.012956231,-0.030564977,-0.180553065,0.214651618,0.385900051,-0.017511596,-0.149921746,0.060241701,0.021463845,1.372734634,0.95982664,0.666838044,1.216392756,1.115862092,0.984514592,0.912303294,0.5373193,1.165967173,0.988484513,1.072865493,1.385714119,0.895891145,1.104290538,1.004858719,0.897868128,0.510651635,-0.496029158,11.66564285,0.025863079,0.004710425,0,0,0.438202247,0.078947368,4.016381962,0.242350026,0.502290752,0.474306466,79.72014202,9.134199296,9.134199296,20.44716262,19.18040612,19.17814874,33.37466099,16.61279475,1.087380373,0.114824823,0.297538899,2,0,0,0.076388889,0.024131313,0.5,0.217307323,0.001786778,-0.05974896,-0.003848509,-0.221014148,0.070629319,0.823200153,1.069292237,0.981761033,0.902211621,1.0498346,0.93612949,3.335583434,48.19954902,27.23228313,48.53093655,31.18920547,0.041226054,0.010214296,0.009975634,0.005247453
[H]c1ccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N([H])C7=O)cc5C4=O)c3)c2C#N)cc1,4.651936584,1.534795176,45.1399269,-283.7223727,-1.766079557,0.004477301,0.220451384,-0.198693744,-0.105864736,0.035914241,-0.032507139,0.036478799,-0.025244066,-0.052652065,0.027687917,0.152967588,-0.050770083,0.093138451,-0.069084607,0.031664428,-0.101969406,1.438101559,0.673934674,0.830651181,1.048659998,1.048543689,1.102693833,1.02469446,0.534692138,0.999463401,0.939743275,1.09276264,1.138625518,1.13377444,1.024850338,0.877891659,0.940645881,0.45968039,-0.494907053,11.69913401,0.02798528,0.004657214,0,0,0.399366086,0.033333333,3.858862211,0.238555516,0.455266645,0.03125,72.79640482,5.316788604,23.62871892,4.899909731,36.39820241,24.44004029,46.52778789,20.97963362,0.765250257,0.13349065,0.297899213,0,0,2,0.066066066,0.021734127,0.47826087,0.003137871,-0.081438534,-0.046869184,0.014872664,-0.143792978,0.079422976,1.10314718,0.99168932,0.944132725,0.949846124,1.060809023,0.969460853,3.255428359,55.61390625,27.94119224,54.59730362,18.19910121,0.034774775,0.009886891,0.007807504,0.006815835
[H]c1ccc(Cc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,5.021116935,1.330240656,119.9373817,-204.7836876,-7.412167761,0.004065749,0.247096592,-0.259124834,0.054138433,0.10698422,0.169675238,0.008121387,-0.085597442,-0.017120225,0.320451207,-0.227668683,0.511142151,0.093670253,-0.0027652,0.077069998,-0.187476953,1.246665127,1.425548326,1.051443057,0.99895746,1.10113362,0.981149504,0.850793428,0.578146337,0.774006789,0.936903185,0.976667144,0.770917154,1.538012972,1.146594886,0.943713201,0.776971716,0.539735615,-0.373341383,11.68696452,0.023918121,0.005115446,1,0,0.347648752,0,4.004712094,0.274740227,0.507128244,0.346931855,65.07283,5.316788604,35.98131595,17.19327005,12.13273414,45.52063902,36.27036065,15.87211048,0.765250257,0.096692759,0.162803876,0,0,2,0.095238095,0.028635117,0.5,0.139332115,0.017378997,-0.061916975,0.042469958,0.219563729,0.110204278,0.847467886,0.93228351,1.070715838,0.853767517,1.078749376,1.024715991,4.157214883,53.23200039,27.94119224,12.13273414,35.64862395,0.034583333,0.011406231,0.010204874,0.007164538
Cc1cc(Cc2cc(C)c(Oc3cccc4c3C(=O)N(c3ccc(Oc5ccc(-c6ccc(Oc7ccccc7)cc6)cc5)cc3)C4=O)c(C)c2)cc(C)c1Oc1cccc2c1C(=O)NC2=O,4.568853461,1.444926344,158.7722739,-2371.948786,-9.103957888,0.002744833,0.236790428,-0.146798994,0.033837787,-0.11033227,-0.008479803,0.054399411,0.163249115,-0.01751005,-0.011975273,0.051232949,0.089045949,-0.16746822,-0.037562668,0.107084368,0.072617417,1.46988847,0.697530448,0.814146407,1.135521997,1.137641253,1.205863851,0.990495476,0.57655595,1.043557857,1.184090342,0.91281168,1.309765357,0.871103808,1.107381583,1.144089779,0.920533208,0.468418967,-0.495353073,11.68819734,0.028224682,0.005553119,1,0,0.40354536,0.029850746,4.212946453,0.194949352,0.434668384,0.706601376,163.5525213,5.316788604,23.62871892,56.0066356,4.899909731,19.17814874,0,35.30263033,0.531083697,0.063550006,0.230941998,0,0,2,0.068068068,0.023343621,0.486486486,0.101435027,-0.157889309,-0.066816753,0.026913635,-0.183869386,0.139893705,0.75762202,1.131292164,0.850254275,0.978913052,0.910965251,0.889552528,3.281881427,51.28786457,27.94119224,60.66367068,106.5577207,0.037072464,0.011045654,0.005923354,0.006246184
CC(C)(C)c1cc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(-c5ccc(Oc6ccccc6)cc5)cc4)cc2)C3=O)c(C(C)(C)C)cc1Oc1ccc2c(c1)C(=O)NC2=O,5.33599889,1.540022976,139.2593014,-2450.45065,-11.28398706,0.003533966,0.238014663,-0.119881151,0.144789166,-0.071089658,-0.011862696,0.0556232,-0.082761853,-0.015920041,0.048922476,-0.073814961,0.076356477,0.049410142,-0.047228566,0.062963836,0.055388987,1.373413432,1.070236814,0.653637031,0.833879776,1.415646423,0.915012669,0.943496153,0.595480166,0.882462716,0.983624132,0.997790374,1.028978158,1.201283105,1.152905608,0.937324788,1.195335705,0.459632717,-0.495869705,11.68857482,0.028369052,0.0060025,0,0,0.357768053,0.03125,4.02859799,0.197840181,0.439981014,0.82007801,131.1514912,5.316788604,23.62871892,38.65273936,0,19.17814874,0,25.89898841,0.595663829,0.06647079,0.24204101,0,0,2,0.074074074,0.028444444,0.5,0.078781661,0.040070616,-0.076147082,0.023705728,-0.020558576,-0.198590742,1.074352747,0.886210817,1.045100904,1.197375355,0.945912976,0.925915419,4.023904476,50.07987248,27.94119224,60.66367068,90.99550603,0.039347604,0.013442491,0.010599137,0.007092363
