smile,value_min,value_max,value_mean,labled,Temperature,Frequency,ATSC1d,AATSC8i,MATS3dv,MATS5d,MATS7d,MATS1s,MATS3s,MATS1v,MATS7are,MATS1i,GATS8d,GATS8m,GATS2v,GATS6v,GATS8v,GATS7p,GATS7i,AXp-2d,SdssC,SaaaC,MINdO,IC1,CIC5,PEOE_VSA8,SMR_VSA6,SlogP_VSA3,EState_VSA3,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA10,n6HRing,naRing,JGI8,JGI10
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0068,0.0068,0.0068,0,0.333333333,0.155125461,0.168368034,0.662629274,0.515937507,0.65198699,0.595298955,0.149644019,0.471690738,0.678427288,0.417278371,0.678616252,0.319592632,0.239332652,0.515692196,0.802798337,0.11669296,0.783760142,0.902017402,0.405568316,0.850821082,0.297804484,0.331597426,0.407217614,0.02761097,0,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.159776029,0,0.222222222,0.449876771,0.531392471
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0059,0.0059,0.0059,0,0.555555556,0.465376384,0.168368034,0.662629274,0.515937507,0.65198699,0.595298955,0.149644019,0.471690738,0.678427288,0.417278371,0.678616252,0.319592632,0.239332652,0.515692196,0.802798337,0.11669296,0.783760142,0.902017402,0.405568316,0.850821082,0.297804484,0.331597426,0.407217614,0.02761097,0,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.159776029,0,0.222222222,0.449876771,0.531392471
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0056,0.0056,0.0056,0,0.222222222,0.155125461,0.168368034,0.662629274,0.515937507,0.65198699,0.595298955,0.149644019,0.471690738,0.678427288,0.417278371,0.678616252,0.319592632,0.239332652,0.515692196,0.802798337,0.11669296,0.783760142,0.902017402,0.405568316,0.850821082,0.297804484,0.331597426,0.407217614,0.02761097,0,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.159776029,0,0.222222222,0.449876771,0.531392471
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0056,0.0056,0.0056,0,0.444444444,0.310250922,0.168368034,0.662629274,0.515937507,0.65198699,0.595298955,0.149644019,0.471690738,0.678427288,0.417278371,0.678616252,0.319592632,0.239332652,0.515692196,0.802798337,0.11669296,0.783760142,0.902017402,0.405568316,0.850821082,0.297804484,0.331597426,0.407217614,0.02761097,0,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.159776029,0,0.222222222,0.449876771,0.531392471
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0053,0.0053,0.0053,0,0.388888889,0.232688192,0.168368034,0.662629274,0.515937507,0.65198699,0.595298955,0.149644019,0.471690738,0.678427288,0.417278371,0.678616252,0.319592632,0.239332652,0.515692196,0.802798337,0.11669296,0.783760142,0.902017402,0.405568316,0.850821082,0.297804484,0.331597426,0.407217614,0.02761097,0,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.159776029,0,0.222222222,0.449876771,0.531392471
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0053,0.0053,0.0053,0,0.555555556,0.542939114,0.168368034,0.662629274,0.515937507,0.65198699,0.595298955,0.149644019,0.471690738,0.678427288,0.417278371,0.678616252,0.319592632,0.239332652,0.515692196,0.802798337,0.11669296,0.783760142,0.902017402,0.405568316,0.850821082,0.297804484,0.331597426,0.407217614,0.02761097,0,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.159776029,0,0.222222222,0.449876771,0.531392471
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.005,0.005,0.005,0,0.333333333,0.310250922,0.168368034,0.662629274,0.515937507,0.65198699,0.595298955,0.149644019,0.471690738,0.678427288,0.417278371,0.678616252,0.319592632,0.239332652,0.515692196,0.802798337,0.11669296,0.783760142,0.902017402,0.405568316,0.850821082,0.297804484,0.331597426,0.407217614,0.02761097,0,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.159776029,0,0.222222222,0.449876771,0.531392471
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.005,0.005,0.005,0,0.333333333,0.232688192,0.168368034,0.662629274,0.515937507,0.65198699,0.595298955,0.149644019,0.471690738,0.678427288,0.417278371,0.678616252,0.319592632,0.239332652,0.515692196,0.802798337,0.11669296,0.783760142,0.902017402,0.405568316,0.850821082,0.297804484,0.331597426,0.407217614,0.02761097,0,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.159776029,0,0.222222222,0.449876771,0.531392471
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0047,0.0047,0.0047,0,0.444444444,0.387813653,0.168368034,0.662629274,0.515937507,0.65198699,0.595298955,0.149644019,0.471690738,0.678427288,0.417278371,0.678616252,0.319592632,0.239332652,0.515692196,0.802798337,0.11669296,0.783760142,0.902017402,0.405568316,0.850821082,0.297804484,0.331597426,0.407217614,0.02761097,0,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.159776029,0,0.222222222,0.449876771,0.531392471
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0043,0.0043,0.0043,0,0.388888889,0.387813653,0.168368034,0.662629274,0.515937507,0.65198699,0.595298955,0.149644019,0.471690738,0.678427288,0.417278371,0.678616252,0.319592632,0.239332652,0.515692196,0.802798337,0.11669296,0.783760142,0.902017402,0.405568316,0.850821082,0.297804484,0.331597426,0.407217614,0.02761097,0,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.159776029,0,0.222222222,0.449876771,0.531392471
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0038,0.0038,0.0038,0,0.388888889,0.310250922,0.168368034,0.662629274,0.515937507,0.65198699,0.595298955,0.149644019,0.471690738,0.678427288,0.417278371,0.678616252,0.319592632,0.239332652,0.515692196,0.802798337,0.11669296,0.783760142,0.902017402,0.405568316,0.850821082,0.297804484,0.331597426,0.407217614,0.02761097,0,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.159776029,0,0.222222222,0.449876771,0.531392471
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0032,0.0032,0.0032,0,0.666666667,0.542939114,0.168368034,0.662629274,0.515937507,0.65198699,0.595298955,0.149644019,0.471690738,0.678427288,0.417278371,0.678616252,0.319592632,0.239332652,0.515692196,0.802798337,0.11669296,0.783760142,0.902017402,0.405568316,0.850821082,0.297804484,0.331597426,0.407217614,0.02761097,0,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.159776029,0,0.222222222,0.449876771,0.531392471
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0271,0.0271,0.0271,0,0.777777778,0.155125461,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0143,0.0143,0.0143,0,0.777777778,0.232688192,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0123,0.0123,0.0123,0,0.777777778,0.310250922,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0117,0.0117,0.0117,0,0.666666667,0.155125461,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.01,0.01,0.01,0,0.777777778,0.387813653,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0097,0.0097,0.0097,0,0.666666667,0.232688192,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0093,0.0093,0.0093,0,0.388888889,0.542939114,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0089,0.0089,0.0089,0,0.388888889,0.465376384,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0083,0.0083,0.0083,0,0.666666667,0.310250922,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.008,0.008,0.008,0,0.777777778,0.465376384,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0073,0.0073,0.0073,0,0.555555556,0.155125461,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0066,0.0066,0.0066,0,0.555555556,0.232688192,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0066,0.0066,0.0066,0,0.666666667,0.387813653,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0056,0.0056,0.0056,0,0.555555556,0.310250922,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.005,0.005,0.005,0,0.777777778,0.542939114,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0046,0.0046,0.0046,0,0.666666667,0.465376384,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0044,0.0044,0.0044,0,0.388888889,0.387813653,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0044,0.0044,0.0044,0,0.388888889,0.077562731,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0043,0.0043,0.0043,0,0.444444444,0.155125461,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0043,0.0043,0.0043,0,0.555555556,0.387813653,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.004,0.004,0.004,0,0.444444444,0.232688192,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0037,0.0037,0.0037,0,0.388888889,0.155125461,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0033,0.0033,0.0033,0,0.388888889,0.232688192,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.003,0.003,0.003,0,0.555555556,0.465376384,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0027,0.0027,0.0027,0,0.388888889,0.310250922,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0026,0.0026,0.0026,0,0.444444444,0.310250922,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0026,0.0026,0.0026,0,0.666666667,0.542939114,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0023,0.0023,0.0023,0,0.333333333,0.155125461,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0023,0.0023,0.0023,0,0.444444444,0.387813653,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.002,0.002,0.002,0,0.333333333,0.232688192,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0016,0.0016,0.0016,0,0.444444444,0.465376384,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
[H]c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0013,0.0013,0.0013,0,0.222222222,0.232688192,0.207457519,0.630581025,0.603342594,0.606061875,0.637975774,0.259337158,0.635872331,0.798001793,0.522376206,0.819278557,0.345775294,0.194295152,0.417610821,0.713151612,0.156143154,0.678723458,0.822441284,0.319019316,0.797823971,0.297804484,0.351334777,0.315215374,0.026752256,0.457820365,0.185409311,0.343989146,0,0.213629318,0,0.11346304,0.2507799,0,0.222222222,0.533444673,0.549360961
