smile,value_min,value_max,value_mean,labled,testTemperature,testfrequency,MATS3dv,MATS1s,MATS3m,MATS6v,MATS7are,MATS1i,GATS8m,GATS8v,GATS1i,GATS7i,SaaaC,AETA_beta_ns_d,IC2,MIC5,EState_VSA4,EState_VSA6,EState_VSA7,EState_VSA10,JGI10,CSC1=CC=CC=C1,COC1=CC=C2CNCC2=C1,CC(C)=O,CC1=CC=C2CN(C)CC2=C1,CC1=CC=CC(N)=C1,CCC1=CC=C(N)C=C1,CN1CC2=CC=C(O)C=C2C1,FCC1=CC=CC=C1,C1=CC=C(CC2=CC=CC=C2)C=C1,CC1=CC=C(O)C=C1
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0591,0.0591,0.0591,0,0.444444444,0.387813653,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0454,0.0454,0.0454,0,0.666666667,0.155125461,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0454,0.0454,0.0454,0,0.666666667,0.077562731,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0439,0.0439,0.0439,0,0.333333333,0.310250922,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0428,0.0428,0.0428,0,0.666666667,0.232688192,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0363,0.0363,0.0363,0,0.666666667,0.310250922,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0355,0.0355,0.0355,0,0.555555556,0.077562731,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0351,0.0351,0.0351,0,0.333333333,0.387813653,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0304,0.0304,0.0304,0,0.555555556,0.155125461,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0286,0.0286,0.0286,0,0.666666667,0.387813653,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.025,0.025,0.025,0,0.555555556,0.232688192,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0215,0.0215,0.0215,0,0.444444444,0.077562731,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0194,0.0194,0.0194,0,0.555555556,0.310250922,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0188,0.0188,0.0188,0,0.666666667,0.465376384,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.016,0.016,0.016,0,0.444444444,0.155125461,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0134,0.0134,0.0134,0,0.555555556,0.387813653,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0117,0.0117,0.0117,0,0.444444444,0.232688192,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0113,0.0113,0.0113,0,0.666666667,0.542939114,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0102,0.0102,0.0102,0,0.333333333,0.077562731,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0089,0.0089,0.0089,0,0.555555556,0.465376384,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0081,0.0081,0.0081,0,0.444444444,0.310250922,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0061,0.0061,0.0061,0,0.333333333,0.155125461,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0053,0.0053,0.0053,0,0.333333333,0.232688192,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0049,0.0049,0.0049,0,0.555555556,0.542939114,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0047,0.0047,0.0047,0,0.222222222,0.077562731,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0042,0.0042,0.0042,0,0.222222222,0.155125461,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0042,0.0042,0.0042,0,0.444444444,0.465376384,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0036,0.0036,0.0036,0,0.222222222,0.232688192,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0028,0.0028,0.0028,0,0.333333333,0.465376384,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0027,0.0027,0.0027,0,0.222222222,0.310250922,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0027,0.0027,0.0027,0,0.444444444,0.542939114,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0025,0.0025,0.0025,0,0.111111111,0.077562731,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0019,0.0019,0.0019,0,0.222222222,0.387813653,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0019,0.0019,0.0019,0,0.333333333,0.542939114,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0018,0.0018,0.0018,0,0.111111111,0.155125461,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0017,0.0017,0.0017,0,0.222222222,0.465376384,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0015,0.0015,0.0015,0,0.111111111,0.232688192,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0014,0.0014,0.0014,0,0,0.077562731,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0013,0.0013,0.0013,0,0.111111111,0.310250922,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0013,0.0013,0.0013,0,0.222222222,0.542939114,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0012,0.0012,0.0012,0,0.111111111,0.465376384,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0012,0.0012,0.0012,0,0.111111111,0.387813653,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0011,0.0011,0.0011,0,0,0.155125461,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0011,0.0011,0.0011,0,0.111111111,0.542939114,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.001,0.001,0.001,0,0,0.465376384,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.001,0.001,0.001,0,0,0.387813653,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.001,0.001,0.001,0,0,0.310250922,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0009,0.0009,0.0009,0,0,0.542939114,0.430962264,0.763983657,0.645995298,0.339534679,0.323689993,0.684468132,0.624236835,0.35651593,0.237957694,0.913938699,0.297804484,0.34375,0.539398775,0.632922511,0.074604306,0.640887953,0.0457708,0.390627682,0.268485421,0,0,1,1,0,0,0,0,1,0
