smile,value_min,value_max,value_mean,labled,testTemperature,testfrequency,MATS3dv,MATS1s,MATS3m,MATS6v,MATS7are,MATS1i,GATS8m,GATS8v,GATS1i,GATS7i,SaaaC,AETA_beta_ns_d,IC2,MIC5,EState_VSA4,EState_VSA6,EState_VSA7,EState_VSA10,JGI10,CSC1=CC=CC=C1,COC1=CC=C2CNCC2=C1,CC(C)=O,CC1=CC=C2CN(C)CC2=C1,CC1=CC=CC(N)=C1,CCC1=CC=C(N)C=C1,CN1CC2=CC=C(O)C=C2C1,FCC1=CC=CC=C1,C1=CC=C(CC2=CC=CC=C2)C=C1,CC1=CC=C(O)C=C1
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0142,0.0142,0.0142,0,0.444444444,0.155125461,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0124,0.0124,0.0124,0,0.333333333,0.077562731,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0117,0.0117,0.0117,0,0.666666667,0.465376384,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0096,0.0096,0.0096,0,0.555555556,0.387813653,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0095,0.0095,0.0095,0,0.444444444,0.232688192,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0076,0.0076,0.0076,0,0.222222222,0.077562731,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0069,0.0069,0.0069,0,0.333333333,0.155125461,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0068,0.0068,0.0068,0,0.444444444,0.310250922,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0067,0.0067,0.0067,0,0.555555556,0.465376384,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0065,0.0065,0.0065,0,0.444444444,0.387813653,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0063,0.0063,0.0063,0,0.111111111,0.077562731,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0059,0.0059,0.0059,0,0.222222222,0.155125461,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0054,0.0054,0.0054,0,0.444444444,0.465376384,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0053,0.0053,0.0053,0,0.333333333,0.387813653,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.005,0.005,0.005,0,0,0.077562731,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.005,0.005,0.005,0,0.333333333,0.465376384,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0047,0.0047,0.0047,0,0.333333333,0.310250922,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0047,0.0047,0.0047,0,0.333333333,0.232688192,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0046,0.0046,0.0046,0,0.222222222,0.465376384,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0043,0.0043,0.0043,0,0.111111111,0.465376384,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.004,0.004,0.004,0,0.222222222,0.232688192,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0037,0.0037,0.0037,0,0,0.465376384,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0035,0.0035,0.0035,0,0.111111111,0.155125461,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0035,0.0035,0.0035,0,0.222222222,0.387813653,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0034,0.0034,0.0034,0,0,0.155125461,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.003,0.003,0.003,0,0.222222222,0.310250922,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0028,0.0028,0.0028,0,0.111111111,0.387813653,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0024,0.0024,0.0024,0,0,0.387813653,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0019,0.0019,0.0019,0,0.111111111,0.232688192,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0017,0.0017,0.0017,0,0.111111111,0.310250922,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0015,0.0015,0.0015,0,0,0.310250922,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0015,0.0015,0.0015,0,0,0.232688192,0.481624277,0.784250343,0.642238814,0.236145515,0.155636535,0.605009164,0.562944416,0.412447753,0.273209394,0.84356752,0.254452617,0.785714286,0.463389063,0.544538171,0.069537056,0.783307498,0.0457708,0.299623811,0.074543797,0,0,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,0.0078,0.0081,0.00795,0,0.388888889,0.077562731,0.601594171,0.478226051,0.722257585,0.437827385,0.723652763,0.821677772,0.535442938,0.304561727,0.014340388,0.618962741,0.297804484,0.20754717,0.627476914,0.647344805,0,0.427258635,0.085907559,0.599874604,0.61501032,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,0.006,0.006,0.006,0,0.388888889,0.155125461,0.601594171,0.478226051,0.722257585,0.437827385,0.723652763,0.821677772,0.535442938,0.304561727,0.014340388,0.618962741,0.297804484,0.20754717,0.627476914,0.647344805,0,0.427258635,0.085907559,0.599874604,0.61501032,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,0.0046,0.0048,0.0047,0,0.388888889,0.232688192,0.601594171,0.478226051,0.722257585,0.437827385,0.723652763,0.821677772,0.535442938,0.304561727,0.014340388,0.618962741,0.297804484,0.20754717,0.627476914,0.647344805,0,0.427258635,0.085907559,0.599874604,0.61501032,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,0.0035,0.0037,0.0036,0,0.388888889,0.310250922,0.601594171,0.478226051,0.722257585,0.437827385,0.723652763,0.821677772,0.535442938,0.304561727,0.014340388,0.618962741,0.297804484,0.20754717,0.627476914,0.647344805,0,0.427258635,0.085907559,0.599874604,0.61501032,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,0.003,0.00308,0.00304,0,0.388888889,0.542939114,0.601594171,0.478226051,0.722257585,0.437827385,0.723652763,0.821677772,0.535442938,0.304561727,0.014340388,0.618962741,0.297804484,0.20754717,0.627476914,0.647344805,0,0.427258635,0.085907559,0.599874604,0.61501032,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,0.00245,0.0026,0.002525,0,0.388888889,0.387813653,0.601594171,0.478226051,0.722257585,0.437827385,0.723652763,0.821677772,0.535442938,0.304561727,0.014340388,0.618962741,0.297804484,0.20754717,0.627476914,0.647344805,0,0.427258635,0.085907559,0.599874604,0.61501032,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,0.0017,0.00185,0.001775,0,0.388888889,0.465376384,0.601594171,0.478226051,0.722257585,0.437827385,0.723652763,0.821677772,0.535442938,0.304561727,0.014340388,0.618962741,0.297804484,0.20754717,0.627476914,0.647344805,0,0.427258635,0.085907559,0.599874604,0.61501032,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2)c1,0.005,0.005,0.005,0,0.755555556,0.155125461,0.543826018,0.40182997,0.615407206,0.523701485,0.772596977,0.819751349,0.461579851,0.257252453,0.021771933,0.616022211,0.297804484,0.215686275,0.471170746,0.597005355,0.092364375,0.56967818,0.085886023,0.5,0.653882743,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2)c1,0.0043,0.0043,0.0043,0,0.755555556,0.232688192,0.543826018,0.40182997,0.615407206,0.523701485,0.772596977,0.819751349,0.461579851,0.257252453,0.021771933,0.616022211,0.297804484,0.215686275,0.471170746,0.597005355,0.092364375,0.56967818,0.085886023,0.5,0.653882743,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2)c1,0.0041,0.0041,0.0041,0,0.755555556,0.387813653,0.543826018,0.40182997,0.615407206,0.523701485,0.772596977,0.819751349,0.461579851,0.257252453,0.021771933,0.616022211,0.297804484,0.215686275,0.471170746,0.597005355,0.092364375,0.56967818,0.085886023,0.5,0.653882743,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2)c1,0.0041,0.0041,0.0041,0,0.755555556,0.310250922,0.543826018,0.40182997,0.615407206,0.523701485,0.772596977,0.819751349,0.461579851,0.257252453,0.021771933,0.616022211,0.297804484,0.215686275,0.471170746,0.597005355,0.092364375,0.56967818,0.085886023,0.5,0.653882743,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2)c1,0.0035,0.0035,0.0035,0,0.755555556,0.465376384,0.543826018,0.40182997,0.615407206,0.523701485,0.772596977,0.819751349,0.461579851,0.257252453,0.021771933,0.616022211,0.297804484,0.215686275,0.471170746,0.597005355,0.092364375,0.56967818,0.085886023,0.5,0.653882743,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2)c1,0.0033,0.0033,0.0033,0,0.666666667,0.232688192,0.543826018,0.40182997,0.615407206,0.523701485,0.772596977,0.819751349,0.461579851,0.257252453,0.021771933,0.616022211,0.297804484,0.215686275,0.471170746,0.597005355,0.092364375,0.56967818,0.085886023,0.5,0.653882743,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2)c1,0.0033,0.0033,0.0033,0,0.666666667,0.155125461,0.543826018,0.40182997,0.615407206,0.523701485,0.772596977,0.819751349,0.461579851,0.257252453,0.021771933,0.616022211,0.297804484,0.215686275,0.471170746,0.597005355,0.092364375,0.56967818,0.085886023,0.5,0.653882743,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2)c1,0.0031,0.0031,0.0031,0,0.666666667,0.310250922,0.543826018,0.40182997,0.615407206,0.523701485,0.772596977,0.819751349,0.461579851,0.257252453,0.021771933,0.616022211,0.297804484,0.215686275,0.471170746,0.597005355,0.092364375,0.56967818,0.085886023,0.5,0.653882743,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2)c1,0.0028,0.0028,0.0028,0,0.555555556,0.155125461,0.543826018,0.40182997,0.615407206,0.523701485,0.772596977,0.819751349,0.461579851,0.257252453,0.021771933,0.616022211,0.297804484,0.215686275,0.471170746,0.597005355,0.092364375,0.56967818,0.085886023,0.5,0.653882743,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2)c1,0.0027,0.0027,0.0027,0,0.666666667,0.387813653,0.543826018,0.40182997,0.615407206,0.523701485,0.772596977,0.819751349,0.461579851,0.257252453,0.021771933,0.616022211,0.297804484,0.215686275,0.471170746,0.597005355,0.092364375,0.56967818,0.085886023,0.5,0.653882743,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2)c1,0.0023,0.0023,0.0023,0,0.555555556,0.232688192,0.543826018,0.40182997,0.615407206,0.523701485,0.772596977,0.819751349,0.461579851,0.257252453,0.021771933,0.616022211,0.297804484,0.215686275,0.471170746,0.597005355,0.092364375,0.56967818,0.085886023,0.5,0.653882743,0,0,0,1,0,0,0,0,1,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2)c1,0.0021,0.0021,0.0021,0,0.555555556,0.310250922,0.543826018,0.40182997,0.615407206,0.523701485,0.772596977,0.819751349,0.461579851,0.257252453,0.021771933,0.616022211,0.297804484,0.215686275,0.471170746,0.597005355,0.092364375,0.56967818,0.085886023,0.5,0.653882743,0,0,0,1,0,0,0,0,1,0
