smile,value_min,value_max,value_mean,labled,testTemperature,testfrequency,ATSC1d,AATSC8i,MATS3dv,MATS7d,MATS1s,MATS1v,MATS5v,MATS6v,MATS7are,MATS1i,MATS4i,MATS8i,GATS8d,GATS3s,GATS8m,GATS2v,GATS6v,GATS8v,GATS7p,GATS1i,GATS6i,GATS7i,AXp-7dv,SdssC,SaaaC,MINdO,IC1,BIC0,CIC5,MIC0,SMR_VSA6,EState_VSA3,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA10,naRing,JGI8,JGI10
O=Cc1ccc2c(c1)C(=O)N(c1cccc(Cc3cccc(N4C(=O)c5ccccc5C4=O)c3)c1)C2=O,0.043,0.056,0.0495,0,0.555555556,0.310250922,0.292045491,0.401260677,0.683645344,0.518264454,0.730613579,0.437169871,0.647582444,0.31070515,0.077714338,0.465375759,0.310966288,0.493041841,0.045439593,0.370620439,0.430156612,0.508091511,0.821732901,0.664020013,0.509876915,0.378431554,0.497773804,0.588005641,0.248759431,0.886389823,0.297804484,0,0.212794753,0.402975271,0.119493411,0.157737242,0.370818622,0.716874622,0.271979808,0.712097725,0.0915416,0,0.091003871,0.222222222,0.038744753,0.267342603
O=Cc1ccc2c(c1)C(=O)N(c1cccc(Cc3cccc(N4C(=O)c5ccccc5C4=O)c3)c1)C2=O,0.022,0.022,0.022,0,0.228888889,0.310250922,0.292045491,0.401260677,0.683645344,0.518264454,0.730613579,0.437169871,0.647582444,0.31070515,0.077714338,0.465375759,0.310966288,0.493041841,0.045439593,0.370620439,0.430156612,0.508091511,0.821732901,0.664020013,0.509876915,0.378431554,0.497773804,0.588005641,0.248759431,0.886389823,0.297804484,0,0.212794753,0.402975271,0.119493411,0.157737242,0.370818622,0.716874622,0.271979808,0.712097725,0.0915416,0,0.091003871,0.222222222,0.038744753,0.267342603
O=Cc1ccc2c(c1)C(=O)N(c1cccc(Cc3cccc(N4C(=O)c5ccccc5C4=O)c3)c1)C2=O,0.014,0.014,0.014,0,0.266666667,0.310250922,0.292045491,0.401260677,0.683645344,0.518264454,0.730613579,0.437169871,0.647582444,0.31070515,0.077714338,0.465375759,0.310966288,0.493041841,0.045439593,0.370620439,0.430156612,0.508091511,0.821732901,0.664020013,0.509876915,0.378431554,0.497773804,0.588005641,0.248759431,0.886389823,0.297804484,0,0.212794753,0.402975271,0.119493411,0.157737242,0.370818622,0.716874622,0.271979808,0.712097725,0.0915416,0,0.091003871,0.222222222,0.038744753,0.267342603
O=C1NC(=O)c2cc(C(c3ccc4c(c3)C(=O)N(c3cccc(C(F)(F)F)c3)C4=O)(C(F)(F)F)C(F)(F)F)ccc21,0.0013,0.0013,0.0013,0,0.388888889,0.387813653,0,0.375097897,0.534170643,0.248553699,0.526579116,0.713491791,0.833092078,0.603469051,0.723967327,0.875784927,0.476838784,0.60585682,0.001685236,0.413070957,0.56164961,0.241780884,0.510605096,0.473924673,0.49175948,0.013775995,0.873771319,0.662962775,0.039093003,0.654342316,0.297804484,0.364431833,0.667384665,1,0.277901642,1,0.185409311,0.639970512,0,0.06241088,0,0,0.75,0.111111111,0.358254828,1
O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,0.013,0.013,0.013,0,0.384444444,0.853190037,0.072188699,0.66310692,0.181779445,0.61796747,0.648220746,0.16088188,0.373130683,0.496508263,0.522951828,0.099523264,0.589895108,0.839083598,0.442524126,0.876859333,1,0.893485873,0.950951295,0.409060126,0.559085215,0.583059057,0.255641664,0.739410847,0.438878151,0.904602055,0.297804484,0.313680206,0.043223543,0.671396242,0.625904682,0.257018849,0.370818622,0.312890604,0.286168925,0.28483909,0.183083201,0,0,0,0.712506819,0
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccccc4)c(=O)c3cc12,0.00165,0.00165,0.00165,0,0.384444444,0.310250922,0.083432704,0,0.510919714,0.562618097,0.627737773,0.704175756,0.954486378,0,0.471519397,0.599116551,0.380074667,0,0.549550831,0.864214899,0.456676895,0.364443625,0.831422268,1,0.425985461,0.397903594,0.119378504,0.376159122,0.022604697,1,0.997333282,0.294463393,0.169404077,0.956168182,0.235419854,0.409880154,0,0.099998331,0.142857143,0.356048863,0,0.106360699,0,0.222222222,0.27068764,0.637695455
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccccc4)c(=O)c3cc12,0.001,0.001,0.001,0,0.666666667,0.310250922,0.083432704,0,0.510919714,0.562618097,0.627737773,0.704175756,0.954486378,0,0.471519397,0.599116551,0.380074667,0,0.549550831,0.864214899,0.456676895,0.364443625,0.831422268,1,0.425985461,0.397903594,0.119378504,0.376159122,0.022604697,1,0.997333282,0.294463393,0.169404077,0.956168182,0.235419854,0.409880154,0,0.099998331,0.142857143,0.356048863,0,0.106360699,0,0.222222222,0.27068764,0.637695455
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccccc4)c(=O)c3cc12,0.00075,0.00075,0.00075,0,0.777777778,0.310250922,0.083432704,0,0.510919714,0.562618097,0.627737773,0.704175756,0.954486378,0,0.471519397,0.599116551,0.380074667,0,0.549550831,0.864214899,0.456676895,0.364443625,0.831422268,1,0.425985461,0.397903594,0.119378504,0.376159122,0.022604697,1,0.997333282,0.294463393,0.169404077,0.956168182,0.235419854,0.409880154,0,0.099998331,0.142857143,0.356048863,0,0.106360699,0,0.222222222,0.27068764,0.637695455
O=c1[nH]c(=O)c2cc3c(=O)n(-c4cccc(S(=O)(=O)c5ccccc5)c4)c(=O)c3cc12,0.00165,0.00165,0.00165,0,0.384444444,0.310250922,0.133812659,0.283899561,0.717935929,0.602560316,0.207891265,0.79330965,0.704345987,0.32905488,0.701011194,0.714337711,0.288717243,0.357246396,0.356643778,0.692984872,0.602386648,0.347906921,0.667157284,0.590456005,0.026762082,0.370710497,0.371923204,0.434384298,0.444918905,1,0.290557187,0.412133291,0.382952106,0.865160857,0.187970891,0.777350495,0,0,0.571428571,0.213629318,0,0.106360699,0.159776029,0.333333333,0.244711146,0.869886007
O=c1[nH]c(=O)c2cc3c(=O)n(-c4cccc(S(=O)(=O)c5ccccc5)c4)c(=O)c3cc12,0.001,0.001,0.001,0,0.666666667,0.310250922,0.133812659,0.283899561,0.717935929,0.602560316,0.207891265,0.79330965,0.704345987,0.32905488,0.701011194,0.714337711,0.288717243,0.357246396,0.356643778,0.692984872,0.602386648,0.347906921,0.667157284,0.590456005,0.026762082,0.370710497,0.371923204,0.434384298,0.444918905,1,0.290557187,0.412133291,0.382952106,0.865160857,0.187970891,0.777350495,0,0,0.571428571,0.213629318,0,0.106360699,0.159776029,0.333333333,0.244711146,0.869886007
O=c1[nH]c(=O)c2cc3c(=O)n(-c4cccc(S(=O)(=O)c5ccccc5)c4)c(=O)c3cc12,0.00075,0.00075,0.00075,0,0.777777778,0.310250922,0.133812659,0.283899561,0.717935929,0.602560316,0.207891265,0.79330965,0.704345987,0.32905488,0.701011194,0.714337711,0.288717243,0.357246396,0.356643778,0.692984872,0.602386648,0.347906921,0.667157284,0.590456005,0.026762082,0.370710497,0.371923204,0.434384298,0.444918905,1,0.290557187,0.412133291,0.382952106,0.865160857,0.187970891,0.777350495,0,0,0.571428571,0.213629318,0,0.106360699,0.159776029,0.333333333,0.244711146,0.869886007
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(Sc5ccccc5)cc4)c(=O)c3cc12,0.00165,0.00165,0.00165,0,0.384444444,0.310250922,0.118624338,0.533748882,0.704580166,0.884451615,0.632769586,0.819432013,0.646666295,0.24257143,0.596929263,0.873272905,0.320882906,0.670405248,0.592986865,0.757205429,0.118804414,0.323778552,0.807701636,0.228924565,0.606746178,0.219862591,0.229430772,0.594962794,0.3722691,1,0.94883692,0.392155189,0.241486024,0.809984053,0.166994977,0.672834966,0,0.099998331,0.142857143,0.280485894,0.320395601,0.106360699,0,0.333333333,0.243694993,0.454920944
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(Sc5ccccc5)cc4)c(=O)c3cc12,0.001,0.001,0.001,0,0.666666667,0.310250922,0.118624338,0.533748882,0.704580166,0.884451615,0.632769586,0.819432013,0.646666295,0.24257143,0.596929263,0.873272905,0.320882906,0.670405248,0.592986865,0.757205429,0.118804414,0.323778552,0.807701636,0.228924565,0.606746178,0.219862591,0.229430772,0.594962794,0.3722691,1,0.94883692,0.392155189,0.241486024,0.809984053,0.166994977,0.672834966,0,0.099998331,0.142857143,0.280485894,0.320395601,0.106360699,0,0.333333333,0.243694993,0.454920944
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(Sc5ccccc5)cc4)c(=O)c3cc12,0.00075,0.00075,0.00075,0,0.777777778,0.310250922,0.118624338,0.533748882,0.704580166,0.884451615,0.632769586,0.819432013,0.646666295,0.24257143,0.596929263,0.873272905,0.320882906,0.670405248,0.592986865,0.757205429,0.118804414,0.323778552,0.807701636,0.228924565,0.606746178,0.219862591,0.229430772,0.594962794,0.3722691,1,0.94883692,0.392155189,0.241486024,0.809984053,0.166994977,0.672834966,0,0.099998331,0.142857143,0.280485894,0.320395601,0.106360699,0,0.333333333,0.243694993,0.454920944
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(Sc5ccc(-n6c(=O)c7cc8c(=O)n(-c9ccc(Oc%10ccccc%10)cc9)c(=O)c8cc7c6=O)cc5)cc4)c(=O)c3cc12,0.000929,0.002682,0.0017592,0,0.384444444,0.310250922,0.399476299,0.485485188,0.51415385,0.852417738,0.625012592,0.52348543,0.612007253,0.24973457,0.692708773,0.516626809,0.521727301,0.608792765,0.679178044,0.7240388,0.209818679,0.308606517,0.948519382,0.226677568,0.8060841,0.356892666,0.266230215,0.664439523,0.201371809,1,0.606558905,0.522097458,0.323437681,0.41017931,0.315119283,0.541638607,0,0.502176299,0.424204857,0.996936815,0.1373124,0.106360699,0.364015485,0.888888889,0.298581646,0.336892891
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(S(=O)(=O)c5ccccc5)cc4)c(=O)c3cc12,0.00165,0.00165,0.00165,0,0.384444444,0.310250922,0.133812659,0.538057561,0.689981724,0.701488941,0.207891265,0.79330965,0.674370878,0.253823057,0.540308786,0.714337711,0.364130529,0.675800225,0.503367795,0.691430371,0,0.347906921,0.875302057,0.134461308,0.663762221,0.370710497,0.150671625,0.656769984,0.451208331,1,0.423294353,0.39551328,0.382952106,0.865160857,0.187970891,0.777350495,0,0,0.571428571,0.213629318,0,0.106360699,0.159776029,0.333333333,0.627064644,0.765149511
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(S(=O)(=O)c5ccccc5)cc4)c(=O)c3cc12,0.001,0.001,0.001,0,0.666666667,0.310250922,0.133812659,0.538057561,0.689981724,0.701488941,0.207891265,0.79330965,0.674370878,0.253823057,0.540308786,0.714337711,0.364130529,0.675800225,0.503367795,0.691430371,0,0.347906921,0.875302057,0.134461308,0.663762221,0.370710497,0.150671625,0.656769984,0.451208331,1,0.423294353,0.39551328,0.382952106,0.865160857,0.187970891,0.777350495,0,0,0.571428571,0.213629318,0,0.106360699,0.159776029,0.333333333,0.627064644,0.765149511
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(S(=O)(=O)c5ccccc5)cc4)c(=O)c3cc12,0.00075,0.00075,0.00075,0,0.777777778,0.310250922,0.133812659,0.538057561,0.689981724,0.701488941,0.207891265,0.79330965,0.674370878,0.253823057,0.540308786,0.714337711,0.364130529,0.675800225,0.503367795,0.691430371,0,0.347906921,0.875302057,0.134461308,0.663762221,0.370710497,0.150671625,0.656769984,0.451208331,1,0.423294353,0.39551328,0.382952106,0.865160857,0.187970891,0.777350495,0,0,0.571428571,0.213629318,0,0.106360699,0.159776029,0.333333333,0.627064644,0.765149511
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(Oc5ccccc5)cc4)c(=O)c3cc12,0.0006,0.012,0.0060625,0,0.384444444,0.310250922,0.118624338,0.381774263,0.312090591,0.884451615,0.539541692,0.557928236,0.722465973,0.150813596,0.80236965,0.589094771,0.569506257,0.472565995,0.592986865,0.898812561,0.175261163,0.585805376,1,0.321984834,0.484740496,0.378187515,0.379613942,0.566877306,0.028466772,1,0.834526624,0.386049569,0.241486024,0.680238341,0.166994977,0.310847318,0,0.302179637,0.142857143,0.28483909,0.228854001,0.106360699,0,0.333333333,0.243694993,0.454920944
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(Oc5ccccc5)cc4)c(=O)c3cc12,0.001,0.001,0.001,0,0.666666667,0.310250922,0.118624338,0.381774263,0.312090591,0.884451615,0.539541692,0.557928236,0.722465973,0.150813596,0.80236965,0.589094771,0.569506257,0.472565995,0.592986865,0.898812561,0.175261163,0.585805376,1,0.321984834,0.484740496,0.378187515,0.379613942,0.566877306,0.028466772,1,0.834526624,0.386049569,0.241486024,0.680238341,0.166994977,0.310847318,0,0.302179637,0.142857143,0.28483909,0.228854001,0.106360699,0,0.333333333,0.243694993,0.454920944
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(Oc5ccccc5)cc4)c(=O)c3cc12,0.00075,0.00075,0.00075,0,0.777777778,0.310250922,0.118624338,0.381774263,0.312090591,0.884451615,0.539541692,0.557928236,0.722465973,0.150813596,0.80236965,0.589094771,0.569506257,0.472565995,0.592986865,0.898812561,0.175261163,0.585805376,1,0.321984834,0.484740496,0.378187515,0.379613942,0.566877306,0.028466772,1,0.834526624,0.386049569,0.241486024,0.680238341,0.166994977,0.310847318,0,0.302179637,0.142857143,0.28483909,0.228854001,0.106360699,0,0.333333333,0.243694993,0.454920944
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(Cc5ccccc5)cc4)c(=O)c3cc12,0.00165,0.00165,0.00165,0,0.384444444,0.310250922,0.154303601,0.499117783,0.565145846,0.652827672,0.642987764,0.74422766,1,0.355535692,0.586388197,0.784238459,0.412083279,0.625213454,0.646405514,0.671996367,0.532413022,0.548918208,0.633327529,0.378453065,0.592538752,0.317941796,0.215835754,0.64284746,0.154307158,1,0.971698979,0.393376313,0.382952106,0.589355275,0.187970891,0.21820419,0,0.099998331,0.208364124,0.142419545,0.320395601,0.106360699,0,0.333333333,0.243694993,0.454920944
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(Cc5ccccc5)cc4)c(=O)c3cc12,0.001,0.001,0.001,0,0.666666667,0.310250922,0.154303601,0.499117783,0.565145846,0.652827672,0.642987764,0.74422766,1,0.355535692,0.586388197,0.784238459,0.412083279,0.625213454,0.646405514,0.671996367,0.532413022,0.548918208,0.633327529,0.378453065,0.592538752,0.317941796,0.215835754,0.64284746,0.154307158,1,0.971698979,0.393376313,0.382952106,0.589355275,0.187970891,0.21820419,0,0.099998331,0.208364124,0.142419545,0.320395601,0.106360699,0,0.333333333,0.243694993,0.454920944
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(Cc5ccccc5)cc4)c(=O)c3cc12,0.00075,0.00075,0.00075,0,0.777777778,0.310250922,0.154303601,0.499117783,0.565145846,0.652827672,0.642987764,0.74422766,1,0.355535692,0.586388197,0.784238459,0.412083279,0.625213454,0.646405514,0.671996367,0.532413022,0.548918208,0.633327529,0.378453065,0.592538752,0.317941796,0.215835754,0.64284746,0.154307158,1,0.971698979,0.393376313,0.382952106,0.589355275,0.187970891,0.21820419,0,0.099998331,0.208364124,0.142419545,0.320395601,0.106360699,0,0.333333333,0.243694993,0.454920944
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(-c5ccccc5)cc4)c(=O)c3cc12,0.00165,0.00165,0.00165,0,0.384444444,0.310250922,0.154756171,0.404974294,0.461612863,0.668852617,0.593221619,0.752697411,0.754725169,0.496127785,0.552328942,0.785110198,0.230169717,0.502734134,0.865319879,0.709255669,0.196366785,0.428265538,0.641208488,0.276434547,0.164323559,0.290675977,0.28449769,0.440874856,0.094354162,1,0.946892261,0.385306508,0,0.631467469,0.17166031,0.24409945,0,0.099998331,0.142857143,0.142419545,0.320395601,0.106360699,0,0.333333333,0.407532352,0.494549316
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(-c5ccccc5)cc4)c(=O)c3cc12,0.001,0.001,0.001,0,0.666666667,0.310250922,0.154756171,0.404974294,0.461612863,0.668852617,0.593221619,0.752697411,0.754725169,0.496127785,0.552328942,0.785110198,0.230169717,0.502734134,0.865319879,0.709255669,0.196366785,0.428265538,0.641208488,0.276434547,0.164323559,0.290675977,0.28449769,0.440874856,0.094354162,1,0.946892261,0.385306508,0,0.631467469,0.17166031,0.24409945,0,0.099998331,0.142857143,0.142419545,0.320395601,0.106360699,0,0.333333333,0.407532352,0.494549316
O=c1[nH]c(=O)c2cc3c(=O)n(-c4ccc(-c5ccccc5)cc4)c(=O)c3cc12,0.00075,0.00075,0.00075,0,0.777777778,0.310250922,0.154756171,0.404974294,0.461612863,0.668852617,0.593221619,0.752697411,0.754725169,0.496127785,0.552328942,0.785110198,0.230169717,0.502734134,0.865319879,0.709255669,0.196366785,0.428265538,0.641208488,0.276434547,0.164323559,0.290675977,0.28449769,0.440874856,0.094354162,1,0.946892261,0.385306508,0,0.631467469,0.17166031,0.24409945,0,0.099998331,0.142857143,0.142419545,0.320395601,0.106360699,0,0.333333333,0.407532352,0.494549316
N#Cc1ccc(Oc2ccc(NC3CC(=O)N(c4ccc(N5C(=O)CC(Nc6ccc(Oc7ccc(C#N)c(C#N)c7)cc6)C5=O)cc4)C3=O)cc2)cc1C#N,0.07,0.07,0.07,0,0.388888889,0.465376384,0.253755901,0.700016421,0,0.635142444,1,0.390729393,0.230600493,0.682816579,0.344890318,0.469477306,0.341330101,0.868015812,0.391433956,0.813978045,0.665668256,1,0.735106043,0.412625457,0.218220059,0.45308201,0.360746069,0.528763844,0.23512631,0.875943424,0.297804484,0.999545064,0.898743382,0.393965128,0.540221575,0.337768722,0.77318608,0.604359273,0.571428571,0.712097725,0.183169342,0.226926079,0.199749207,0.333333333,0.029935907,0.467412879
N#Cc1ccc(Oc2ccc(NC3CC(=O)N(c4ccc(N5C(=O)CC(Nc6ccc(Oc7ccc(C#N)c(C#N)c7)cc6)C5=O)cc4)C3=O)cc2)cc1C#N,0.01,0.01,0.01,0,0.388888889,0.542939114,0.253755901,0.700016421,0,0.635142444,1,0.390729393,0.230600493,0.682816579,0.344890318,0.469477306,0.341330101,0.868015812,0.391433956,0.813978045,0.665668256,1,0.735106043,0.412625457,0.218220059,0.45308201,0.360746069,0.528763844,0.23512631,0.875943424,0.297804484,0.999545064,0.898743382,0.393965128,0.540221575,0.337768722,0.77318608,0.604359273,0.571428571,0.712097725,0.183169342,0.226926079,0.199749207,0.333333333,0.029935907,0.467412879
Cc1cc(Cc2cc(C)c(Oc3cccc4c3C(=O)N(c3ccc(Oc5ccc(-c6ccc(Oc7ccccc7)cc6)cc5)cc3)C4=O)c(C)c2)cc(C)c1Oc1cccc2c1C(=O)NC2=O,0.0483,0.0483,0.0483,0,0.111111111,0.310250922,0.863572864,0.740659457,0.287631807,0.289539863,0.463813556,0.560768347,0,0.976272623,0.382528573,0.741528191,0.889852719,0.958396984,0.527618585,0.892458058,0.799184311,0.332345269,0.173942292,0.409924966,0.961625054,0.320878271,0.223615095,1,0.215449237,0.874083326,0.297804484,0.574389479,0.505964913,0.0296281,0.430907492,0.012102826,0.185409311,0.917255438,0.057694094,0.712097725,0.803979067,0.631300778,0,0.666666667,0.305870882,0.290408461
CC(C)(c1ccccc1)c1ccc(-n2c(=O)c3cc4c(=O)[nH]c(=O)c4cc3c2=O)cc1,0.00165,0.00165,0.00165,0,0.384444444,0.310250922,0.414537922,0.265478292,0.413697823,0.603079382,0.567426387,0.731801696,0.79463018,0.869342296,0.482429632,0.786456792,0,0.315259878,0.942866258,0.530697421,0.276566052,0.003710239,0.300024724,0.423083341,0.039586761,0.368334809,0.221875482,0.361216067,0.170211665,1,0.952069696,0.425506687,0.555518429,0.502602912,0.312318743,0.169716418,0,0.099998331,0.142857143,0.142419545,0.228854001,0.660791888,0,0.333333333,0.627064644,0.765149511
CC(C)(c1ccccc1)c1ccc(-n2c(=O)c3cc4c(=O)[nH]c(=O)c4cc3c2=O)cc1,0.001,0.001,0.001,0,0.666666667,0.310250922,0.414537922,0.265478292,0.413697823,0.603079382,0.567426387,0.731801696,0.79463018,0.869342296,0.482429632,0.786456792,0,0.315259878,0.942866258,0.530697421,0.276566052,0.003710239,0.300024724,0.423083341,0.039586761,0.368334809,0.221875482,0.361216067,0.170211665,1,0.952069696,0.425506687,0.555518429,0.502602912,0.312318743,0.169716418,0,0.099998331,0.142857143,0.142419545,0.228854001,0.660791888,0,0.333333333,0.627064644,0.765149511
CC(C)(c1ccccc1)c1ccc(-n2c(=O)c3cc4c(=O)[nH]c(=O)c4cc3c2=O)cc1,0.00075,0.00075,0.00075,0,0.777777778,0.310250922,0.414537922,0.265478292,0.413697823,0.603079382,0.567426387,0.731801696,0.79463018,0.869342296,0.482429632,0.786456792,0,0.315259878,0.942866258,0.530697421,0.276566052,0.003710239,0.300024724,0.423083341,0.039586761,0.368334809,0.221875482,0.361216067,0.170211665,1,0.952069696,0.425506687,0.555518429,0.502602912,0.312318743,0.169716418,0,0.099998331,0.142857143,0.142419545,0.228854001,0.660791888,0,0.333333333,0.627064644,0.765149511
CC(C)(c1ccc(Oc2cccc3c2C(=O)NC3=O)cc1)c1ccc(Oc2cccc3c2C(=O)N(c2ccc(Oc4ccc(-c5ccc(Oc6ccccc6)cc5)cc4)cc2)C3=O)cc1,0.0311,0.0446,0.03785,0,0.111111111,0.310250922,0.646854834,0.751736522,0.266932548,0.690462389,0.431569801,0.551854744,0.592556837,0.660763746,0.182204144,0.733635971,0.299371371,0.973549797,0.690417077,0.863739593,0.584658231,0.565594906,0.597504672,0.212060606,0.387601831,0.298444283,0.527957044,0.618630521,0.195942026,0.871873745,0.297804484,0.51625157,0.273484741,0.055011151,0.361142377,0.027751806,0.185409311,0.703270845,0,0.712097725,0.961186803,0.40897536,0,0.666666667,0.274644294,0.436712864
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)NC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccccc2)C3=O)cc1,0.0124,0.0124,0.0124,0,0.384444444,0.077562731,0.464916019,0.51756166,0.22346891,0.448607467,0.480457069,0.57925477,0.654489528,0.802828898,0.122076495,0.712373584,0.099572289,0.64871472,0.863881189,0.737896822,0.631289168,0.361419608,0.481575563,0.402614458,0.3673085,0.348832163,0.280965793,0.577345421,0.201010902,0.891661819,0.297804484,0.361595596,0.503259518,0.269967326,0.353148484,0.110738534,0.185409311,0.895637946,0.057694094,0.712097725,0.411937201,0.40897536,0,0.333333333,0.189837333,0.380874782
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)NC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccccc2)C3=O)cc1,0.01,0.012,0.011,0,0.555555556,0.155125461,0.464916019,0.51756166,0.22346891,0.448607467,0.480457069,0.57925477,0.654489528,0.802828898,0.122076495,0.712373584,0.099572289,0.64871472,0.863881189,0.737896822,0.631289168,0.361419608,0.481575563,0.402614458,0.3673085,0.348832163,0.280965793,0.577345421,0.201010902,0.891661819,0.297804484,0.361595596,0.503259518,0.269967326,0.353148484,0.110738534,0.185409311,0.895637946,0.057694094,0.712097725,0.411937201,0.40897536,0,0.333333333,0.189837333,0.380874782
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)NC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(-c5ccc(Oc6ccccc6)cc5)cc4)cc2)C3=O)cc1,0.031,0.031,0.031,0,0.111111111,0.232688192,0.578711394,0.639089825,0.102709183,0.625883602,0.422226986,0.551854744,0.579181566,0.701237153,0.315696232,0.733635971,0.240227215,0.817110444,0.940046109,0.85979186,0.515479237,0.565594906,0.606572228,0.21310885,0.32041522,0.298444283,0.43150037,0.587102372,0.207719652,0.881902758,0.297804484,0.409740203,0.273484741,0.055011151,0.361142377,0.027751806,0.185409311,1,0,0.712097725,0.961186803,0.40897536,0,0.666666667,0.112009031,0.266962292
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)NC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(-c5ccc(Oc6ccccc6)cc5)cc4)cc2)C3=O)cc1,0.014,0.0268,0.0204,0,0.111111111,0.310250922,0.578711394,0.639089825,0.102709183,0.625883602,0.422226986,0.551854744,0.579181566,0.701237153,0.315696232,0.733635971,0.240227215,0.817110444,0.940046109,0.85979186,0.515479237,0.565594906,0.606572228,0.21310885,0.32041522,0.298444283,0.43150037,0.587102372,0.207719652,0.881902758,0.297804484,0.409740203,0.273484741,0.055011151,0.361142377,0.027751806,0.185409311,1,0,0.712097725,0.961186803,0.40897536,0,0.666666667,0.112009031,0.266962292
CC(C)(C)c1cc(Oc2cccc3c2C(=O)N(c2ccc(Oc4ccc(-c5ccc(Oc6ccccc6)cc5)cc4)cc2)C3=O)c(C(C)(C)C)cc1Oc1cccc2c1C(=O)NC2=O,0.0426,0.0426,0.0426,0,0.111111111,0.310250922,0.902615934,0.078493041,0.61637988,0,0.410517022,0.521981613,0.585594153,0.656362625,0.310172481,0.694415908,0.760539571,0.038706941,0.652497782,0.848504795,0.762341876,0.165231369,0.350554351,0.934809306,0.814314564,0.395836219,0.289424091,0.878166071,0.267404573,0.862937557,0.297804484,0.69491046,0.522442176,0.054584571,0.515066999,0.029028201,0.185409311,0.504360942,0,0.712097725,1,0.11346304,0,0.555555556,0.886437859,0.357117055
CC(C)(C)c1cc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(-c5ccc(Oc6ccccc6)cc5)cc4)cc2)C3=O)c(C(C)(C)C)cc1Oc1ccc2c(c1)C(=O)NC2=O,0.0311,0.0311,0.0311,0,0.111111111,0.310250922,0.834472495,0.232268582,0.464326652,0.265981785,0.401303724,0.521981613,0.563357953,0.609195405,0.366287698,0.694415908,0.705911196,0.252219707,0.079705938,0.844704543,0.696353773,0.165231369,0.4570878,0.819085819,0.919993948,0.395836219,0.248329463,0.907566451,0.294139402,0.875404901,0.297804484,0.548269084,0.522442176,0.054584571,0.503259676,0.029028201,0.185409311,0.804361498,0,0.712097725,0.686562002,1,0,0.555555556,0.705467363,0.438506735
C=Cc1c(F)c(F)c(Oc2ccc(C(c3ccc(Oc4c(F)c(F)c(C=C)c(F)c4F)c(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(Oc9ccc(N%10C(=O)c%11ccc(C(c%12ccc%13c(c%12)C(=O)NC%13=O)(C(F)(F)F)C(F)(F)F)cc%11C%10=O)cc9C(F)(F)F)cc8)c(C(F)(F)F)c6)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)cc2)c(F)c1F,0.013,0.024,0.017,0,0.384444444,0.542939114,0.662298593,0.216539645,0.624007177,0.533164521,0.522537955,0.435392314,0.661982135,0.515721816,0.449796043,0.875212274,0.591731664,0.549471285,0.2733494,0.402980401,0.379365337,0.240422344,0.762041721,0.21398557,0.357556006,0.000776649,0.547037023,0.564157828,0,0,0.297804484,0.546109069,1,0.335664036,0.690096992,0.906877366,0.556227933,0.639970512,0,0.06241088,0,0.280795832,0.947348818,1,0.712386706,0.780717272
