smile,value_min,value_max,value_mean,labled,testTemperature,testfrequency,VE1_A,AATS7d,AATS3v,AATS7v,AATS2p,AATS6p,AATS7p,AATS6i,AATS8i,ATSC6d,ATSC6m,ATSC1v,ATSC5v,ATSC3p,AATSC1s,AATSC3s,AATSC3se,MATS3dv,MATS2d,MATS5d,MATS3s,MATS3m,MATS8m,MATS6v,MATS3are,MATS7are,MATS1p,MATS3p,MATS4i,MATS7i,MATS8i,GATS2d,GATS4d,GATS5d,GATS6d,GATS3s,GATS4s,GATS3m,GATS4m,GATS6m,GATS8m,GATS2v,GATS5v,GATS4are,GATS5are,GATS6are,GATS7are,GATS4p,GATS5p,GATS8p,GATS7i,GATS8i,BCUTi-1l,C1SP3,Xc-6dv,AXp-3d,NssCH2,ETA_shape_p,ETA_shape_y,AETA_dBeta,IC1,IC2,CIC5,MIC5,PEOE_VSA7,PEOE_VSA9,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA7,EState_VSA8,EState_VSA10,MDEC-33,AMID_X,n6HRing,JGI3,JGI5,c1ccc(-c2ccccn2)cc1,CC,COc1ccccn1,CN1CCCC1=O,Cc1ccc(P)cc1,Cc1cccc(C)c1N,CNc1ccc(O)cc1,Cc1ccc(N)cc1O,Nc1cccc(O)c1,Cc1cccc(N)c1,Cc1ccccc1,Cc1cccc(-c2ccccc2)n1,NCN,CC1CCc2ccccc21,N#Cc1ccc(N)cc1,Cc1cc(-c2ccccc2)ccn1,Nc1cccc2c1CCC2,Nc1ccc(-c2ccccc2)cc1,NCCN,S,CC(C)=O,COc1ccc(S)cc1,COc1ccc(N)cn1,CC1CCCCC1,c1ccncc1,CN,CC=O,c1ccccc1,COc1ccc(N)cc1,Nc1cccc(P)c1,Cc1cc(C)c2c(c1)CCC2,COc1ccc2ccccc2c1,Nc1ccc(-c2ccccn2)cc1,CS,Cc1ccc(O)c(C)c1,c1ccc2c(c1)Cc1cc3c(cc1O2)CNC3,O=C1CCCN1,Cc1cc2c(cc1N)CCC2,CCC1CCC(N)CC1,Cc1cc(O)ccc1O,CSc1ccccc1,CC(C)C,C1CCC(CC2CCCCC2)CC1,NCc1ccccc1,CC1CCC(N)CC1,Sc1ccccc1,c1ccc(Oc2ccccn2)cc1,Nc1ccc(O)nc1,Cc1ccc2c(c1)CN(C)C2,CCN1Cc2ccccc2C1,O=C1CCCN1c1ccccc1,COc1ccc(O)cc1,CC(C)N,Nc1ccc2c(c1)CCC2,CCc1ccccc1,CSc1ccc(O)cc1,NC1CCCCC1,Cc1ccnc(C)c1,Cc1ccc2c(c1N)CCC2,Cc1cccc(-c2ccccc2)c1,Nc1ccc(N)cc1,Nc1cc(N)c2c(c1)CCC2,CNc1ccc(N)cc1,Cc1ccccc1N,Cc1ccc(-c2ccncc2)cc1,Cc1ccc(N)cc1,C1CCCCC1,Cc1cccc2c1CCC2,O=Cc1ccc2c(c1)CNC2,Oc1ccc(O)cc1,Cc1ccc(O)cc1,CCc1ccc2c(c1)CNC2,Nc1cccnc1,CCNC,COc1cccc(N)c1,Oc1ccccn1,c1ccc2c(c1)Cc1ccccc1-2,Cc1ccnc(-c2ccccc2)c1,CCc1ccc(O)cc1,CNCN,Oc1ccc2ccccc2c1,COc1ccc(C)cc1,Oc1ccccc1-c1ccccc1,Cc1c(N)ccc2c1CCC2,CCC,NC(N)=O,Cc1ccc2c(c1)CCC2,Cc1ccccn1,NCC=O,Nc1ccccc1,Oc1ccc(-c2ccncc2)cc1,C=O,Cc1cc(N)ccc1O,Cc1ccc(N)c2c1CCC2,O=CNc1ccccc1,Oc1ccc(S)cc1,Nc1ccc(O)cc1,Nc1ccc(-c2cnccn2)cc1,c1ccc2c(c1)CCC2,c1ccc2c(c1)Cc1ccccc1O2,CNc1ccc(S)cc1,Cc1cc(C)cc(C)c1
CCc1cc(Cc2cc(CC)c(N3C(=O)c4ccc(C(C)C)cc4C3=O)c(CC)c2)cc(CC)c1N1C(=O)c2ccccc2C1=O,3.05,3.05,3.05,0,0.384444444,0.446546712,0.549405452,0.107559787,0.364463782,0.140271668,0.162212914,0.328038587,0.23269513,0.27878137,0.253377467,0.357093139,0.388988861,0.239123086,0.406511957,0.801414452,0.808801621,0.703197496,0.605250797,0.642633508,0.765012141,0.191830519,0.891831452,0.754900861,0.38975042,0.301670095,0.824278978,0.116087727,0.41429394,0.681627461,0.680869688,0.693591489,0.448638965,0.387293063,0.84523703,0.711375109,0.738436552,0.441092165,0.452252399,0.294189454,0.454353166,0.732607052,0.518946455,0.523214181,0.583000203,0.515282586,0.452701603,0.805106973,0.796610294,0.302022854,0.492031595,0.581174271,0.413068689,0.416650074,0.984377956,0.428571429,0,0.545826087,0.5,0.675241548,0.455901179,0.511226372,0.518416633,0.515329973,0.573481504,0.099267634,0.373592201,0.356069873,0.199838315,0.573039798,0.401230259,0.136902136,0.479904277,0,0.571745474,0,0,0.419746176,0.726286437,0,17,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,4,0,0,4,0,0,0,0,0,0,2
Cc1ccccc1Oc1ccccc1Oc1ccc(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)NC5=O)cc3C2=O)cc1C,3.53,3.53,3.53,0,0.384444444,0.25516955,0.360040817,0.484993316,0.690967894,0.54706648,0.568860312,0.734268135,0.542919499,0.085907723,0.164065715,0.520784176,0.790845998,0.224365538,0.749696207,0.420644395,0.375268693,0.607914964,0.431712262,0.312196389,0.247806937,0.590158175,0.613399129,0.242687688,0.614231499,0.340591501,0.437419286,0.451506232,0.187122234,0.231037621,0.691074283,0.626230033,0.505034114,0.524371615,0.293926301,0.445046894,0.558201077,0.689804577,0.825651706,0.73669079,0.816561315,0.28603794,0.320931007,0.508525604,0.331964374,0.910644827,0.450693335,0.210831287,0.469833394,0.271108571,0.31941519,0.494476936,0.43964097,0.415407689,0.013772257,0.142857143,0.145056658,0.729414807,0,0.376765872,0.315879464,0.790589919,0.778632821,0.612110563,0.151336532,0.526412177,0.359955039,0.408364043,0.268398062,0.248991428,0.232800941,0.228284006,0.049105641,0.146448636,0.452935996,0,0,0.261577187,0.470072436,0,6,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,5,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,2,0,1,0,0,0,0,0
Cc1ccccc1Oc1ccccc1Oc1ccc(N2C(=O)c3ccc(Oc4ccccc4Oc4ccc5c(c4)C(=O)NC5=O)cc3C2=O)cc1C,3.37,3.37,3.37,0,0.388888889,0.548745943,0.190663968,0.530957887,0.565911932,0.548903313,0.400915456,0.749732008,0.553137917,0.033842029,0.165547884,0.586480215,0.636649365,0.14033317,0.73456332,0.581985203,0.690247777,0.557049828,0.463972451,0.245354018,0.290389424,0.562960846,0.461157439,0.359147004,0.691871576,0.316079255,0.399194357,0.332586675,0.174133312,0.410777511,0.673502395,0.564254557,0.537395924,0.480590038,0.413477255,0.433428847,0.462738121,0.84179008,0.631541052,0.53905719,0.727507097,0.477479606,0.259135334,0.654832807,0.321857639,0.914993743,0.340026952,0.302967389,0.485314962,0.227245497,0.218825668,0.494823545,0.498907804,0.388801623,1,0.142857143,0,0.784805493,0,0.185942438,0.333608303,0.772987621,0.5153692,0.403939539,0.271128527,0.433410738,0.407762819,0.283592403,0.138755701,0.499063286,0.107800941,0.328701661,0.049105641,0,0.508251577,0,0,0.12534986,0.11672208,0,6,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,1,0,2,0,1,0,0,0,0,0
Cc1ccccc1Oc1ccccc1Oc1ccc(N2C(=O)c3ccc(Oc4ccccc4Oc4ccc5c(c4)C(=O)NC5=O)cc3C2=O)cc1C,3.32,3.32,3.32,0,0.388888889,0.318961937,0.190663968,0.530957887,0.565911932,0.548903313,0.400915456,0.749732008,0.553137917,0.033842029,0.165547884,0.586480215,0.636649365,0.14033317,0.73456332,0.581985203,0.690247777,0.557049828,0.463972451,0.245354018,0.290389424,0.562960846,0.461157439,0.359147004,0.691871576,0.316079255,0.399194357,0.332586675,0.174133312,0.410777511,0.673502395,0.564254557,0.537395924,0.480590038,0.413477255,0.433428847,0.462738121,0.84179008,0.631541052,0.53905719,0.727507097,0.477479606,0.259135334,0.654832807,0.321857639,0.914993743,0.340026952,0.302967389,0.485314962,0.227245497,0.218825668,0.494823545,0.498907804,0.388801623,1,0.142857143,0,0.784805493,0,0.185942438,0.333608303,0.772987621,0.5153692,0.403939539,0.271128527,0.433410738,0.407762819,0.283592403,0.138755701,0.499063286,0.107800941,0.328701661,0.049105641,0,0.508251577,0,0,0.12534986,0.11672208,0,6,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,1,0,2,0,1,0,0,0,0,0
Cc1ccccc1Oc1ccccc1Oc1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)NC5=O)cc3C2=O)cc1C,3.02,3.02,3.02,0,0.384444444,0.25516955,0.215489159,0.502338546,0.591127757,0.521052358,0.407735072,0.727712182,0.52376946,0.046123311,0.20445968,0.577133389,0.695708539,0.139171055,0.726107464,0.571215059,0.679021827,0.520825845,0.40365642,0.210980036,0.287662978,0.58810434,0.387921561,0.314847802,0.624757123,0.338606693,0.30710811,0.329960411,0.212855998,0.349343232,0.63453553,0.544629825,0.54372196,0.487580357,0.365730654,0.402414326,0.507770592,0.837097664,0.595838148,0.542857712,0.733721898,0.427406737,0.341019793,0.588949917,0.347693614,0.859060682,0.314803432,0.220998758,0.495263583,0.275512329,0.215735604,0.480376614,0.508742274,0.390513009,0.999338543,0.142857143,0,0.765059053,0,0.259239628,0.386526926,0.749506272,0.598565572,0.472502191,0.141567835,0.442158588,0.359955039,0.283592403,0.138755701,0.348695215,0.167036474,0.328701661,0.049105641,0,0.452935996,0,0,0.207966813,0.261086309,0,6,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,1,0,2,0,1,0,0,0,0,0
Cc1ccccc1Oc1ccccc1Oc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)NC5=O)cc3C2=O)cc1C,3.31,3.31,3.31,0,0.384444444,0.25516955,0.282149063,0.491150268,0.633504483,0.498202641,0.48181152,0.738009636,0.485006426,0.036568988,0.193645469,0.530138041,0.700838112,0.197054149,0.78621288,0.546320809,0.695970913,0.571326208,0.501359083,0.244659912,0.27689052,0.591504989,0.513518547,0.355322664,0.653870696,0.32809423,0.461719309,0.229335281,0.356148661,0.31498252,0.632387211,0.631284366,0.560624421,0.508804347,0.271467734,0.430231638,0.591680859,0.734274312,0.539043447,0.490545339,0.739187608,0.418623217,0.318636108,0.540382963,0.32031514,0.800925207,0.3679307,0.308901732,0.689381398,0.303850232,0.211533383,0.446453924,0.477513313,0.364375111,0.972194035,0.142857143,0,0.73152966,0,0.267861444,0.408167563,0.775966228,0.578406167,0.480064075,0.143877706,0.414396816,0.355991666,0.283592403,0.092157786,0.345451168,0.224355083,0.328701661,0.049105641,0,0.47845918,0,0,0.155547781,0.368218195,0,7,0,0,0,0,2,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,2,0,1,0,0,0,0,0
Cc1ccccc1Oc1ccccc1Oc1ccc(-n2c(=O)c3cc4c(=O)[nH]c(=O)c4cc3c2=O)cc1C,3.64,3.64,3.64,0,0.384444444,0.25516955,0.127268274,0.371355145,0.632908392,0.41652843,0.41704647,0.674870043,0.416817468,0.096569724,0.1497442,0.504469411,0.728434743,0.138020024,0.776423662,0.561956547,0.669121786,0.527206651,0.451873986,0.260143589,0.334656257,0.533386193,0.431360218,0.363557177,0.715974778,0.230821269,0.401005314,0.363815721,0.266982267,0.265972677,0.689632366,0.706703809,0.44109546,0.462326889,0.253317905,0.489912762,0.600762884,0.783792154,0.586633579,0.476156352,0.73623087,0.387537313,0.238715349,0.498311728,0.259107322,0.860313731,0.380825347,0.221861681,0.550026718,0.193369746,0.229369131,0.570675986,0.37875357,0.411158792,0.94726681,0.142857143,0,0.709017966,0,0.359988948,0.459265258,0.807045637,0.688871928,0.493297941,0.223480647,0.33403574,0.26433948,0.274558387,0.132818077,0.298572525,0.104372096,0.260250593,0.046031821,0,0.437704843,0,0,0.212714914,0.348970556,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,0,0,0,0,0
Cc1ccccc1Oc1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccccc5Oc5ccc6c(c5)C(=O)NC6=O)cc4C3=O)cc2C)cc1,3.29,3.29,3.29,0,0.388888889,0.548745943,0.1692239,0.487559084,0.560952854,0.447366389,0.400915456,0.699607143,0.448099647,0.051170701,0.233109685,0.692734098,0.63280812,0.14033317,0.700732897,0.581025759,0.688056316,0.522647298,0.369577139,0.168083508,0.250433909,0.590738886,0.365858981,0.279076128,0.781165634,0.276237917,0.237305187,0.470297791,0.174133312,0.409598284,0.673832644,0.513077299,0.576058367,0.506914627,0.427104018,0.386770261,0.299523171,0.879777392,0.62708361,0.591495641,0.753976076,0.501559887,0.205365143,0.654832807,0.390867886,0.880512724,0.234100687,0.211740474,0.341657051,0.241078913,0.240453067,0.426689462,0.537184157,0.375396466,1,0.142857143,0,0.813891337,0,0.185942438,0.333608303,0.772987621,0.5153692,0.454658619,0.195549535,0.456076913,0.455570598,0.283592403,0.138755701,0.400439929,0.224355083,0.328701661,0.049105641,0,0.480437976,0,0,0.135242606,0.078711117,0,6,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,1,0,2,0,1,0,0,0,0,0
Cc1ccccc1Oc1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccccc5Oc5ccc6c(c5)C(=O)NC6=O)cc4C3=O)cc2C)cc1,3.23,3.23,3.23,0,0.388888889,0.318961937,0.1692239,0.487559084,0.560952854,0.447366389,0.400915456,0.699607143,0.448099647,0.051170701,0.233109685,0.692734098,0.63280812,0.14033317,0.700732897,0.581025759,0.688056316,0.522647298,0.369577139,0.168083508,0.250433909,0.590738886,0.365858981,0.279076128,0.781165634,0.276237917,0.237305187,0.470297791,0.174133312,0.409598284,0.673832644,0.513077299,0.576058367,0.506914627,0.427104018,0.386770261,0.299523171,0.879777392,0.62708361,0.591495641,0.753976076,0.501559887,0.205365143,0.654832807,0.390867886,0.880512724,0.234100687,0.211740474,0.341657051,0.241078913,0.240453067,0.426689462,0.537184157,0.375396466,1,0.142857143,0,0.813891337,0,0.185942438,0.333608303,0.772987621,0.5153692,0.454658619,0.195549535,0.456076913,0.455570598,0.283592403,0.138755701,0.400439929,0.224355083,0.328701661,0.049105641,0,0.480437976,0,0,0.135242606,0.078711117,0,6,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,1,0,2,0,1,0,0,0,0,0
Cc1ccccc1Oc1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)[nH]c(=O)c5cc4c3=O)cc2)cc1,2.05,2.05,2.05,0,0.388888889,0.510339099,0.082566467,0.379052508,0.612858191,0.343978496,0.47139103,0.573871439,0.322484675,0.161468361,0.275213991,0.660174839,0.724600145,0.128250289,0.717416907,0.634262703,0.657670061,0.455362191,0.283874413,0.149566998,0.240010797,0.65885795,0.286141094,0.264505078,0.913046456,0.205355498,0.134182999,0.711962933,0.258369817,0.372762652,0.721372245,0.610103217,0.564478912,0.482986974,0.28720224,0.340951843,0.285004664,0.845027599,0.602337234,0.568559589,0.766460847,0.471993537,0.132938455,0.63035919,0.407577142,0.771986125,0.235227899,0.149718741,0.210306661,0.230911233,0.308192023,0.37918311,0.452437198,0.348460067,0.94726681,0.071428571,0,0.761032013,0,0.237618873,0.407722017,0.840066648,0.571661359,0.496877907,0.137989648,0.393798723,0.286846678,0.274558387,0.132818077,0.199949168,0.16360763,0.164350831,0.046031821,0,0.344530398,0,0,0.225103805,0.232894803,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0
Cc1ccccc1Oc1ccc(-c2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccccc6Oc6ccc7c(c6)C(=O)NC7=O)cc5C4=O)cc3C)cc2)cc1,3.08,3.08,3.08,0,0.388888889,0.548745943,0.176712592,0.520883879,0.570178623,0.470090457,0.452113545,0.642742155,0.472873529,0.084492587,0.159584249,0.726992617,0.677925789,0.199464151,0.683579222,0.567592627,0.708545956,0.55335843,0.418502871,0.165193805,0.211667162,0.646193588,0.432523615,0.280789853,0.722403986,0.347495474,0.291738896,0.430967472,0.251939381,0.430495466,0.627957497,0.604476064,0.688663822,0.539931952,0.386988337,0.324135463,0.296260206,0.839955521,0.599075482,0.589926736,0.754519344,0.477478087,0.226683861,0.667677052,0.439408038,0.83212238,0.234813868,0.226863341,0.420900852,0.320393272,0.294796064,0.347036851,0.483342066,0.285714302,0.983740329,0.142857143,0,0.823298496,0,0.135185913,0.308637628,0.81168383,0.445290127,0.496831667,0.228083649,0.461530327,0.499415005,0.283592403,0.138755701,0.350317239,0.398227833,0.456568012,0.049105641,0,0.520101989,0,0,0.078204013,0.132146881,0,7,0,0,0,0,2,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,4,1,0,2,0,1,0,0,0,0,0
Cc1ccccc1Oc1ccc(-c2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccccc6Oc6ccc7c(c6)C(=O)NC7=O)cc5C4=O)cc3C)cc2)cc1,3.04,3.04,3.04,0,0.388888889,0.318961937,0.176712592,0.520883879,0.570178623,0.470090457,0.452113545,0.642742155,0.472873529,0.084492587,0.159584249,0.726992617,0.677925789,0.199464151,0.683579222,0.567592627,0.708545956,0.55335843,0.418502871,0.165193805,0.211667162,0.646193588,0.432523615,0.280789853,0.722403986,0.347495474,0.291738896,0.430967472,0.251939381,0.430495466,0.627957497,0.604476064,0.688663822,0.539931952,0.386988337,0.324135463,0.296260206,0.839955521,0.599075482,0.589926736,0.754519344,0.477478087,0.226683861,0.667677052,0.439408038,0.83212238,0.234813868,0.226863341,0.420900852,0.320393272,0.294796064,0.347036851,0.483342066,0.285714302,0.983740329,0.142857143,0,0.823298496,0,0.135185913,0.308637628,0.81168383,0.445290127,0.496831667,0.228083649,0.461530327,0.499415005,0.283592403,0.138755701,0.350317239,0.398227833,0.456568012,0.049105641,0,0.520101989,0,0,0.078204013,0.132146881,0,7,0,0,0,0,2,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,4,1,0,2,0,1,0,0,0,0,0
Cc1ccccc1Oc1ccc(C2(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccccc7Oc7ccc8c(c7)C(=O)NC8=O)cc6C5=O)cc4C)cc3)c3ccccc3-c3ccccc32)cc1,3.07,3.07,3.07,0,0.388888889,0.548745943,0.138136357,0.412466649,0.682969485,0.329806157,0.577605029,0.670691139,0.373752862,0.040386336,0.232035722,0.72328253,0.501083207,0.369136078,0.430209553,0.745197997,0.748145362,0.59496706,0.480711444,0.235066665,0.403348091,0.414310114,0.545144494,0.376079587,0.828035823,0.219619709,0.381118974,0.497581231,0.398582835,0.636498992,0.712264837,0.549309378,0.779006437,0.487102181,0.766060781,0.425966631,0.201207072,0.727672004,0.463694414,0.501889833,0.609865385,0.563481408,0.199843858,0.617378656,0.548140989,0.672126613,0.138664145,0.163480333,0.343436257,0.207950835,0.37036501,0.295961741,0.535843448,0.228313567,0.980708341,0.142857143,0.165756609,0.550810334,0,0.0559712,0.253932774,0.83909381,0.390920272,0.521916505,0.254628077,0.504591731,0.587103818,0.352598584,0.138755701,0.350317239,0.398227833,0.328701661,0.721450244,0,0.693909665,0,0,0.237779341,0,0,11,0,0,0,0,2,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,1,0,6,0,0,4,0,0,6,0,0,0,0,1,0,4,1,0,2,0,1,0,0,0,0,0
Cc1ccccc1Oc1ccc(C2(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccccc7Oc7ccc8c(c7)C(=O)NC8=O)cc6C5=O)cc4C)cc3)c3ccccc3-c3ccccc32)cc1,2.95,2.95,2.95,0,0.388888889,0.318961937,0.138136357,0.412466649,0.682969485,0.329806157,0.577605029,0.670691139,0.373752862,0.040386336,0.232035722,0.72328253,0.501083207,0.369136078,0.430209553,0.745197997,0.748145362,0.59496706,0.480711444,0.235066665,0.403348091,0.414310114,0.545144494,0.376079587,0.828035823,0.219619709,0.381118974,0.497581231,0.398582835,0.636498992,0.712264837,0.549309378,0.779006437,0.487102181,0.766060781,0.425966631,0.201207072,0.727672004,0.463694414,0.501889833,0.609865385,0.563481408,0.199843858,0.617378656,0.548140989,0.672126613,0.138664145,0.163480333,0.343436257,0.207950835,0.37036501,0.295961741,0.535843448,0.228313567,0.980708341,0.142857143,0.165756609,0.550810334,0,0.0559712,0.253932774,0.83909381,0.390920272,0.521916505,0.254628077,0.504591731,0.587103818,0.352598584,0.138755701,0.350317239,0.398227833,0.328701661,0.721450244,0,0.693909665,0,0,0.237779341,0,0,11,0,0,0,0,2,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,1,0,6,0,0,4,0,0,6,0,0,0,0,1,0,4,1,0,2,0,1,0,0,0,0,0
Cc1ccccc1Oc1ccc(C(C)(C)c2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccccc6Oc6ccc7c(c6)C(=O)NC7=O)cc5C4=O)cc3C)cc2)cc1,2.82,3.34,3.08,0,0.388888889,0.548745943,0.202832602,0.490521288,0.536524668,0.427523621,0.379968683,0.49288655,0.430269718,0.176466369,0.152158895,0.775914871,0.79927383,0.232815907,0.736794866,0.44862076,0.720410512,0.577148174,0.452222168,0.172986482,0.180283544,0.755303934,0.496309214,0.231879748,0.699381501,0.49006799,0.331306555,0.354090645,0.270890783,0.350840133,0.546075041,0.658422065,0.632943036,0.732046814,0.301810866,0.202995068,0.243388444,0.774984572,0.499004226,0.609651914,0.722882042,0.39153894,0.22425489,0.560056126,0.465352825,0.695171866,0.151030803,0.201396892,0.549408483,0.437182721,0.322889798,0.382176756,0.444791568,0.321738891,0.991866355,0.285714286,0.355314796,0.814893251,0,0.281969589,0.242743622,0.751368308,0.592134243,0.643437946,0.295055275,0.420781793,0.499415005,0.283592403,0.184110148,0.350317239,0.398227833,0.328701661,0.401115213,0,0.506975971,0,0,0.168652539,0.17416467,0,10,0,0,0,0,2,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,6,0,0,4,0,0,6,0,0,0,0,1,0,4,1,0,2,0,1,0,0,0,0,0
