smile,value_min,value_max,value_mean,labled,testTemperature,testfrequency,VR3_A,AATS6p,AATS8i,ATSC6m,ATSC1are,ATSC3p,AATSC3s,AATSC8v,AATSC3se,MATS3dv,MATS1d,MATS7d,MATS6v,MATS1se,MATS3are,MATS7are,MATS1p,MATS6p,MATS5i,GATS3dv,GATS8dv,GATS2d,GATS5d,GATS4m,GATS7m,GATS8m,GATS2v,GATS4are,GATS5are,GATS6are,GATS2p,GATS4p,GATS5p,GATS8p,GATS4i,GATS6i,C1SP3,SsssN,ETA_shape_y,AETA_dBeta,PEOE_VSA7,SMR_VSA3,SlogP_VSA2,SlogP_VSA5,EState_VSA7,AMID_C,AMID_N,AMID_X,nFaRing,nFAHRing,TopoPSA,JGI3,mZagreb2
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.5,3.66,3.593333333,0,0.333333333,0.063792387,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.58,3.58,3.58,0,0.222222222,0.063792387,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.58,3.58,3.58,0,0.333333333,0.191377162,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.58,3.58,3.58,0,0.388888889,0.25516955,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.56,3.58,3.57,0,0.444444444,0.318961937,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.54,3.56,3.55,0,0.222222222,0.127584775,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.55,3.55,3.55,0,0.333333333,0.25516955,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.54,3.55,3.545,0,0.222222222,0.191377162,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.53,3.56,3.545,0,0.555555556,0.382754324,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.54,3.54,3.54,0,0.388888889,0.318961937,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.54,3.54,3.54,0,0.755555556,0.446546712,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.53,3.54,3.535,0,0.333333333,0.318961937,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.51,3.56,3.535,0,0.666666667,0.446546712,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.53,3.53,3.53,0,0.222222222,0.25516955,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.53,3.53,3.53,0,0.444444444,0.382754324,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.52,3.53,3.525,0,0.111111111,0.063792387,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.52,3.52,3.52,0,0.388888889,0.382754324,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.51,3.51,3.51,0,0.111111111,0.127584775,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.5,3.51,3.505,0,0.222222222,0.318961937,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.5,3.51,3.505,0,0.333333333,0.382754324,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.5,3.5,3.5,0,0.111111111,0.191377162,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.49,3.51,3.5,0,0.555555556,0.446546712,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.48,3.48,3.48,0,0.222222222,0.382754324,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.48,3.48,3.48,0,0.444444444,0.446546712,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.46,3.49,3.475,0,0,0.127584775,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.47,3.48,3.475,0,0.111111111,0.318961937,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.47,3.48,3.475,0,0.111111111,0.25516955,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N([H])C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,3.46,3.48,3.47,0,0,0.191377162,0.453239153,0.744151104,0.505638725,0.618185498,0.58267893,0.505264433,0.297247303,0.711795579,0.207534015,0.389792096,0.291343559,0.507281291,0.373886084,0.423952139,0.259537079,0.678933348,0.253432969,0.202629983,0.692378212,0.476812774,0.364094088,0.452880715,0.300248836,0.319459003,0.343312444,0.390394706,0.725634055,0.35011477,0.72888578,0.525487,0.642069747,0.406309496,0.249469388,0.244117086,0.446360259,0.699993719,0.142857143,0.289719452,0.165031383,0.749106327,0.401006063,0.178801327,0.357099614,0.313862365,0.091979956,0.387595049,0.344795444,0.35806487,0,0.5,0.499935949,0.431879047,0.450486548
