smile,value_min,value_max,value_mean,labled,testTemperature,testfrequency,VR3_A,AATS6p,AATS8i,ATSC6m,ATSC1are,ATSC3p,AATSC3s,AATSC8v,AATSC3se,MATS3dv,MATS1d,MATS7d,MATS6v,MATS1se,MATS3are,MATS7are,MATS1p,MATS6p,MATS5i,GATS3dv,GATS8dv,GATS2d,GATS5d,GATS4m,GATS7m,GATS8m,GATS2v,GATS4are,GATS5are,GATS6are,GATS2p,GATS4p,GATS5p,GATS8p,GATS4i,GATS6i,C1SP3,SsssN,ETA_shape_y,AETA_dBeta,PEOE_VSA7,SMR_VSA3,SlogP_VSA2,SlogP_VSA5,EState_VSA7,AMID_C,AMID_N,AMID_X,nFaRing,nFAHRing,TopoPSA,JGI3,mZagreb2
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.54,3.54,3.54,0,0.555555556,0.25516955,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.52,3.52,3.52,0,0.333333333,0.063792387,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.52,3.52,3.52,0,0.444444444,0.191377162,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.49,3.49,3.49,0,0.222222222,0.063792387,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.49,3.49,3.49,0,0.555555556,0.318961937,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.49,3.49,3.49,0,0.666666667,0.382754324,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.48,3.48,3.48,0,0.333333333,0.127584775,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.48,3.48,3.48,0,0.444444444,0.25516955,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.47,3.47,3.47,0,0.333333333,0.191377162,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.47,3.47,3.47,0,0.444444444,0.318961937,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.47,3.47,3.47,0,0.555555556,0.382754324,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.46,3.46,3.46,0,0.111111111,0.063792387,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.46,3.46,3.46,0,0.222222222,0.127584775,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.45,3.45,3.45,0,0.222222222,0.191377162,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.45,3.45,3.45,0,0.333333333,0.318961937,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.45,3.45,3.45,0,0.333333333,0.25516955,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.45,3.45,3.45,0,0.444444444,0.382754324,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.44,3.44,3.44,0,0,0.063792387,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.44,3.44,3.44,0,0.111111111,0.127584775,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.44,3.44,3.44,0,0.222222222,0.318961937,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.44,3.44,3.44,0,0.222222222,0.25516955,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.43,3.43,3.43,0,0.111111111,0.318961937,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.43,3.43,3.43,0,0.111111111,0.25516955,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.43,3.43,3.43,0,0.111111111,0.191377162,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.43,3.43,3.43,0,0.222222222,0.382754324,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.43,3.43,3.43,0,0.333333333,0.382754324,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.42,3.42,3.42,0,0,0.318961937,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.42,3.42,3.42,0,0,0.25516955,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.42,3.42,3.42,0,0,0.191377162,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.42,3.42,3.42,0,0,0.127584775,0.297296616,0.934604105,0.204867549,0.753745536,0.731666215,0.639026536,0.508875283,0.656133236,0.310531222,0.324644649,0.395910716,0.612510046,0.35323061,0.360304157,0.195176437,0.311996169,0.22763567,0.220345615,0.796772967,0.664627594,0.446066175,0.455830835,0.404534199,0.540081458,0.546389398,0.435580615,0.770208449,0.565322811,0.497557182,0.187444382,0.862010401,0.173470388,0.201353021,0.385857024,0.211951855,0.570629618,0,0.363942645,0.30806689,0.949609688,0.309353877,0.178801327,0.269719165,0.335592933,0.031966588,0.583359831,0.411217926,0,0,0.5,0.572825484,0.157003865,0.399542072
