smile,value_min,value_max,value_mean,labled,testTemperature,testfrequency,VR3_A,MATS3dv,MATS4d,MATS1s,MATS3m,MATS8m,MATS1v,MATS6v,MATS7are,MATS1i,MATS4i,GATS8d,GATS8m,GATS8v,GATS8p,GATS1i,GATS6i,GATS7i,SaaaC,AETA_beta_ns_d,IC2,CIC5,MIC5,PEOE_VSA8,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA10,JGI4,JGI8,JGI10,PetitjeanIndex,C1=CC=CC=C1,CC1=CC=C2CNCC2=C1,O=[SH]C1=CC=CC=C1,CCO,CN,COC,CC1=CC=C(O)C=N1,CSC1=CC=CC=C1,CC1=CC=C(C)C=C1,O=C1NCC2=CC=CC=C12,COC1=CC=C2CNCC2=C1,C=O,CC=O,CS(C)=O,N#CC1=CC=CC=C1,C1=CC=NC=C1,CC#N,O=S,O=CC1=CC=CC=C1,CC,COC1=CC=C(C)C=C1,CC(C)=O,CC1=CC=CC=N1,C#N,COC1=CC=C(C)N=C1,CNC,OC1=CC=C2CNCC2=C1,COC1=CC=CC=C1,NC1=CC=C(S)C=C1,N#CC1=CC=CC=C1O,O=C1NCC2=CC=C(S)C=C12,C1=CC=C(N2CC3=CC=CC=C3C2)C=C1,OC1=CC=C(C2=CC=CC=N2)N=C1,C1=CC=C(OC2=CC=CN=C2)C=C1,CC1=CC=C2CN(C)CC2=C1,NC1=CC=C(O)C=C1,OC1=CC=CN=C1,CS,FCF,OC1=CC=C(C2=CC=CC=C2)C=C1,CF,CNC1=CC=C(O)C=C1,CC1=CC=C2C(=O)NCC2=C1,CC1=CC=CC=C1,CC1=CC=CC(N)=C1,OC1=CC=CC=C1,CSC1=CC=C(N)C=C1,COC1=CC=CC(O)=C1,CNC1=CC=CC=C1,COC1=CC=C(N)C=C1,CC1=CC=C2CNC(=O)C2=C1,CCC1=CC=C(N)C=C1,C[SH]=O,FC1=CC=C(F)C(F)=C1,COC1=CC=CN=C1,CCC,CN1CC2=CC=C(O)C=C2C1,FCC1=CC=CC=C1,CC1=CC=CC=C1O,C1=CC=C(CC2=CC=CC=C2)C=C1,O=C1NCC2=CC(S)=CC=C12,CC1=CC=C(O)C=C1,CCC1=CC=CC(C)=C1,CCN,C,CO,O=CC1=CC=C2CNCC2=C1,CC(F)F,CCF,CCC1=CC=CC=C1
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0076,0.0076,0.0076,0,0.222222222,0.077562731,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0069,0.0069,0.0069,0,0.333333333,0.155125461,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0068,0.0068,0.0068,0,0.444444444,0.310250922,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0067,0.0067,0.0067,0,0.555555556,0.465376384,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0065,0.0065,0.0065,0,0.444444444,0.387813653,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0063,0.0063,0.0063,0,0.111111111,0.077562731,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0059,0.0059,0.0059,0,0.222222222,0.155125461,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0054,0.0054,0.0054,0,0.444444444,0.465376384,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0053,0.0053,0.0053,0,0.333333333,0.387813653,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.005,0.005,0.005,0,0,0.077562731,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.005,0.005,0.005,0,0.333333333,0.465376384,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0047,0.0047,0.0047,0,0.333333333,0.310250922,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0047,0.0047,0.0047,0,0.333333333,0.232688192,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0046,0.0046,0.0046,0,0.222222222,0.465376384,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0043,0.0043,0.0043,0,0.111111111,0.465376384,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.004,0.004,0.004,0,0.222222222,0.232688192,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0037,0.0037,0.0037,0,0,0.465376384,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0035,0.0035,0.0035,0,0.111111111,0.155125461,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0035,0.0035,0.0035,0,0.222222222,0.387813653,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0034,0.0034,0.0034,0,0,0.155125461,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.003,0.003,0.003,0,0.222222222,0.310250922,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0028,0.0028,0.0028,0,0.111111111,0.387813653,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0024,0.0024,0.0024,0,0,0.387813653,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0019,0.0019,0.0019,0,0.111111111,0.232688192,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0017,0.0017,0.0017,0,0.111111111,0.310250922,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0015,0.0015,0.0015,0,0,0.310250922,0.727843688,0.481624277,0.665024286,0.784250343,0.642238814,0.546436596,0.351692013,0.236145515,0.155636535,0.605009164,0.879186866,0.122770998,0.562944416,0.412447753,0.326785965,0.273209394,0.607839581,0.84356752,0.254452617,0.785714286,0.463389063,0.365665904,0.544538171,0.249602822,0.101090653,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.450179006,0.02157454,0.074543797,1,6,0,0,0,1,4,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,43,8,0,0,0,0
