smile,value_min,value_max,value_mean,labled,testTemperature,testfrequency,VR3_A,MATS3dv,MATS4d,MATS1s,MATS3m,MATS8m,MATS1v,MATS6v,MATS7are,MATS1i,MATS4i,GATS8d,GATS8m,GATS8v,GATS8p,GATS1i,GATS6i,GATS7i,SaaaC,AETA_beta_ns_d,IC2,CIC5,MIC5,PEOE_VSA8,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA10,JGI4,JGI8,JGI10,PetitjeanIndex,C1=CC=CC=C1,CC1=CC=C2CNCC2=C1,O=[SH]C1=CC=CC=C1,CCO,CN,COC,CC1=CC=C(O)C=N1,CSC1=CC=CC=C1,CC1=CC=C(C)C=C1,O=C1NCC2=CC=CC=C12,COC1=CC=C2CNCC2=C1,C=O,CC=O,CS(C)=O,N#CC1=CC=CC=C1,C1=CC=NC=C1,CC#N,O=S,O=CC1=CC=CC=C1,CC,COC1=CC=C(C)C=C1,CC(C)=O,CC1=CC=CC=N1,C#N,COC1=CC=C(C)N=C1,CNC,OC1=CC=C2CNCC2=C1,COC1=CC=CC=C1,NC1=CC=C(S)C=C1,N#CC1=CC=CC=C1O,O=C1NCC2=CC=C(S)C=C12,C1=CC=C(N2CC3=CC=CC=C3C2)C=C1,OC1=CC=C(C2=CC=CC=N2)N=C1,C1=CC=C(OC2=CC=CN=C2)C=C1,CC1=CC=C2CN(C)CC2=C1,NC1=CC=C(O)C=C1,OC1=CC=CN=C1,CS,FCF,OC1=CC=C(C2=CC=CC=C2)C=C1,CF,CNC1=CC=C(O)C=C1,CC1=CC=C2C(=O)NCC2=C1,CC1=CC=CC=C1,CC1=CC=CC(N)=C1,OC1=CC=CC=C1,CSC1=CC=C(N)C=C1,COC1=CC=CC(O)=C1,CNC1=CC=CC=C1,COC1=CC=C(N)C=C1,CC1=CC=C2CNC(=O)C2=C1,CCC1=CC=C(N)C=C1,C[SH]=O,FC1=CC=C(F)C(F)=C1,COC1=CC=CN=C1,CCC,CN1CC2=CC=C(O)C=C2C1,FCC1=CC=CC=C1,CC1=CC=CC=C1O,C1=CC=C(CC2=CC=CC=C2)C=C1,O=C1NCC2=CC(S)=CC=C12,CC1=CC=C(O)C=C1,CCC1=CC=CC(C)=C1,CCN,C,CO,O=CC1=CC=C2CNCC2=C1,CC(F)F,CCF,CCC1=CC=CC=C1
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.000297815,0.000297815,0.000297815,1,0.222222222,0.891571956,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.000202682,0.000202682,0.000202682,1,0.222222222,0.945785978,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.000137785,0.000137785,0.000137785,1,0.222222222,1,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.003619842,0.003619842,0.003619842,1,0.333333333,0.620501845,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.00282753,0.00282753,0.00282753,1,0.333333333,0.674715867,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.00220864,0.00220864,0.00220864,1,0.333333333,0.728929889,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.001725213,0.001725213,0.001725213,1,0.333333333,0.783143911,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.001347598,0.001347598,0.001347598,1,0.333333333,0.837357934,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.001052636,0.001052636,0.001052636,1,0.333333333,0.891571956,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.000822235,0.000822235,0.000822235,1,0.333333333,0.945785978,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.000642264,0.000642264,0.000642264,1,0.333333333,1,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.003976101,0.003976101,0.003976101,1,0.444444444,0.620501845,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.002827403,0.002827403,0.002827403,1,0.444444444,0.674715867,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.002010565,0.002010565,0.002010565,1,0.444444444,0.728929889,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.001429712,0.001429712,0.001429712,1,0.444444444,0.783143911,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.001016667,0.001016667,0.001016667,1,0.444444444,0.837357934,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.000722952,0.000722952,0.000722952,1,0.444444444,0.891571956,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.00051409,0.00051409,0.00051409,1,0.444444444,0.945785978,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.000365569,0.000365569,0.000365569,1,0.444444444,1,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.008677371,0.008677371,0.008677371,1,0.555555556,0.620501845,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.006146557,0.006146557,0.006146557,1,0.555555556,0.674715867,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.004353871,0.004353871,0.004353871,1,0.555555556,0.728929889,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.003084035,0.003084035,0.003084035,1,0.555555556,0.783143911,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.002184555,0.002184555,0.002184555,1,0.555555556,0.837357934,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.001547414,0.001547414,0.001547414,1,0.555555556,0.891571956,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
[H]c1ccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N([H])C9=O)cc7C6=O)cc5)c4C#N)c3C#N)c2C#N)cc1,0.0010961,0.0010961,0.0010961,1,0.555555556,0.945785978,0.63881695,0.370470773,0.316043885,0.743942664,0.554856965,0.499742603,0.333465305,0.347215144,0.262409062,0.595654511,0.754677455,0.13907879,0.653918391,0.335225316,0.255866867,0.277504629,0.589604681,0.951942552,0.297804484,0.436507937,0.426452915,0.274032959,0.62049986,0,0.101090653,0.074604306,0.857142857,0.783307498,0.0457708,0.502024077,0.299623811,0.505935122,0.014525038,0.229056186,1,7,0,0,0,5,5,0,0,0,4,2,4,4,0,3,0,3,0,4,7,2,0,0,3,0,4,2,10,0,6,0,1,0,0,0,1,0,0,0,0,0,2,0,7,0,10,0,6,2,1,0,0,0,0,0,0,1,0,6,0,0,2,0,4,49,10,0,0,0,0
