smile,tg_min,tg_max,tg_mean,VR3_A,AATS3v,AATS3are,AATS6are,AATS3i,ATSC7d,ATSC7v,ATSC3i,MATS1dv,MATS2d,MATS3d,MATS4d,MATS8d,MATS3s,MATS4are,MATS5p,MATS6p,MATS7p,GATS5d,GATS2s,GATS4m,GATS5v,GATS1are,GATS7are,GATS3p,GATS5i,BCUTd-1l,BCUTs-1l,BCUTi-1h,NssCH2,SdO,ETA_shape_y,AETA_beta_ns_d,ETA_dAlpha_B,CIC5,PEOE_VSA1,PEOE_VSA8,SMR_VSA3,SlogP_VSA2,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,MID_N,n6ARing,RotRatio,JGI3,JGI4,JGI6,JGI7,c1cc(Cl)ccc1Cl,C1CC(=O)NC1=O,c1cc(C)cc2ccccc12,c1cccc(P(=O)(c2ccccc2)c2ccccc2)c1,N1C(=O)CC(C2C=C(C)C3C(=O)NC(=O)C3C2)C1=O,C1CCCCC1,OC=O,N1C(=O)N(C=O)C(=O)C1,CCCCCCC,N1C(=O)C2ON(C)CC2C1=O,c1ccccc1C,c1cccc(S(=O)(=O)O[Na])c1,C(C)(C)CCCCCCCCC(C)C,C(F)(F)F,N1C(=O)c2cc(Cl)c(C=O)cc2C1=O,N1C(=O)CCC1=O,CCCCCCCCCCCCCC,c1ccc2c(c1)Sc1ccccc1S2,C1CC(C)CC(C)(C)C1,c1ccc2c(c1)Cc1ccccc1-2,c1ccc([Si](C)(C)c2ccc3c(c2)C(=O)NC3=O)cc1,c1cc2c(cc1C)-c1cc(C)ccc1S2(=O)=O,c1ccccn1,n1c(=O)c2cc3c(=O)n(C)c(=O)c3cc2c1=O,c1ccc(C2(c3ccccc3)NC(=O)c3ccccc32)cc1,N1C(=O)NC(C)(C)C1=O,CC(C)CCCC,C1CC(C)(C)CC(C)(C)C1,N,c1cc2ccccc2c2c1C(=O)NC2=O,c1nc2ccccc2o1,N1C(=O)c2cccc3cccc(c23)C1=O,CCC[Si](C)(C)O[Si](C)(C)CCC,N1C(=O)C2C3C=CC(O3)C2C1=O,N1C(=O)c2ccc([Si](C)(C)c3ccc4c(c3)C(=O)NC4=O)cc2C1=O,N1C(=O)C2CCC(C3CCC4C(=O)NC(=O)C4C3)CC2C1=O,CCCCCCCCC,CCCCC,c1cccc(P(=O)(c2ccccc2)c2cc(C)cc(C)c2)c1,C1OCCO1,CCCCCCCCCCC,c1c(C)cc(C)cc1C,c1ccc2c(c1)-c1ccccc1C2,C=O,CCC,CCCCCCCCCCCC,N1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)NC4=O)cc2C1=O,C(=O)CCCCCCCCCC,c1nnco1,CCCC,c1cc2ccccc2o1,c1ccc(O)cc1,c1cnc(C#N)c(C#N)n1,C(C#N)S(C)(=O)=O,c1ccc2[nH]cnc2c1,c1ccc2c3c(cccc13)C(=O)N(C)C2=O,c1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccccc21,c1ncncn1,C(C)(C)CCCCC(C)C,CC#C,N1C(=O)c2cc3c(cc2C1=O)C(C)(C)c1cc2c(cc1O3)C(=O)NC2=O,CCCCCCCCCC,c1cnc2cc(S(=O)(=O)c3ccc4nccnc4c3)ccc2n1,N1C(=O)C2OC3C(=O)NC(=O)C3C2C1=O,c1ccc2c(C)cc(=O)oc2c1,C(=O)CCCCC,c1ccc(C)cc1C,C1CCCCCCCCCCC1,C,c1c(C)cccc1C,c1ccc2c(c1)C(=O)N(N1C(=O)c3ccccc3C1=O)C2=O,CCCCCCCC,c1nc2ccccc2[nH]1,CCCC#N,c1ccc(C)c(C)c1,c1ccc(P(=O)(c2ccccc2)c2ccccc2)cc1,c1cccc(P(=O)(c2ccc(C)cc2)c2ccccc2)c1,c1ccc2c(c1)C(=O)N(C)C2=O,c1sccc1,c1cnc2ccccc2n1,c1ccc(N=Nc2ccc(N)cc2)cc1,O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,N1C(=O)N(C=O)C(=O)C1(C)C,c1ccc2ocnc2c1,C(=O)C1=C(C)NC(=S)N(C=O)C1,O[Si](C)(C)C,CCCCCC,c1cccc2c1C(=O)NC2=O,N1C(=O)NC(=O)C1=O,c1ccc2ncoc2c1,CC#N,CC(C)CCC,c1c(C)c(C)cc(C)c1C,c1nc2ccccc2oc1=O,CO,C1CC2CCC1C2,C12CC3CC(CC(C3)C1)C2,c1nc2cc(C)ccc2[nH]1,n1ncc2ccccc2c1=O,CC(C)CCCCCCCCCCCC,N1C(=O)c2ccc(P(=O)(c3ccccc3)c3ccc4c(c3)C(=O)NC4=O)cc2C1=O,c1cccc(O)c1,c1cc(C)cc(C)c1,c1cccc(C)c1,c1ccc(N=Nc2ccc(C)cc2)cc1,c1ccc(N=Nc2ccc(C#N)cc2)cc1,c1cccc(S(=O)(=O)c2ccccc2)c1,c1c[nH]cn1,c1ccc(C2NC(=O)c3ccccc32)cc1,C(=O)CC,CC(C)(C)C,CC,N1C(=O)c2ccc(C#Cc3ccccc3)cc2C1=O,c1ccc(N=Nc2ccccc2)cc1,ON1C(=O)c2ccccc2C1=O,n1c(=O)c2cc3c(=O)[nH]c(=O)c3cc2c1=O,c1cc2c(cc1)C(=O)NC2=O
O=C1NC(=O)c2cc(Oc3ccc4c(c3)C(=O)N(c3cccc(OCCOCCOc5ccccc5)c3)C4=O)ccc21,144.85,147.85,146.35,0.2782539547859075,0.481555824578867,0.5941584135410953,0.4020689194585842,0.5058884934245382,0.4287635076525395,0.5068556696321428,0.7158307386324123,0.4965037419607005,0.5313477126455552,0.3995481558175874,0.4438827766461152,0.6357517365724401,0.3082935593146508,0.3980380944304198,0.7888278533063112,0.5919957450221033,0.4418825464519422,0.2023846133768796,0.8222661280807817,0.4481741713182581,0.3396259820510483,0.3321961750537763,0.2287327084670197,0.2509972643037591,0.1738227843848602,0.9992241140558492,0.9712263009969636,0.0007971380490534,0.1176470588235294,0.0977851261873961,0.418561129995083,0.4428571428571431,0.5354911981828516,0.134175830349305,0.3643177810899808,0.0707970028679594,0.1516806288954234,0.4192419872398761,0.0580202007905942,0.1456625170451579,0.1666666666666667,0.1,0.0184088520527706,0.0,0.4456569768220344,0.3628451685366408,0.2072099055973043,0.3266438606488158,0.2341282844422085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=C1NC(=O)c2cc(Oc3ccc4c(c3)C(=O)N(c3cccc(OCCOc5ccccc5)c3)C4=O)ccc21,176.85,179.85,178.35,0.1842603634683928,0.5424566329149977,0.6024704440806858,0.3961471537542054,0.4388975908860004,0.4500189719057396,0.5589170978237779,0.6720899933231372,0.4857923563648386,0.4583793150261857,0.3307488779370141,0.3791840036668379,0.5617156057458734,0.2728539641595615,0.3542827929168462,0.6938449676748047,0.5423962584095037,0.5803035172756379,0.2267756326483885,0.7090924678386925,0.5013775192987155,0.4318179670853175,0.3018769635373384,0.2434903508067062,0.2953146482957276,0.2127737305049256,0.9992241434369228,0.9732054723512602,0.0007958326664567,0.0588235294117647,0.0971883028841917,0.5053498604265717,0.4769230769230766,0.513999912637051,0.075047498330968,0.2732383358174856,0.0707970028679594,0.1516806288954234,0.2838683930606557,0.0580202007905942,0.1456625170451579,0.1666666666666667,0.1,0.0184135366583258,0.0,0.3229017678356886,0.4066626041031898,0.2605726500534387,0.3991726955940484,0.2595722884567234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=C1NC(=O)c2cc(Oc3ccc4c(c3)C(=O)N(c3cccc(Oc5ccccc5)c3)C4=O)ccc21,186.0,250.0,223.0,0.106725958866529,0.618840697607771,0.6128957027235624,0.4013904583621337,0.3548751029563108,0.4628852173575428,0.528144508306304,0.6231535373976739,0.4619249032584059,0.375822300874871,0.3197962437593554,0.4301247147404931,0.5927554797843518,0.2368555964337809,0.3311144775092866,0.845778219557601,0.3911134927164404,0.4652710605096403,0.3056469380679113,0.5891309103533711,0.482399712486486,0.3459321447823742,0.2637018580204873,0.1919960980361683,0.3600859673207855,0.0940076431463227,0.9992241727519549,0.9998498544114518,0.0007945327561209,0.0,0.0964891434176914,0.6059145798154392,0.3444444444444438,0.488926746166951,0.0170300092366423,0.1821588905449904,0.0707970028679594,0.1516806288954234,0.1484947988814353,0.0266956984215169,0.1456625170451579,0.1666666666666667,0.1,0.0184510129775707,0.0,0.1821823819245115,0.4867589916979546,0.2993241668608709,0.3808238044433572,0.3194387666550029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(Oc3ccc4c(c3)C(=O)N(c3cccc(Oc5cccc(Oc6ccccc6)c5)c3)C4=O)ccc21,182.0,199.0,187.5,0.1788032821564165,0.5959790289832264,0.6049447133380741,0.3688645390724638,0.3680015147744679,0.4764423983351398,0.526067963055379,0.6286883299122189,0.471758551331812,0.3623986774596778,0.3590545072729297,0.4288137219622018,0.635716451897098,0.2170565996754394,0.4047445914476997,0.806908953213551,0.3396147275337241,0.4953173349231051,0.3113452962407762,0.6108397352175159,0.4578706269337507,0.3635567071901306,0.2920988798098363,0.2676737050548273,0.343343743418626,0.1231613149938439,0.9992241150051644,0.9998497760119518,0.0007968116342809,0.0,0.0995890341898959,0.5448750092793803,0.4325581395348835,0.4661859672754653,0.0140565155604036,0.2732383358174856,0.1415940057359188,0.1516806288954234,0.1484947988814353,0.0266956984215169,0.1456625170451579,0.2500000000000001,0.12,0.0184703598925258,0.0,0.2313224849411129,0.4338734316696293,0.2258479218913599,0.3017460908445202,0.2570256477095002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(Oc3ccc4c(c3)C(=O)N(c3cccc(Oc5ccc(Oc6ccccc6)cc5)c3)C4=O)ccc21,204.0,204.0,204.0,0.1876588544861823,0.5959790289832264,0.6049447133380741,0.3463833230386783,0.3680015147744688,0.4951656067203866,0.5462360547198741,0.6286883299122189,0.471758551331812,0.3335279464052919,0.3392375411638428,0.3967981837177289,0.6426588887203996,0.2330888311661618,0.2649593586784542,0.8007327227530374,0.3244865455105362,0.483022333210017,0.2992419720003113,0.6122640933668513,0.5259420637682519,0.3928335652452621,0.2920988798098363,0.1905799048065474,0.343343743418626,0.1226112835446915,0.9992241151304064,0.9998497822221626,0.0007968116235694,0.0,0.0992004294534952,0.5448750092793803,0.4325581395348835,0.4661859672754653,0.0702825778020173,0.2732383358174856,0.0707970028679594,0.1516806288954234,0.1484947988814353,0.0580202007905942,0.1456625170451579,0.2777777777777778,0.1,0.0184675904119324,0.0,0.2313224849411129,0.3794517765367485,0.3229126501557161,0.3888553504100401,0.3021992280490555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(Oc3ccc4c(c3)C(=O)N(c3cccc(Oc5cc(Oc6ccccc6)ccc5P(=O)(c5ccccc5)c5ccccc5)c3)C4=O)ccc21,212.0,212.0,212.0,0.1459041219536296,0.6419534038771547,0.4561347944860823,0.3336925437835774,0.2624901827378769,0.5136707502342933,0.5430110762537715,0.6076437854765718,0.3726989878256583,0.4347640138739097,0.3975934155014915,0.4110858332440756,0.6492079660236207,0.3833283677899943,0.4856651403241286,0.6715478801912528,0.3178762087780402,0.5660899903033866,0.3864636224635266,0.8191230149320459,0.7316145823192806,0.3459717217702391,0.320552816652579,0.2865898964119573,0.6923160198887733,0.1822083992692319,0.9992225697806988,0.0110920141883802,0.0008007395624662,0.0,0.1941608969462817,0.3778716618935324,0.3263157894736844,0.2659075286171135,0.1235665786472662,0.3610141632984451,0.2654063375678159,0.1516806288954234,0.1484947988814353,0.0266956984215169,0.1456625170451579,0.2500000000000001,0.3000000000000002,0.0184989619922695,0.0,0.257152539090865,0.4257625119142481,0.2412849792947674,0.2603566421774722,0.2402234869766261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(Oc3ccc4c(c3)C(=O)N(c3cccc(CCCCCc5ccccc5)c3)C4=O)ccc21,120.0,157.0,138.5,0.2148956022833053,0.425907837012384,0.297521306730292,0.2171940615978536,0.4168306264691761,0.4647510483317159,0.5172304107948233,0.6054669383796254,0.6039436729381082,0.4881215096596457,0.4920970478664941,0.6109024462708161,0.6155518852680942,0.494627575945985,0.5634377776225264,0.830714094791575,0.4484680249345867,0.5168385161701186,0.2507596317955799,0.4315317234629032,0.3682913211292486,0.3292348963835083,0.1920443188447489,0.2565991219415345,0.3733129573688621,0.1370641680798464,0.9992241336431658,0.9085903627226886,0.0007948136319493,0.1470588235294117,0.0983149436410564,0.4496769489898521,0.1550000000000001,0.3789182282793869,0.1073406642794439,0.0910794452724952,0.0,0.1516806288954234,0.1484947988814353,0.2052204768577414,0.1720571132132155,0.1111111111111111,0.08,0.018410859761885,0.0,0.3656387665198239,0.3916141918884155,0.2421820997041511,0.3221627764131244,0.2927359749442094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(Oc3ccc4c(c3)C(=O)N(c3cccc(CCCc5ccccc5)c3)C4=O)ccc21,183.0,183.0,183.0,0.1552062656697908,0.5018617441997827,0.3699187668151622,0.2520426247291181,0.3558435659577936,0.444210218465896,0.5226611825336535,0.5895537323662743,0.5517171974159865,0.4157196784134103,0.3969351042280543,0.5575573163707913,0.6009202251855269,0.423379439785057,0.5174187522182238,0.8188118199757002,0.5323743921706761,0.5361732076115576,0.2337172804218833,0.4700905785187506,0.4133956716698488,0.3624926765115253,0.1904096952494326,0.2789133698960914,0.3978593058851171,0.1336516875156087,0.9992241532300136,0.9240742603113676,0.0007943599931818,0.088235294117647,0.0977281062283136,0.5171041782772184,0.1631578947368422,0.3988612929256702,0.0590373653536947,0.0910794452724952,0.0,0.1516806288954234,0.1484947988814353,0.1352566093257422,0.1720571132132155,0.1111111111111111,0.12,0.018418890425549,0.0,0.2781770017708959,0.4221812791996757,0.2326264274061985,0.3674187380637107,0.2079843316984075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(Oc3ccc4c(c3)C(=O)N(c3cccc(C(O)c5ccccc5)c3)C4=O)ccc21,252.0,252.0,252.0,0.1012036575080121,0.6140500429011172,0.514573301911764,0.3416414024560015,0.2917018760892027,0.4547569951970225,0.5298039896609374,0.5666746904668123,0.3993614091699721,0.3256310773381969,0.2874805615771271,0.5062357531393936,0.5675779035616538,0.3680300953846364,0.3202359599082047,0.8838716244185084,0.4412680562465768,0.5201712857295178,0.2541010453619697,0.7159655062332659,0.4932264298294257,0.335741818812233,0.3083693991724434,0.2196976378703566,0.4296128742011608,0.0858602098525186,0.9992235010757966,0.8655410310249123,0.0007947195988169,0.0,0.0973067899161677,0.6626291388274069,0.1675675675675675,0.4757125097840605,0.0161010996419183,0.1892667238421179,0.0,0.1516806288954234,0.2008106243288483,0.0266956984215169,0.1456625170451579,0.2222222222222223,0.06,0.0184007561274435,0.0,0.1753573676166501,0.5120014896066079,0.2690375203915164,0.414311515912921,0.3703508860482825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(Oc3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccccc5)cc3)C4=O)ccc21,262.0,262.0,262.0,0.0963928942878595,0.6938190640889818,0.5982534705940776,0.379861223893442,0.2470091986890343,0.4864999213464951,0.5417586282782414,0.564508949796003,0.2607227751233623,0.2892937479338568,0.1960864166392363,0.4352889747939537,0.6766623224336307,0.3978668521258591,0.1275161867055704,0.7897771252300065,0.4943574126994395,0.4445409221255133,0.191926544488419,0.6431335503666593,0.7996011239113887,0.428172058943346,0.1808893406094347,0.1349403807030067,0.551374232231712,0.1092351013034448,0.9090941444645396,0.0223101752818263,0.0007955687465015,0.0,0.240830096489923,0.5171041782772184,0.1631578947368422,0.3988612929256702,0.0327985363076089,0.0910794452724952,0.0,0.1516806288954234,0.234734226115067,0.0266956984215169,0.4369875511354737,0.0833333333333333,0.0,0.0182997690342905,0.0,0.1688497958347358,0.5627361365021324,0.3539345917812478,0.4230403200005443,0.5301218572247778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccccc5)cc3)C4=O)ccc21,250.0,273.0,264.8464286,0.1122956314749794,0.618840697607771,0.6128957027235615,0.3508415785367234,0.3548751029563091,0.5097177912919746,0.5335718118711799,0.6231535373976739,0.4619249032584059,0.3421712217580328,0.2733952528008577,0.3600742451469098,0.703052711969827,0.249011553894264,0.2213415078178608,0.8266812707907603,0.362727935518868,0.4592632607298798,0.284045477685551,0.5906217583197817,0.5542561578951168,0.4143268000401696,0.2637018580204873,0.098048219482748,0.3600859673207855,0.074255868841399,0.9992241752437644,0.999849879350456,0.0007945266886997,0.0,0.0954092777506544,0.6059145798154392,0.3444444444444438,0.488926746166951,0.0170300092366423,0.1821588905449904,0.0,0.1516806288954234,0.1484947988814353,0.0266956984215169,0.1456625170451579,0.1666666666666667,0.1,0.0183712520755545,0.0,0.1821823819245115,0.4547204366600492,0.4171377725048218,0.3861439505952365,0.4090633371971027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccccc6)c5)cc3)C4=O)ccc21,217.0,217.0,217.0,0.18745071133929,0.5959790289832264,0.6049447133380741,0.3296086174125299,0.3680015147744688,0.5071998866537435,0.5310970330403673,0.6286883299122189,0.471758551331812,0.3335279464052919,0.3194205750547555,0.3680247252954814,0.6809653882376104,0.2285797660593961,0.3111960125944355,0.7915261964418977,0.3170404210048275,0.4917402266705419,0.2931903098800792,0.6122640933668513,0.51689674976823,0.417963847499547,0.2920988798098363,0.1968719242205385,0.343343743418626,0.106885600565093,0.9992241174969668,0.9998498008900968,0.0007968055463223,0.0,0.0981205637864582,0.5448750092793803,0.4325581395348835,0.4661859672754653,0.0140565155604036,0.2732383358174856,0.0707970028679594,0.1516806288954234,0.1484947988814353,0.0266956984215169,0.1456625170451579,0.2222222222222223,0.14,0.0183867295761438,0.0,0.2313224849411129,0.4066626041031898,0.3229126501557161,0.3267705774972471,0.3158568959297123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(Oc6ccccc6)cc5)cc3)C4=O)ccc21,225.0,245.0,236.0,0.1964661231974719,0.5959790289832264,0.6049447133380741,0.3064893835474751,0.3680015147744688,0.5335849585384279,0.5512651247048624,0.6286883299122189,0.471758551331812,0.3046572153509061,0.2996036089456684,0.3360091870510087,0.6996045082136728,0.2446119975501185,0.17141077982519,0.7853499659813843,0.3015120066287966,0.4787901758486458,0.2810869856396142,0.6136884515161862,0.5849681866027305,0.447240705554679,0.2920988798098363,0.1145458127785178,0.343343743418626,0.1063355691159408,0.9992241176219688,0.9998498068079812,0.000796805535649,0.0,0.0978032536347359,0.5448750092793803,0.4325581395348835,0.4661859672754653,0.0843390933624209,0.2732383358174856,0.0,0.1516806288954234,0.1484947988814353,0.0580202007905942,0.1456625170451579,0.2777777777777778,0.1,0.0183845139891176,0.0,0.2313224849411129,0.3522409489703073,0.4229639854435937,0.3939339459751558,0.382071993131802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(-c6ccc(Oc7ccccc7)cc6)cc5)cc3)C4=O)ccc21,245.0,245.0,245.0,0.2565327858015164,0.6026988575285662,0.5226852427485293,0.2699555726393465,0.3162640772455622,0.5311933174583321,0.5826169018264977,0.6269832767260956,0.4733829155669443,0.2605058057667127,0.263905746548267,0.3559180001774159,0.565867720496447,0.2969836779072407,0.2303791472167227,0.7143171037511332,0.3381309903168507,0.5984369344474442,0.2238818424167979,0.6037712068906673,0.5882104233794978,0.4879172990820102,0.2739445605378625,0.1959819571534997,0.3415040303584212,0.1745133588259467,0.9992240704327672,0.9998497458885228,0.0007982415391252,0.0,0.0993102837324742,0.5193742349009244,0.3795918367346932,0.4091019712825507,0.1334406203199928,0.2732383358174856,0.0,0.1516806288954234,0.1484947988814353,0.1499663192151587,0.1456625170451579,0.1666666666666667,0.2600000000000002,0.0183862023948513,0.0,0.2313224849411129,0.2766013271040686,0.3201174551386606,0.3723388942788971,0.3880784402164309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5cc6ccccc6cc5Oc5ccccc5)cc3)C4=O)ccc21,226.0,283.0,261.5,0.1641698575563202,0.6267388750176991,0.5621744203809409,0.3971500427094669,0.3083302922415925,0.4099667579092794,0.505733339417306,0.6262817416320783,0.4754340839367978,0.3302850729275042,0.3462942845163886,0.4260134168328836,0.6154338763918132,0.3152409210001466,0.2609307666729104,0.802867335676032,0.4752404065943176,0.5190201742315084,0.3297592126963364,0.6038794523894508,0.5259314768559009,0.3174256964145963,0.2765483441766887,0.1904481440144323,0.3437980905332486,0.1325860856633689,0.9992240891581154,0.9889782601098782,0.000797776369561,0.0,0.1004202701676436,0.577257058941922,0.3957446808510632,0.4265105658052121,0.1155078887354887,0.2732383358174856,0.0,0.1516806288954234,0.1484947988814353,0.0853861744336402,0.1456625170451579,0.1666666666666667,0.2200000000000001,0.0184108710386438,0.0,0.2002307530941892,0.2870005310700442,0.5264208809135401,0.3366274798807241,0.2241568055567174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
