smile,value_min,value_max,value_mean,labled,testTemperature,testfrequency,VR3_A,AATS7d,AATS3i,MATS3dv,MATS5d,MATS7d,MATS3m,MATS6m,MATS1v,MATS7v,MATS7are,MATS7p,MATS1i,MATS3i,GATS8d,GATS3s,GATS7m,GATS8m,GATS5v,GATS6v,GATS7v,GATS8v,GATS7p,GATS8p,GATS1i,GATS7i,AXp-1d,SaaaC,MINdO,AETA_beta_ns_d,IC1,IC2,IC5,BIC0,MIC0,MIC5,PEOE_VSA8,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA10,AMID_N,JGI10,PetitjeanIndex,C1=CC=CC=C1,CN,COC1=CC=C2CNCC2=C1,C=O,CC=O,O=CC1=CC=CC=C1,COC1=CC=C(C)C=C1,CC(C)=O,OC1=CC=C2CNCC2=C1,NC1=CC=C(S)C=C1,N#CC1=CC=CC=C1O,CC1=CC=C2CN(C)CC2=C1,NC1=CC=C(O)C=C1,CC1=CC(C)=CC(C)=C1,C1=CC=C(C2=CC=C3CNCC3=C2)C=C1,O=C1NCC2=CC=C(O)C=C12,OC1=CC=C(C2=CC=CC=C2)C=C1,CC1=CC=CC(N)=C1,CC1=CC=C(O)C=C1C,O=C1NCC2=CC(O)=CC=C12,CSC1=CC=C(N)C=C1,COC1=CC=CC(O)=C1,COC1=CC=C(N)C=C1,CCC1=CC=C(O)C=C1,CCC1=CC=C(N)C=C1,CN1CC2=CC=C(O)C=C2C1,NC1=CC=CC=C1,CC1=CC=C(O)C=C1,O=CC1=CC=C2CNCC2=C1
[H]c1ccc(Cc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,0.007,0.007,0.007,0,0.388888889,0.077562731,0.371027436,0.703402448,0.473253312,0.744897943,1,0.301411236,0.681465506,0.425463826,0.748859513,0.417931836,0.922756862,0.379380827,0.911133565,0.263532291,0.163908763,0.40521388,0.035339134,0.516660436,0.244522919,0.386706066,0.27101756,0.175538285,0.598075471,0.031131741,0,0.706153844,0.397891456,0.297804484,0.410469536,0,0.616416978,0.494896424,0.63860939,0.718461352,0.696791965,0.496674113,0,0.261778694,0.142857143,0.142419545,0.268969224,0,0.5,0.154449778,0.451138891,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
[H]c1ccc(Cc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,0.0033,0.0033,0.0033,0,0.388888889,0.387813653,0.371027436,0.703402448,0.473253312,0.744897943,1,0.301411236,0.681465506,0.425463826,0.748859513,0.417931836,0.922756862,0.379380827,0.911133565,0.263532291,0.163908763,0.40521388,0.035339134,0.516660436,0.244522919,0.386706066,0.27101756,0.175538285,0.598075471,0.031131741,0,0.706153844,0.397891456,0.297804484,0.410469536,0,0.616416978,0.494896424,0.63860939,0.718461352,0.696791965,0.496674113,0,0.261778694,0.142857143,0.142419545,0.268969224,0,0.5,0.154449778,0.451138891,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
[H]c1ccc(Cc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c2)cc1C,0.0049,0.0049,0.0049,0,0.388888889,0.077562731,0.368175574,0.663498202,0.356177066,0.670017378,0.84697443,0.289617071,0.48905333,0.67559086,0.73780793,0.038970254,0.904202161,0.129099869,0.911572001,0.217657326,0,0.393966955,0.167642921,0.417449609,0.518977773,0,0.63334697,0.278507546,0.829921448,0.118009954,0.036973937,0.753937673,0.375126453,0.297804484,0.429510099,0,0.840605041,0.695266192,0.650767133,0.647386837,0.63472681,0.460027353,0,0.421090159,0.071428571,0.223693518,0.27543809,0,0.5,0.134629329,0.391743505,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
[H]c1ccc(Cc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c2)cc1C,0.0028,0.0028,0.0028,0,0.388888889,0.387813653,0.368175574,0.663498202,0.356177066,0.670017378,0.84697443,0.289617071,0.48905333,0.67559086,0.73780793,0.038970254,0.904202161,0.129099869,0.911572001,0.217657326,0,0.393966955,0.167642921,0.417449609,0.518977773,0,0.63334697,0.278507546,0.829921448,0.118009954,0.036973937,0.753937673,0.375126453,0.297804484,0.429510099,0,0.840605041,0.695266192,0.650767133,0.647386837,0.63472681,0.460027353,0,0.421090159,0.071428571,0.223693518,0.27543809,0,0.5,0.134629329,0.391743505,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
[H]c1ccc(Cc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0134,0.0134,0.0134,0,0.388888889,0.542939114,0.218979382,0.759344725,0.104011266,0.498454582,0.58607462,0.611930643,0.446514969,0.548061862,0.76408041,0.47727577,0.559447948,0.373118169,0.886276818,0.198782857,0.469436489,0.607194332,0.374619577,0.643003603,0.267297543,0.535164294,0.602998352,0.290148446,0.696186259,0.291082269,0.249123381,0.825216328,0.483086385,0.297804484,0.350269991,0,0.315215374,0.419344389,0.689898661,0.402975271,0.157737242,0.426597809,0.457820365,0.341779801,0.428571429,0.142419545,0.320395601,0.11346304,0.091003871,0.239440484,0.442573843,1,4,5,0,5,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
[H]c1ccc(Cc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0102,0.0102,0.0102,0,0.388888889,0.465376384,0.218979382,0.759344725,0.104011266,0.498454582,0.58607462,0.611930643,0.446514969,0.548061862,0.76408041,0.47727577,0.559447948,0.373118169,0.886276818,0.198782857,0.469436489,0.607194332,0.374619577,0.643003603,0.267297543,0.535164294,0.602998352,0.290148446,0.696186259,0.291082269,0.249123381,0.825216328,0.483086385,0.297804484,0.350269991,0,0.315215374,0.419344389,0.689898661,0.402975271,0.157737242,0.426597809,0.457820365,0.341779801,0.428571429,0.142419545,0.320395601,0.11346304,0.091003871,0.239440484,0.442573843,1,4,5,0,5,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
[H]c1ccc(Cc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0057,0.0074,0.00655,0,0.388888889,0.077562731,0.218979382,0.759344725,0.104011266,0.498454582,0.58607462,0.611930643,0.446514969,0.548061862,0.76408041,0.47727577,0.559447948,0.373118169,0.886276818,0.198782857,0.469436489,0.607194332,0.374619577,0.643003603,0.267297543,0.535164294,0.602998352,0.290148446,0.696186259,0.291082269,0.249123381,0.825216328,0.483086385,0.297804484,0.350269991,0,0.315215374,0.419344389,0.689898661,0.402975271,0.157737242,0.426597809,0.457820365,0.341779801,0.428571429,0.142419545,0.320395601,0.11346304,0.091003871,0.239440484,0.442573843,1,4,5,0,5,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
[H]c1ccc(Cc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0044,0.0044,0.0044,0,0.388888889,0.155125461,0.218979382,0.759344725,0.104011266,0.498454582,0.58607462,0.611930643,0.446514969,0.548061862,0.76408041,0.47727577,0.559447948,0.373118169,0.886276818,0.198782857,0.469436489,0.607194332,0.374619577,0.643003603,0.267297543,0.535164294,0.602998352,0.290148446,0.696186259,0.291082269,0.249123381,0.825216328,0.483086385,0.297804484,0.350269991,0,0.315215374,0.419344389,0.689898661,0.402975271,0.157737242,0.426597809,0.457820365,0.341779801,0.428571429,0.142419545,0.320395601,0.11346304,0.091003871,0.239440484,0.442573843,1,4,5,0,5,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
[H]c1ccc(Cc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0039,0.0046,0.00425,0,0.388888889,0.387813653,0.218979382,0.759344725,0.104011266,0.498454582,0.58607462,0.611930643,0.446514969,0.548061862,0.76408041,0.47727577,0.559447948,0.373118169,0.886276818,0.198782857,0.469436489,0.607194332,0.374619577,0.643003603,0.267297543,0.535164294,0.602998352,0.290148446,0.696186259,0.291082269,0.249123381,0.825216328,0.483086385,0.297804484,0.350269991,0,0.315215374,0.419344389,0.689898661,0.402975271,0.157737242,0.426597809,0.457820365,0.341779801,0.428571429,0.142419545,0.320395601,0.11346304,0.091003871,0.239440484,0.442573843,1,4,5,0,5,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
[H]c1ccc(Cc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0035,0.0035,0.0035,0,0.388888889,0.232688192,0.218979382,0.759344725,0.104011266,0.498454582,0.58607462,0.611930643,0.446514969,0.548061862,0.76408041,0.47727577,0.559447948,0.373118169,0.886276818,0.198782857,0.469436489,0.607194332,0.374619577,0.643003603,0.267297543,0.535164294,0.602998352,0.290148446,0.696186259,0.291082269,0.249123381,0.825216328,0.483086385,0.297804484,0.350269991,0,0.315215374,0.419344389,0.689898661,0.402975271,0.157737242,0.426597809,0.457820365,0.341779801,0.428571429,0.142419545,0.320395601,0.11346304,0.091003871,0.239440484,0.442573843,1,4,5,0,5,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
[H]c1ccc(Cc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)cc2)cc1,0.0033,0.0033,0.0033,0,0.388888889,0.310250922,0.218979382,0.759344725,0.104011266,0.498454582,0.58607462,0.611930643,0.446514969,0.548061862,0.76408041,0.47727577,0.559447948,0.373118169,0.886276818,0.198782857,0.469436489,0.607194332,0.374619577,0.643003603,0.267297543,0.535164294,0.602998352,0.290148446,0.696186259,0.291082269,0.249123381,0.825216328,0.483086385,0.297804484,0.350269991,0,0.315215374,0.419344389,0.689898661,0.402975271,0.157737242,0.426597809,0.457820365,0.341779801,0.428571429,0.142419545,0.320395601,0.11346304,0.091003871,0.239440484,0.442573843,1,4,5,0,5,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
[H]c1ccc(Cc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)c(C)c2)cc1C,0.0077,0.0077,0.0077,0,0.388888889,0.077562731,0.222222854,0.693436827,0,0.425360417,0.444465727,0.501546212,0.246392632,0.76895272,0.758195758,0,0.475620047,0,0.885314391,0,0.298461007,0.61137339,0.557949038,0.550836753,0.627451871,0.025944866,1,0.353978082,1,0.339358495,0.292522884,0.984239709,0.452827179,0.297804484,0.369310554,0,0.603537608,0.638221875,0.69021903,0.34589564,0.123554172,0.385846909,0.457820365,0.341779801,0.559585391,0.071209773,0.287562533,0.372381909,0.091003871,0.211704009,0.52294757,1,4,5,0,5,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
[H]c1ccc(Cc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([H])C6=O)cc4C3=O)c(C)c2)cc1C,0.007,0.007,0.007,0,0.388888889,0.387813653,0.222222854,0.693436827,0,0.425360417,0.444465727,0.501546212,0.246392632,0.76895272,0.758195758,0,0.475620047,0,0.885314391,0,0.298461007,0.61137339,0.557949038,0.550836753,0.627451871,0.025944866,1,0.353978082,1,0.339358495,0.292522884,0.984239709,0.452827179,0.297804484,0.369310554,0,0.603537608,0.638221875,0.69021903,0.34589564,0.123554172,0.385846909,0.457820365,0.341779801,0.559585391,0.071209773,0.287562533,0.372381909,0.091003871,0.211704009,0.52294757,1,4,5,0,5,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.011,0.011,0.011,0,0.888888889,0.465376384,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.0092,0.0092,0.0092,0,0.777777778,0.465376384,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.0073,0.0073,0.0073,0,0.666666667,0.465376384,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.0066,0.0066,0.0066,0,0.444444444,0.465376384,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.0062,0.0062,0.0062,0,0.555555556,0.465376384,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.006,0.006,0.006,0,0.833333333,0.387813653,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.0058,0.0061,0.00595,0,0.777777778,0.387813653,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.0059,0.006,0.00595,0,0.888888889,0.387813653,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.0054,0.0059,0.00565,0,0.777777778,0.310250922,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.005,0.0056,0.0053,0,0.666666667,0.310250922,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.0052,0.0054,0.0053,0,0.666666667,0.232688192,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.0052,0.0052,0.0052,0,0.666666667,0.279385609,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.005,0.005,0.005,0,0.833333333,0.310250922,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.0045,0.0047,0.0046,0,0.555555556,0.232688192,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.0045,0.0045,0.0045,0,0.777777778,0.279385609,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.0045,0.0045,0.0045,0,0.888888889,0.310250922,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
[H]c1ccc(C(c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([H])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.0043,0.0043,0.0043,0,0.833333333,0.279385609,0.236998647,0.8553565,0.755175796,0.732044427,0.868035252,0.544095476,0.853817846,0,0.727945769,0.591187778,0.643002457,0.620145639,0.933288709,0.289922702,0.273762814,0.490694465,0.150573279,0.245463197,0.610645202,0.70296048,0.303469139,0.162438288,0.261761846,0.19601724,0.00362521,0.289812305,0.337236957,0.297804484,0.420882036,0,0.49403323,0.313489976,0.516833608,0.776734006,0.890911029,0.518023712,0,0.184728751,0.071428571,0.06241088,0,0,1,0.085191466,0.477408305,1,4,5,0,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
