smile,value_min,value_max,value_mean,labled,testTemperature,testfrequency,VR3_A,AATS7d,AATS3i,MATS3dv,MATS5d,MATS7d,MATS3m,MATS6m,MATS1v,MATS7v,MATS7are,MATS7p,MATS1i,MATS3i,GATS8d,GATS3s,GATS7m,GATS8m,GATS5v,GATS6v,GATS7v,GATS8v,GATS7p,GATS8p,GATS1i,GATS7i,AXp-1d,SaaaC,MINdO,AETA_beta_ns_d,IC1,IC2,IC5,BIC0,MIC0,MIC5,PEOE_VSA8,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA10,AMID_N,JGI10,PetitjeanIndex,C1=CC=CC=C1,CN,COC1=CC=C2CNCC2=C1,C=O,CC=O,O=CC1=CC=CC=C1,COC1=CC=C(C)C=C1,CC(C)=O,OC1=CC=C2CNCC2=C1,NC1=CC=C(S)C=C1,N#CC1=CC=CC=C1O,CC1=CC=C2CN(C)CC2=C1,NC1=CC=C(O)C=C1,CC1=CC(C)=CC(C)=C1,C1=CC=C(C2=CC=C3CNCC3=C2)C=C1,O=C1NCC2=CC=C(O)C=C12,OC1=CC=C(C2=CC=CC=C2)C=C1,CC1=CC=CC(N)=C1,CC1=CC=C(O)C=C1C,O=C1NCC2=CC(O)=CC=C12,CSC1=CC=C(N)C=C1,COC1=CC=CC(O)=C1,COC1=CC=C(N)C=C1,CCC1=CC=C(O)C=C1,CCC1=CC=C(N)C=C1,CN1CC2=CC=C(O)C=C2C1,NC1=CC=CC=C1,CC1=CC=C(O)C=C1,O=CC1=CC=C2CNCC2=C1
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0354,0.0354,0.0354,0,0.555555556,0.077562731,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0286,0.0286,0.0286,0,0.666666667,0.310250922,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0265,0.0265,0.0265,0,0.555555556,0.155125461,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0218,0.0218,0.0218,0,0.444444444,0.077562731,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0202,0.0202,0.0202,0,0.555555556,0.232688192,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0194,0.0194,0.0194,0,0.666666667,0.387813653,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0151,0.0151,0.0151,0,0.555555556,0.310250922,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0142,0.0142,0.0142,0,0.444444444,0.155125461,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0124,0.0124,0.0124,0,0.333333333,0.077562731,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0117,0.0117,0.0117,0,0.666666667,0.465376384,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0096,0.0096,0.0096,0,0.555555556,0.387813653,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0095,0.0095,0.0095,0,0.444444444,0.232688192,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0076,0.0076,0.0076,0,0.222222222,0.077562731,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0069,0.0069,0.0069,0,0.333333333,0.155125461,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0068,0.0068,0.0068,0,0.444444444,0.310250922,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0067,0.0067,0.0067,0,0.555555556,0.465376384,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0065,0.0065,0.0065,0,0.444444444,0.387813653,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0063,0.0063,0.0063,0,0.111111111,0.077562731,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0059,0.0059,0.0059,0,0.222222222,0.155125461,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0054,0.0054,0.0054,0,0.444444444,0.465376384,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0053,0.0053,0.0053,0,0.333333333,0.387813653,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.005,0.005,0.005,0,0,0.077562731,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.005,0.005,0.005,0,0.333333333,0.465376384,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0047,0.0047,0.0047,0,0.333333333,0.310250922,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0047,0.0047,0.0047,0,0.333333333,0.232688192,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0046,0.0046,0.0046,0,0.222222222,0.465376384,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.0043,0.0043,0.0043,0,0.111111111,0.465376384,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,0.004,0.004,0.004,0,0.222222222,0.232688192,0.727843688,0.73145002,0.3025412,0.481624277,0.111754897,0.61996464,0.642238814,0.553102115,0.351692013,0.379835084,0.155636535,0.419036753,0.605009164,0.439101571,0.122770998,0.664381079,0.755542459,0.562944416,0.054876252,0.748574533,0.660752834,0.412447753,0.633249701,0.326785965,0.273209394,0.84356752,0.666951391,0.254452617,0.563137737,0.785714286,0.489476579,0.463389063,0.666561833,0.34550467,0.306699079,0.544538171,0.249602822,0.069537056,0.571428571,0.783307498,0.0457708,0.494921736,0.299623811,0.495765708,0.074543797,1,6,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
