smile,tg_min,tg_max,tg_mean,VR3_A,nS,ATS8i,AATS6Z,AATS3v,AATS7v,AATS3are,AATS6are,AATS1p,AATS1i,AATS3i,AATS4i,ATSC7d,ATSC7v,ATSC3i,MATS1dv,MATS2dv,MATS1d,MATS2d,MATS3d,MATS4d,MATS3s,MATS5s,MATS8m,MATS4are,MATS5p,MATS6p,MATS7p,GATS2d,GATS5d,GATS1s,GATS2s,GATS4s,GATS5s,GATS4m,GATS5v,GATS1are,GATS3are,GATS7are,GATS3p,GATS5i,BCUTm-1h,C1SP3,Xc-5d,AXp-1d,Xp-7dv,AXp-0dv,NssCH2,NddssS,SdO,SssO,ETA_shape_y,ETA_beta_ns_d,AETA_beta_ns_d,AETA_eta,AETA_eta_F,ETA_dAlpha_B,ETA_dEpsilon_C,IC2,PEOE_VSA1,PEOE_VSA8,SMR_VSA3,SMR_VSA6,SlogP_VSA2,SlogP_VSA10,SlogP_VSA11,EState_VSA4,EState_VSA5,VSA_EState8,MDEO-11,AMID_O,n6ARing,RotRatio,JGI3,JGI4,JGI6,JGI7,c1c(C)cc(C2(c3cc(C)cc(C)c3)c3ccccc3-c3ccccc32)cc1C,c1cc(Cl)ccc1Cl,C1CC(=O)NC1=O,c1cc(C)cc2ccccc12,c1cccc(P(=O)(c2ccccc2)c2ccccc2)c1,N1C(=O)CC(C2C=C(C)C3C(=O)NC(=O)C3C2)C1=O,C1CCCCC1,OC=O,N1C(=O)N(C=O)C(=O)C1,CCCCCCC,N1C(=O)C2ON(C)CC2C1=O,c1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(S(=O)(=O)c4ccccc4)cc3)cc2)cc1,N1C(=O)C(c2ccccc2)=C(c2ccc(C3=C(c4ccccc4)C(=O)NC3=O)cc2)C1=O,c1cccc(S(=O)(=O)O[Na])c1,C(C)(C)CCCCCCCCC(C)C,C(F)(F)F,CCCCCCCCCCCCCC,c1ccc2c(c1)Sc1ccccc1S2,C1CC(C)CC(C)(C)C1,CCCCCCCCCCCCCCCC,c1cc2c(cc1C)-c1cc(C)ccc1S2(=O)=O,n1c(=O)c2cc3c(=O)n(C)c(=O)c3cc2c1=O,c1ccc(C2(c3ccccc3)NC(=O)c3ccccc32)cc1,CC(C)CCCC,C1CC(C)(C)CC(C)(C)C1,N,c1cc2ccccc2c2c1C(=O)NC2=O,CCC[Si](C)(C)O[Si](C)(C)CCC,N1C(=O)C2C3C=CC(O3)C2C1=O,CCCCCCCCC,CCCCC,c1cccc(P(=O)(c2ccccc2)c2cc(C)cc(C)c2)c1,C1OCCO1,CCCCCCCCCCC,CCCC,c1cnc(C#N)c(C#N)n1,C(C#N)S(C)(=O)=O,c1ccc2[nH]cnc2c1,C(=O)CCCCCCCCCCCCCCCCCCCCC=O,c1ccc2c3c(cccc13)C(=O)N(C)C2=O,c1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccccc21,c1ncncn1,C(C)(C)CCCCC(C)C,CC#C,N1C(=O)c2cc3c(cc2C1=O)C(C)(C)c1cc2c(cc1O3)C(=O)NC2=O,CCCCCCCCCC,N(C=CC)C=CC,N1C(=O)C2OC3C(=O)NC(=O)C3C2C1=O,c1ccc2c(C)cc(=O)oc2c1,c1ccc(C)cc1C,C1CCCCCCCCCCC1,c1c(C)cccc1C,c1ccc2c(c1)C(=O)N(N1C(=O)c3ccccc3C1=O)C2=O,CCCCCCCC,c1nc2ccccc2[nH]1,c1ccc2c(c1)-c1ccccc1C2c1ccc(N)cc1,CCCC#N,c1ccc(C)c(C)c1,c1cccc(P(=O)(c2ccc(C)cc2)c2ccccc2)c1,c1cnc2ccccc2n1,O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,N1C(=O)N(C=O)C(=O)C1(C)C,C(=O)C1=C(C)NC(=S)N(C=O)C1,O[Si](C)(C)C,N1C(=O)NC(=O)C1=O,CC(C)CCC,c1c(C)c(C)cc(C)c1C,c1nc2ccccc2oc1=O,c1cc(C2(c3cccc(C)c3)c3ccccc3-c3ccccc32)cc(C)c1,CO,n1ncc2ccccc2c1=O,CC(C)CCCCCCCCCCCC,N1C(=O)c2ccc(P(=O)(c3ccccc3)c3ccc4c(c3)C(=O)NC4=O)cc2C1=O,c1ccc(N=Nc2ccc(C)cc2)cc1,c1ccc(N=Nc2ccc(C#N)cc2)cc1,CCCl,c1c[nH]cn1,CC(C)(C)C,N1C(=O)c2ccc(C#Cc3ccccc3)cc2C1=O,c1ccc(N=Nc2ccccc2)cc1,ON1C(=O)c2ccccc2C1=O,N1C(=O)C2CN(C)OC2C1=O,n1c(=O)c2cc3c(=O)[nH]c(=O)c3cc2c1=O,c1cc2c(cc1)C(=O)NC2=O
O=C1NC(=O)c2cc(-c3ccc4c(c3)C(=O)N(c3cccc(Oc5ccccc5)c3)C4=O)ccc21,240.0,271.0,247.3636364,0.1035572355670653,0.0,0.0860467529869987,0.3118974529990826,0.6512695797544951,0.5330696893108551,0.5037315136425806,0.3835324305879806,0.4101220318051475,0.2870508793377802,0.2680886105885243,0.2978662320059149,0.4900626273224607,0.5161662513572386,0.6156085543870953,0.4539015274405846,0.2457136608127136,0.3427145278127917,0.354434127682928,0.291383010195801,0.5410075341726769,0.3247559664375106,0.3474169506365994,0.5540902763002972,0.4277685036098829,0.8797465446662198,0.2812509364563319,0.5149070313656604,0.2119084772181534,0.3577598775795715,0.2643615377858386,0.5456303353358383,0.504148550042565,0.6004159364612598,0.4878253896482802,0.3118500573209748,0.1976716661026547,0.3889356273083433,0.392320647946027,0.37462444843629,0.1488579972592177,2.274431905130436e-05,0.0,0.0994433228405487,0.2116567682034587,0.104602874909236,0.208096644812656,0.0,0.0,0.0981685464147533,0.1385107057263779,0.6336004134933461,0.0588235294117647,0.1771428571428562,0.0626701186357568,0.4473233429169693,0.4330494037478695,0.7222293520419554,0.2934788297888602,0.0910794452724952,0.0707970028679594,0.1516806288954234,0.0695419554692435,0.1484947988814353,0.0753950028068205,0.1666666666666666,0.0266956984215169,0.0,0.0094339228249859,0.0790888132350022,0.4911794794018442,0.0,0.13058527375708,0.4226818816221425,0.2515031461197855,0.3857744625768373,0.2960497279024112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(-c3ccc4c(c3)C(=O)N(c3cccc(Oc5cccc(Oc6ccccc6)c5)c3)C4=O)ccc21,208.0,208.0,208.0,0.1842378652491383,0.0,0.1217237682350886,0.2942345228979969,0.6227385261392641,0.5097575662136824,0.5148651726978231,0.3555222098353781,0.3981955066991989,0.2708537932041892,0.2963874861073448,0.293118312107504,0.503236704606183,0.5139632205932073,0.621170367260916,0.4652571057281991,0.2155893614678506,0.3120520689864547,0.344850712413986,0.334828678783172,0.5236371190489051,0.2941603890997941,0.353575241656349,0.5749512400671144,0.4859528953906051,0.8340612350615006,0.2566224582821011,0.5331312624046476,0.2196604031982103,0.3576236018030351,0.3179173899913463,0.5736298473063259,0.5067937330425191,0.585244710824739,0.4635790491956857,0.3333510196731457,0.2416118737986483,0.4969148885454195,0.4347745448078154,0.354988413718614,0.1688318730067385,3.1767695037487886e-05,0.0,0.0994433228405487,0.2269954455747242,0.1229356769253604,0.2199659674702685,0.0,0.0,0.1013513796021386,0.282587853989718,0.5668723259991201,0.1176470588235294,0.2952380952380954,0.1025843153372371,0.4919948777474155,0.4190800681431003,0.7494988785407968,0.301742314984758,0.1821588905449904,0.1415940057359188,0.1516806288954234,0.0695419554692435,0.1484947988814353,0.0753950028068205,0.3333333333333333,0.0266956984215169,0.0,0.0094339228249859,0.0790888132350022,0.5053115885950881,0.0,0.189348646947766,0.3794517765367485,0.1858781135107495,0.3081623250946049,0.2373996321652778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(-c3ccc4c(c3)C(=O)N(c3cccc(Oc5cc(Oc6ccccc6)ccc5P(=O)(c5ccccc5)c5ccccc5)c3)C4=O)ccc21,234.0,234.0,234.0,0.1499456112769549,0.0,0.2522728416273967,0.2954694504111776,0.6608036900511128,0.4937887723524372,0.3926797486163482,0.3263693974714816,0.5286540168138847,0.1692192583351346,0.2120428620511845,0.2198053943258031,0.5397411958338312,0.5307617667091656,0.5957976659976097,0.3608218501119183,0.2430289889331762,0.4186159851998194,0.4236699490250144,0.3826982674891646,0.4727097668643053,0.4337225799840911,0.3771542632429331,0.5252088830298866,0.5394659261146751,0.685445157447182,0.280332944318364,0.5837636894904721,0.2490037318796073,0.4090718800849752,0.4877075425718671,0.7954732559886954,0.7233142710371531,0.5865097236319614,0.7256599797182852,0.3230532083197017,0.2883747041851179,0.4336084332293031,0.4013860248343726,0.6954950940094636,0.2102143686706555,0.2342332604583301,0.0,0.2335713354159146,0.231212713822436,0.3376681739492074,0.3371558770718454,0.0,0.0,0.1961262790529414,0.3024173042809388,0.3918721197039337,0.1176470588235294,0.2214285714285709,0.2428923479965072,0.6346420871520941,0.2270017035775121,0.8180337102767492,0.3699490345161877,0.2699347180259498,0.2654063375678159,0.1516806288954234,0.0695419554692435,0.1484947988814353,0.0753950028068205,0.3333333333333333,0.0266956984215169,0.0,0.0094339228249859,0.1284971892073972,0.4175307667507674,0.0,0.2260757551919447,0.3875626962921298,0.21553519889572,0.2649253263380196,0.2287867437855625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(-c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccccc5)cc3)C4=O)ccc21,350.0,350.0,350.0,0.0893208967456524,0.25,0.0849703489017341,0.3007352089121947,0.7241889695914695,0.5448291843434638,0.4960203411372856,0.3627325898645273,0.5282805543170368,0.1939230811457761,0.1657329598049175,0.2997748232213135,0.5137973957607591,0.5300572204187137,0.5535292674536755,0.2387758203844838,0.3278376872438418,0.295684238210764,0.272135825814755,0.1756345990470426,0.5219044112274783,0.4669630110347199,0.2925265455695861,0.7461265833709262,0.2059155786489556,0.8213261946440262,0.4029416128864754,0.4912058970776024,0.2617178123727153,0.2323568805151546,0.537733508738415,0.6055717519287567,0.7580802106220349,0.6318196979017534,0.7746414972271507,0.390351017234984,0.1086221336131662,0.2030362204162618,0.3134574308790799,0.5599430296349629,0.1549740336978825,0.2512649078643978,0.0,0.2251173564639591,0.1813143807845829,0.172550916933414,0.2994318594636134,0.0,0.3333333333333333,0.2425690566069,0.0,0.5412794104539741,0.0,0.0,0.0803078061075457,0.5027700716722077,0.3435701459551533,0.6527572053844415,0.3466905097047881,0.0,0.0,0.1516806288954234,0.0695419554692435,0.234734226115067,0.0753950028068205,0.0,0.0266956984215169,0.2549094048290263,0.0094339228249859,0.2633487718409093,0.5537584042783258,0.0,0.1193922502921873,0.5059821247206977,0.3114270177891706,0.4265413727858196,0.5113128856584892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccccc5Oc5ccccc5)cc3)C4=O)ccc21,235.0,247.0,241.0,0.1715436855481202,0.0,0.1222137238841137,0.2712923880633271,0.6263750988610765,0.4726675642898867,0.522962748425591,0.3560542943574902,0.3981955066991989,0.2708537932041892,0.2963876035385429,0.2932239284039637,0.5289489936651696,0.5039426139827933,0.6211721083895118,0.4712417752038208,0.2593158590485281,0.3547952818923779,0.344850712413986,0.3203530638649592,0.4535033735309478,0.3790993101413307,0.4179292254728105,0.6514540178733048,0.2334775983045948,0.836360659676212,0.2487121509650516,0.5202937780451307,0.2196604031982103,0.4125580906561313,0.3151026846513549,0.5981048625444156,0.5589075188037663,0.5463168852905784,0.5569801242762609,0.3242289540988543,0.2416118737986481,0.4224743843763734,0.3140394662779218,0.3544292763122431,0.1464862811297101,3.191045471245824e-05,0.0,0.116280450750026,0.2320346353552755,0.123889557248467,0.2199659674702685,0.0,0.0,0.1002463711359305,0.2848176445215196,0.5668723259991201,0.1176470588235294,0.2952380952380954,0.1004626717388341,0.4892781519105311,0.4190800681431003,0.7494988785407968,0.3072717500740944,0.1821588905449904,0.0,0.1516806288954234,0.0695419554692435,0.1484947988814353,0.0753950028068205,0.3333333333333333,0.0266956984215169,0.0,0.0094339228249859,0.0790888132350022,0.5059090232392257,0.0,0.189348646947766,0.285868592541353,0.4256969637944047,0.2751137393674668,0.3170044452309658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccccc5)cc3)C4=O)ccc21,265.6,306.0,281.6378378,0.1107902449315211,0.0,0.0747155845801937,0.2611591916009166,0.6512695797544951,0.4777221382179308,0.5037315136425806,0.3336122209943251,0.4101220318051479,0.2870508793377802,0.2680886105885243,0.2978607176129229,0.5367496225560576,0.521627253595465,0.6156085543870953,0.4539015274405846,0.2404290874353598,0.3427145278127917,0.3210538997881119,0.2458557912171893,0.474413956948294,0.3368881412162166,0.3964609426567995,0.6879807032444146,0.3100456166612922,0.8621626820559795,0.2526502503406369,0.5138018538101079,0.2263528526315821,0.3377083336528611,0.2643615377858386,0.547134039057743,0.5197273407095103,0.5721312103558185,0.5579496140041698,0.3753156405602738,0.1976716661026547,0.3889356273083433,0.2986916025764018,0.37462444843629,0.1301514527115275,2.2744237087479743e-05,0.0,0.0994433228405487,0.2116567682034587,0.10438589513296,0.208096644812656,0.0,0.0,0.0970635379485451,0.1369527385663046,0.6336004134933461,0.0588235294117647,0.1771428571428562,0.0558162552156094,0.4393890412704249,0.4330494037478695,0.7222293520419554,0.3045662021869826,0.0910794452724952,0.0,0.1516806288954234,0.0695419554692435,0.1484947988814353,0.0753950028068205,0.1666666666666666,0.0266956984215169,0.0,0.0094339228249859,0.0790888132350022,0.4909860421066527,0.0,0.13058527375708,0.3906433265842355,0.3684472786593508,0.3914014130409703,0.385580689290504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc6c(Oc7ccccc7)cccc56)cc3)C4=O)ccc21,305.0,305.0,305.0,0.1784867174086448,0.0,0.1502627662731561,0.2517972990062778,0.6580819207383456,0.495615532548421,0.4777688726147295,0.2934869939554692,0.4202900392127966,0.2249569886817735,0.2443001175169685,0.2476573981762335,0.5139231018881831,0.4759451127938643,0.6152347432928033,0.4752010898184899,0.2537905448678667,0.3876681909081555,0.3654400287920473,0.2978985537733492,0.3968605331091053,0.3781614969334586,0.4412719360195801,0.6160050901038205,0.2541547068241586,0.8629922026863507,0.2886608526424679,0.4295947325974605,0.2107367010390893,0.3780450639953515,0.3047912540704449,0.5783986028755421,0.5223243936197653,0.5010778565578895,0.5588486396121592,0.3574584866661712,0.2289401008974958,0.4372989118039015,0.2386774016025789,0.3477121380704592,0.1262776912135591,3.187172913793335e-05,0.0,0.1381629895216622,0.1919637636201541,0.155001423381262,0.2288655476515857,0.0,0.0,0.1017898310058921,0.2928463057085249,0.5977314115843545,0.1176470588235294,0.2695652173913045,0.130987824053142,0.5146146191997338,0.382638323087179,0.7838323909032732,0.3740173500785495,0.1821588905449904,0.1257189111227451,0.1516806288954234,0.0695419554692435,0.1484947988814353,0.0753950028068205,0.3333333333333333,0.1167106768027174,0.0,0.0094339228249859,0.0790888132350022,0.4468410414565594,0.0,0.1616300746880083,0.2766013271040686,0.352217114044194,0.2722879135514031,0.2372954078247104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccccc6)c5)cc3)C4=O)ccc21,192.0,240.0,218.5714286,0.193747040430738,0.0,0.110392453060278,0.2548855966342084,0.6227385261392641,0.4666750444169276,0.514865172697824,0.3166501932483743,0.3981955066991989,0.2708537932041892,0.2963874861073448,0.2931137297245954,0.5338602401955062,0.5190140632306617,0.6211703672609162,0.4652571057281991,0.211216711709783,0.3120520689864547,0.3161678963888026,0.2958074559601635,0.4653236677193675,0.3057057995854707,0.3981924583635216,0.6117614976120886,0.3864168807376348,0.8196818571236947,0.2340080324477614,0.532462885240943,0.23211614435417,0.3405365406571435,0.3179173899913459,0.575069554085037,0.5217764464488773,0.5584830845943207,0.5214632244029513,0.38453786745775,0.2416118737986481,0.4969148885454193,0.3635596778328921,0.354988413718614,0.1532522227837897,3.176761004741735e-05,0.0,0.0994433228405487,0.2269954455747242,0.1228558460501264,0.2199659674702685,0.0,0.0,0.099846886908942,0.2806298541465911,0.5668723259991201,0.1176470588235294,0.2952380952380954,0.0940888909057622,0.4820643248310893,0.4190800681431003,0.7494988785407968,0.3080032493147837,0.1821588905449904,0.0707970028679594,0.1516806288954234,0.0695419554692435,0.1484947988814353,0.0753950028068205,0.3333333333333333,0.0266956984215169,0.0,0.0094339228249859,0.0790888132350022,0.5051443142535097,0.0,0.189348646947766,0.3522409489703073,0.2823372386178252,0.3328822727294459,0.2958665690159234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(Oc6ccccc6)cc5-c5ccccc5)cc3)C4=O)ccc21,243.0,251.0,247.0,0.1957668475711379,0.0,0.1650544711671011,0.24880462621087,0.630560539992364,0.5044784613058,0.4476009908881742,0.3086315830727408,0.4146196703651281,0.2233171745064748,0.2552949782494984,0.2466605340985745,0.5053589835094626,0.5092382748400541,0.6167209978295003,0.4722416941676102,0.2284289928148185,0.3650458559009394,0.3465139583990533,0.336338804262257,0.4546902346281701,0.3678698670294058,0.4708060148850026,0.5559980084654353,0.3112613978224055,0.8092699797848592,0.292874534731261,0.5188623742672475,0.230715670889513,0.3631866214763805,0.3181886537898084,0.5832852652914864,0.5124639786309676,0.4803280477900305,0.5107967431481693,0.3448815155419866,0.2283884521249148,0.449604599016889,0.2986008458128379,0.3479241351895344,0.1615563744150429,3.192326079987096e-05,0.0,0.1269382375820107,0.2275776175414421,0.1565574990315355,0.2418975029931482,0.0,0.0,0.1026669275956661,0.293347163872545,0.5381043495028844,0.1176470588235294,0.2583333333333332,0.1429002047343671,0.531172149602303,0.3666950596252122,0.802396677528979,0.3313280384798966,0.1821588905449904,0.0649277708995129,0.1516806288954234,0.0695419554692435,0.1484947988814353,0.0753950028068205,0.3333333333333333,0.1186418168460815,0.0,0.0094339228249859,0.0790888132350022,0.4204975579271655,0.0,0.1946907717832827,0.2664468102902334,0.2960621141098972,0.34407369891641,0.1962476637552639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(Oc6ccccc6)cc5)cc3)C4=O)ccc21,264.76,265.0,264.88,0.2032185843258468,0.0,0.1014383645262444,0.2325310593046428,0.6227385261392641,0.4231429258915107,0.5148651726978231,0.293779317917394,0.3981955066991989,0.2708537932041892,0.2963874861073439,0.2931136336992557,0.5601704894651668,0.5392089313775136,0.6211703672609162,0.4652571057281991,0.2068440619517152,0.3120520689864547,0.2874850803636189,0.2762968445486594,0.4345909028294761,0.3217689793916291,0.4440105736992803,0.6716796426934103,0.237684904819403,0.8139034284932243,0.2185046130990913,0.5215130835169395,0.2445718855101296,0.3291451665598827,0.3179173899913463,0.5765092608637485,0.5531532882926288,0.5297919367234654,0.5882177186357478,0.412081863858901,0.2416118737986481,0.4969148885454193,0.2772023502350781,0.354988413718614,0.1527257145541861,3.1762525794842844e-05,0.0,0.0994433228405487,0.2269954455747242,0.1229581093054463,0.2199659674702685,0.0,0.0,0.0995205260573527,0.2780109670884016,0.5668723259991201,0.1176470588235294,0.2952380952380954,0.0889502945205037,0.4761724501672308,0.4190800681431003,0.7494988785407968,0.2842332983446649,0.1821588905449904,0.0,0.1516806288954234,0.0695419554692435,0.1484947988814353,0.0753950028068205,0.3333333333333333,0.0580202007905942,0.0,0.0094339228249859,0.0790888132350022,0.5049258259802142,0.0,0.189348646947766,0.297819293837425,0.3817643368051205,0.3979743617205832,0.3622040998741128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(Oc6ccc(Oc7ccccc7)cc6)cc5)cc3)C4=O)ccc21,222.0,235.02,228.51,0.30100167775324,0.0,0.1281611444722951,0.2143766339460301,0.6026988575285662,0.3884731117722126,0.5226852427485293,0.2685194281612917,0.3898469391250341,0.2595158329106777,0.3162640772455631,0.2897392005558066,0.5826955903825866,0.5559247302694493,0.6269832767260956,0.4733829155669443,0.1826857478437049,0.2880362639657174,0.2605058057667127,0.2980514309442575,0.4047688806651643,0.3075331123748286,0.4816153653592867,0.661320796495217,0.1846256696926003,0.7823259065289936,0.1972121752231403,0.5254771956545271,0.2581567884811502,0.3231617465508254,0.3689087904921626,0.6037712068906675,0.5832242915461289,0.4943863097436478,0.6104186926901254,0.4372113557236203,0.2739445605378623,0.5759420712934045,0.263850406295791,0.3415040303584212,0.1689152509356181,4.176142546691297e-05,0.0,0.0994433228405487,0.2379516436970581,0.1415303234779326,0.2284440550828486,0.0,0.0,0.1009806010258924,0.4208394302667053,0.5193742349009239,0.1764705882352941,0.3795918367346932,0.11679768476501,0.5069762555756294,0.4091019712825493,0.7682623142051361,0.247148719342702,0.2732383358174856,0.0,0.1516806288954234,0.0695419554692435,0.1484947988814353,0.0753950028068205,0.5,0.0580202007905942,0.0,0.0094339228249859,0.0790888132350022,0.5148916968448635,0.0,0.2313224849411129,0.2293063172862079,0.3915301794453517,0.4025555077700079,0.3458404872826321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)c2cc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5cc6ccccc6cc5Oc5ccccc5)cc3)C4=O)ccc21,252.0,255.0,253.5,0.1701841009858731,0.0,0.1549979600984647,0.2941466123153103,0.6506551756009081,0.6038636826018167,0.4816658309337174,0.3847522130202909,0.4202900392127966,0.2249569886817752,0.2443252541203513,0.2590695464629275,0.4372249319785887,0.4936452677296885,0.6156517450566972,0.4696525904306854,0.2296016225099407,0.3492023600817789,0.3141013200234842,0.3243696340227772,0.5093795534405686,0.3849285515354225,0.4590431463938523,0.4795154719419348,0.3207447101743191,0.828483679851871,0.3981645188716394,0.5509863883523848,0.2330631921270372,0.3679482849583216,0.3075505337444586,0.5699774162944904,0.5111086945264179,0.5157094628477752,0.5315147413363868,0.2919986118564046,0.2289401008974958,0.3988478897919689,0.345259292318048,0.3546254371717573,0.1738358128972678,3.201870423430453e-05,0.0,0.1331175786595034,0.1873999691019179,0.1555508796310342,0.2288655476515857,0.0,0.0,0.1022087383561954,0.2946725547446012,0.5977314115843545,0.1176470588235294,0.2695652173913045,0.134847302508015,0.5198322112092142,0.382638323087179,0.7838323909032732,0.3179820275018574,0.1821588905449904,0.0,0.1516806288954234,0.0695419554692435,0.1484947988814353,0.0753950028068205,0.3333333333333333,0.0853861744336402,0.0,0.0094339228249859,0.0790888132350022,0.4475114083324413,0.0,0.1616300746880083,0.2391357018567877,0.4907145187601945,0.3413618717409034,0.2074256949321785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
