smile,tg_min,tg_max,tg_mean,AATS6Z,AATS7m,AATS3v,AATS7v,AATS6are,AATS1i,AATS4i,AATS6i,ATSC1d,ATSC1s,ATSC1m,ATSC7v,AATSC1s,MATS1dv,MATS2dv,MATS1d,MATS2d,MATS3d,MATS4d,MATS2s,MATS3m,MATS4m,MATS7v,MATS6p,MATS2i,MATS4i,GATS2d,GATS5d,GATS2s,GATS4m,GATS5v,GATS6v,GATS1are,GATS3p,GATS5i,AXp-1d,Xp-7dv,NssCH2,SssO,MAXdO,ETA_shape_y,ETA_shape_x,AETA_beta_s,AETA_eta_F,ETA_dAlpha_B,ETA_dEpsilon_B,ETA_dEpsilon_C,IC2,CIC5,MIC0,MIC1,MIC5,Kier3,PEOE_VSA1,SMR_VSA3,SMR_VSA6,SMR_VSA9,SlogP_VSA2,SlogP_VSA4,SlogP_VSA11,EState_VSA4,EState_VSA5,EState_VSA8,VSA_EState8,MDEO-11,AMID,AMID_N,AMID_O,nRot,RotRatio,GGI5,JGI4,JGI6,JGI7
O=C1NC(=O)c2cc(Oc3ccc(-c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccccc5)C6=O)cc4)cc3)ccc21,247.0,247.0,247.0,0.2066205968562626,0.2836003801591176,0.6227385261392641,0.4785450054980658,0.2885268096781259,0.2708537932041892,0.2903596435997295,0.3085827983401668,0.0866700878500116,0.7022053334290324,0.1375793041542283,0.5625694792494571,0.686350835514965,0.4652571057281991,0.2068440619517152,0.3120520689864547,0.2874850803636189,0.2372756217256511,0.3550009219607831,0.1887868785096914,0.4840688638130648,0.2030653543230845,0.6584747762921082,0.38593190247671,0.1954237710479242,0.3232294435598716,0.2445718855101294,0.2323184867331632,0.5765092608637485,0.562149247599391,0.4746719831023152,0.6724560858505699,0.2416118737986483,0.3549884137186138,0.159361336200866,0.226995445574726,0.1124076757497423,0.0,0.28129862691983,0.3811861199855686,0.5668723259991201,0.0,0.5461554936817299,0.4657448755829956,0.4190800681431003,0.7724919561092313,0.7494988785407968,0.3135326844041199,0.1713988026397575,0.2450297829737648,0.3512998128764847,0.4720808157511187,0.1269141857381858,0.1821588905449904,0.1516806288954234,0.0695419554692435,0.2347067621452648,0.1484947988814353,0.0,0.3333333333333333,0.0606216160554872,0.0294135343540438,0.0194763779595634,0.0094339228249859,0.0214782520271762,0.8122022853899349,0.1857439067782116,0.50595274476015,0.1081081081081081,0.189348646947766,0.1256338028169014,0.2993650395281707,0.4005791399439221,0.3830963671329938
O=C1NC(=O)c2cc(Oc3ccc(-c4ccc(Oc5ccc6c(c5)C(=O)N(c5cccc(Oc7cc(Oc8ccccc8)ccc7P(=O)(c7ccccc7)c7ccccc7)c5)C6=O)cc4)cc3)ccc21,227.0,227.0,227.0,0.2557154708613529,0.2969778909881556,0.6266669831389117,0.479473190995455,0.2933306622704092,0.1745624650863781,0.2274672916241531,0.2470414321950329,0.213782278607323,0.5391443061908936,0.4211577867067979,0.5910388691225622,0.6381239054934498,0.3934095120290315,0.2002338144601239,0.3665671824977659,0.3626635330602552,0.3705990124741842,0.4007508084970954,0.1568168148527998,0.4897135024313936,0.2021930070221242,0.6305270269088719,0.3175938868803009,0.159165616193978,0.4600943817110928,0.2673214472205846,0.3374229303577446,0.829424783126425,0.7217085711399407,0.3975048896667756,0.6428379576155219,0.3287802837569185,0.6271106952711826,0.2254113410320556,0.2457079375441617,0.3659766580103729,0.0,0.5916109688190524,0.8949668359493588,0.3613718147875057,0.1897435897435894,0.4420218462197463,0.6710165430059842,0.2514480408858601,0.7362269528653362,0.8289669071450965,0.3630879496856569,0.1903541219348077,0.2956544527976987,0.3818127946735085,0.6370933228793751,0.3272688123266869,0.4520936085709402,0.1516806288954234,0.0695419554692435,0.3928842005050561,0.1484947988814353,0.0,0.6666666666666666,0.0873173144770042,0.0,0.0194763779595634,0.0094339228249859,0.0653889552007263,0.8290769275169811,0.0679711162606191,0.4493467343829423,0.2972972972972973,0.2774937067337949,0.235962441314554,0.2109666894700829,0.2845175771486279,0.2676971673067283
O=C1NC(=O)c2cc(Oc3ccc(-c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccccc7)cc5)C6=O)cc4)cc3)ccc21,229.0,229.0,229.0,0.1996229200173321,0.291460995147528,0.6026988575285662,0.4538824930410703,0.2699555726393465,0.2595158329106759,0.2873833776995846,0.3011255639094869,0.0980864930690917,0.6826806923084652,0.1603954335314482,0.5826169018264977,0.6933245822069538,0.4733829155669443,0.1826857478437049,0.2880362639657174,0.2605058057667127,0.263905746548267,0.3559180001774159,0.1966738164178989,0.4544058585629386,0.1778797692801109,0.6818592329430104,0.3381309903168507,0.1511002002361805,0.386255620124776,0.2581567884811502,0.2238818424167979,0.6037712068906673,0.5882104233794978,0.4879172990820102,0.7000676322859631,0.2739445605378623,0.3415040303584212,0.1745133588259467,0.237951643697059,0.1326943791941251,0.0,0.421096318578087,0.4485840033065815,0.5193742349009239,0.0,0.5393935685218612,0.5049243998272748,0.4091019712825493,0.7712774525554987,0.7682623142051361,0.2814255945038513,0.145571585803629,0.2289885305449052,0.3275065207606854,0.5305054332811969,0.1889872442848823,0.2732383358174856,0.1516806288954234,0.0695419554692435,0.3137954813251604,0.1484947988814353,0.0,0.5,0.0873173144770042,0.0,0.0194763779595634,0.0094339228249859,0.0214782520271762,0.8252801575132853,0.1440305937673237,0.5154487668167198,0.1621621621621621,0.2313224849411129,0.1397183098591549,0.3201174551386606,0.3979469245452951,0.4157148456226728
O=C1NC(=O)c2cc(Oc3ccc(-c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7cccc(Oc8ccccc8)c7)cc5)C6=O)cc4)cc3)ccc21,205.0,205.0,205.0,0.2051762660832249,0.2861358650434891,0.5878508129102772,0.4499797591743637,0.268298412185425,0.2511356013893842,0.2851590823194678,0.2903425879764052,0.1092393980096933,0.6645860508551722,0.1833442927837181,0.5796006605313606,0.6999564252931215,0.4794921526834695,0.1676931670556616,0.2688050081940313,0.2609171551592024,0.2992158931755525,0.3624176594147392,0.2059566767980524,0.4325710154503409,0.217020342459146,0.6559211978285857,0.3104337534833491,0.1175693275864397,0.4341992244813625,0.2589193667210606,0.2395445550819342,0.6277163673705075,0.5584763044508616,0.4792612971260963,0.6911224492501578,0.2987371604779998,0.3316697531795248,0.1863856632738117,0.2461687922888096,0.1511643301112915,0.0,0.5666542030470528,0.4825301517918623,0.4838403984874125,0.0,0.5343221246519594,0.5400983694116659,0.4016183986371376,0.7701230642407113,0.7819626005632269,0.2708886654371409,0.126508640043631,0.2164783294877602,0.3027415643438796,0.5800734236765088,0.2525390986024629,0.3643177810899808,0.1516806288954234,0.0695419554692435,0.3928842005050561,0.1484947988814353,0.0,0.6666666666666666,0.0873173144770042,0.0,0.0194763779595634,0.0094339228249859,0.0214782520271762,0.8351196397344651,0.1123138216783184,0.523009785023093,0.2162162162162162,0.2628028634361234,0.1600625978090767,0.260214727417582,0.3507773121728131,0.3434068960280438
O=C1NC(=O)c2cc(Oc3ccc(-c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(Sc8ccc(Oc9ccccc9)cc8)cc7)cc5)C6=O)cc4)cc3)ccc21,206.0,206.0,206.0,0.1946268279686938,0.2906486665778847,0.6054741826436679,0.4175660890429902,0.2275653010608844,0.1929844479086568,0.2418997314304398,0.2789591522590067,0.1202202102473865,0.6700030832055193,0.2362902663624312,0.6365662218267676,0.7265451004790067,0.4544833134156,0.1472020283435813,0.2530942895306328,0.2203723260717973,0.2998057317116589,0.3233358091821633,0.2033341191715658,0.3624878008132053,0.0923984968530007,0.7264731506492375,0.3349367771047397,0.1557273981756511,0.3995732885004024,0.2770754940622646,0.2363147392638033,0.6568187782202977,0.7255056916501541,0.4882456515201241,0.7210701633011418,0.2891442170672142,0.4244921508811591,0.2180357228531376,0.2525599078601717,0.2164920848292188,0.0,0.5684849228963879,0.4966132842654089,0.4361566003505747,0.0,0.4672663668165908,0.5462490166472673,0.2793867120954001,0.7574009723854932,0.8057593563638804,0.3247190631966379,0.2050771638602,0.3177295898083944,0.3951873249822631,0.6091542868350328,0.3166848954837591,0.3643177810899808,0.1516806288954234,0.0695419554692435,0.3928842005050561,0.1484947988814353,0.0,0.6666666666666666,0.2033094857911107,0.0,0.0194763779595634,0.0094339228249859,0.0214782520271762,0.8424869055247992,0.0876308270389235,0.4445147896208523,0.2702702702702703,0.2872876022655757,0.1553677621283256,0.348515497553019,0.4053281443261476,0.3781914233861145
O=C1NC(=O)c2cc(Oc3ccc(-c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(Oc8ccccc8)cc7)cc5)C6=O)cc4)cc3)ccc21,222.0,222.0,222.0,0.1891488064373681,0.2725683671510544,0.5878508129102767,0.4179052576910387,0.2519139433674549,0.2511356013893877,0.2851590105531603,0.2942984094626677,0.1092393980096933,0.6645860508551722,0.1833442927837181,0.5991739811938986,0.6999564252931215,0.4794921526834695,0.1644360272568875,0.2688050081940313,0.2385350480034032,0.284038477757904,0.3377728112541434,0.2049437526993839,0.4325710154503409,0.1591135224644466,0.6916313364906747,0.2998565327069698,0.1175693275864397,0.4341959518688312,0.2686807062396328,0.2307449344467315,0.6290436815993563,0.6080266631621365,0.4991284218077991,0.7368403373338335,0.2987371604779998,0.3316697531795248,0.1859909996518846,0.2461687922888096,0.1512665933666114,0.0,0.5638720460772508,0.4781169535858782,0.4838403984874125,0.0,0.5343221246519594,0.535319123623708,0.4016183986371376,0.770123064240712,0.7819626005632269,0.243837368093881,0.1792205733951431,0.2164783294877602,0.3027415643438796,0.5542453731529051,0.2525390986024629,0.3643177810899808,0.1516806288954234,0.0695419554692435,0.3928842005050561,0.1484947988814353,0.0,0.6666666666666666,0.1186418168460815,0.0,0.0194763779595634,0.0094339228249859,0.0214782520271762,0.8349607285900706,0.1123117507911762,0.522845898029429,0.2162162162162162,0.2628028634361234,0.1475430359937402,0.3359869494290369,0.4021501191427244,0.3945059547933168
O=C1NC(=O)c2cc(Oc3ccc(-c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(Oc8ccc(Oc9ccccc9)cc8)cc7)cc5)C6=O)cc4)cc3)ccc21,208.0,208.0,208.0,0.1815312692883035,0.2589693257429648,0.5764082831126963,0.3920086003617886,0.2387927584424423,0.2446892694499318,0.2834335668788315,0.2893332062286182,0.1202202102473865,0.6474209999091676,0.2063789801598572,0.6153127654614959,0.7059073933941884,0.484255465133569,0.1501482653802885,0.2530942895306328,0.2203723260717973,0.2998057317116589,0.3233358091821633,0.2132011547200412,0.4158140193744323,0.1445762618093343,0.6978965711941642,0.2723744988967149,0.0913190536749053,0.4718809268696207,0.2770754940622646,0.2363147392638033,0.6524961180616469,0.6235975289616722,0.5076876426580224,0.7629223395551128,0.3183537115373429,0.3241792541045767,0.1949401751983527,0.2525599078601717,0.1698388075390977,0.0,0.707852821622761,0.4946850218064149,0.4562559661932549,0.0,0.5303776683087023,0.5611343278851302,0.39579784213515,0.7690892589963808,0.7924054761788342,0.2074149234122964,0.2982940565239273,0.2064201699426853,0.2794792655203947,0.5317989414606348,0.3166848954837591,0.455397226362476,0.1516806288954234,0.0695419554692435,0.4719729196849518,0.1484947988814353,0.0,0.8333333333333333,0.1186418168460815,0.0,0.0194763779595634,0.0094339228249859,0.0214782520271762,0.8424869055247992,0.0876308270389235,0.5286060153673878,0.2702702702702703,0.2872876022655757,0.1553677621283256,0.348515497553019,0.4053281443261476,0.3781914233861145
O=C1NC(=O)c2cc(Oc3ccc(-c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(-c8ccc(Oc9ccccc9)cc8)cc7)cc5)C6=O)cc4)cc3)ccc21,220.0,220.0,220.0,0.173750775374314,0.2686753950768633,0.5939615312471617,0.4287208158467259,0.2321098267607575,0.2167813026791272,0.2541751009422981,0.3144921607779016,0.1349115756467573,0.6613111753756717,0.200815568806646,0.6303442950184548,0.7169619310867105,0.4795884758381007,0.1510407768535768,0.2848923580827011,0.2096481900014714,0.2576487095773218,0.3516181400768441,0.2073887494121956,0.4369631843477518,0.1480497322580221,0.7255879731025998,0.3276127652898664,0.1352472689714733,0.3792106622096137,0.2903099446196986,0.195674164583494,0.6265824829169993,0.6104181086050784,0.5178095723364926,0.6872776522273911,0.2878675571306861,0.3315877009104352,0.2286375980327629,0.2413226644254917,0.1806302281877187,0.0,0.5687926365544871,0.4960540570112979,0.4700344907415174,0.0,0.4850800406248483,0.558545253678026,0.3627521019948331,0.7549878916975116,0.8185532305600156,0.2387931657549897,0.3768342469384722,0.1861928883407319,0.2676856458383779,0.4803845589729361,0.2953029631899937,0.3643177810899808,0.1516806288954234,0.0695419554692435,0.4694135242905296,0.1484947988814353,0.0,0.6666666666666666,0.210587935270646,0.0,0.0194763779595634,0.0094339228249859,0.0214782520271762,0.8507069409469814,0.0908166213300097,0.4547101653803411,0.2432432432432432,0.2596991641478829,0.1819718309859155,0.2639477977161503,0.3845923367613688,0.3978944629983233
O=C1NC(=O)c2cc(Oc3ccc(C4(c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Oc8ccccc8)cc6)C7=O)cc5)CCCCCCCCCCC4)cc3)ccc21,230.0,230.0,230.0,0.0477937469801563,0.0881067005551364,0.3787968295202647,0.1597845196076415,0.1003568793011986,0.3146441294035433,0.340917996004614,0.4305700811801172,0.2396624380510123,0.8154422885964975,0.2539120577641856,0.6574911187836028,0.8621422345284704,0.6798205621542,0.5452436047364558,0.4469739858622982,0.4976785318001994,0.5019112035346915,0.4836021375826409,0.3411331185253415,0.7076064221201789,0.3666289134531206,0.671256350723677,0.3486242896691014,0.1874054964820001,0.4050811324655039,0.2892610247666298,0.2076081196251709,0.4092136965204087,0.4099087980443985,0.4698773973896706,0.6283039430746871,0.266475813147542,0.2850129997627338,0.2443698250089759,0.3223145406712691,0.3109088314964404,0.3235294117647059,0.4363374422833693,0.509314818859004,0.2555239248559177,0.1100686498855834,0.3731167203283592,0.4465309542808266,0.3286228949646715,0.4758061159380573,0.8499089480545599,0.3717660961548634,0.3888776156532795,0.1577497879791961,0.3573945193422364,0.395728045318201,0.2982480140336083,0.2732383358174856,0.1516806288954234,0.0695419554692435,0.2372661575396869,0.1484947988814353,0.0,0.5,0.1399277350639982,0.3660105403114893,0.1083652668484524,0.0094339228249859,0.0183464124805482,0.8008725544914306,0.0940949829722783,0.3783112890483108,0.1891891891891892,0.2021232932935671,0.1788419405320813,0.1029500998612616,0.2666247644362974,0.3072324337507039
O=C1NC(=O)c2cc(Oc3ccc(C4(c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Oc8ccccc8)cc6)C7=O)cc5)CCC(c5ccccc5)CC4)cc3)ccc21,236.0,236.0,236.0,0.0889999567975026,0.199615048802932,0.5072969437915472,0.3343870624323259,0.1393540013093654,0.2421596766389182,0.269786501873603,0.4050069221735999,0.2048586250020262,0.750987481056311,0.2280598782731709,0.6951720805774693,0.8037761520601785,0.5541218393934375,0.2846002671472122,0.3846188035691187,0.2752870510399932,0.2450493095256605,0.3611876348274266,0.273025173217827,0.5321355452751412,0.2164763860031808,0.7568657419491359,0.4187425421507176,0.1941963308886432,0.2612612369797469,0.3850666352142446,0.122152532757502,0.4950070411153613,0.5369082963287455,0.544083793107343,0.5840443554041246,0.2524691397604712,0.3439342511822668,0.2601395298990238,0.2266442566701547,0.2975224070461696,0.1176470588235294,0.4344113148652788,0.5043681552857113,0.3698261190951403,0.1100686498855834,0.4382972448202116,0.5191355499594617,0.3286228949646715,0.6084744091001913,0.8450931049404853,0.4609488552301037,0.1967912178456456,0.1628659002932093,0.3912739908771968,0.5055596870938195,0.2525042686373067,0.2732383358174856,0.1516806288954234,0.0695419554692435,0.2372661575396869,0.1484947988814353,0.0,0.5,0.1399277350639982,0.1296036075799537,0.2194763779595635,0.0094339228249859,0.0183464124805482,0.8528979304639233,0.0940950477124565,0.3783147498611198,0.2162162162162162,0.2313224849411129,0.2101408450704225,0.1274109504426743,0.4965210277177289,0.3544401891916661
O=C1NC(=O)c2cc(Oc3ccc(C4(c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(C9(c%10ccc(Oc%11ccccc%11)cc%10)CC%10CCC9C%10)cc8)cc6)C7=O)cc5)CCCCCCCCCCC4)cc3)ccc21,259.0,259.0,259.0,0.0340072571301546,0.0821010028222588,0.368551051391219,0.1392175155067272,0.0840193356990721,0.2699037223318861,0.322649702867321,0.4365054888907176,0.3712497162762145,0.8442828718107211,0.3544509646818834,0.7515075914683402,0.8863818130208788,0.6761758440921322,0.4754345659966144,0.4630430674068601,0.4466807365146859,0.4213395580030908,0.455297948520144,0.3694237352018273,0.6291887247476835,0.3868720400517981,0.697418173695159,0.3171132054940522,0.2102498485623805,0.4751634948515212,0.3709679791038811,0.1965927322891143,0.3900718574998811,0.3938309460476159,0.5324367879454064,0.6382981707582922,0.2849071389302229,0.3142556602405545,0.3104096037209568,0.2394719319757658,0.5011780501403529,0.4411764705882353,0.5962480382508698,0.5878427860855782,0.2551817027174768,0.1645851154833189,0.3690932311621964,0.4872546820265741,0.2776621027614775,0.4463504040462294,0.8949400287252635,0.478037108884948,0.3785745660653934,0.1127215839445064,0.3463040633286162,0.4602999988974243,0.387128958301124,0.3643177810899808,0.1516806288954234,0.0695419554692435,0.3163548767195826,0.1484947988814353,0.125,0.6666666666666666,0.2698006216392599,0.5484340469507414,0.2416986001817858,0.0094339228249859,0.0183464124805482,0.8667840181000983,0.0437565977663853,0.3054773578599258,0.2972972972972973,0.224101179479892,0.2681064162754304,0.1036359854166448,0.3105278345570901,0.3331655795877452
O=C1NC(=O)c2cc(Oc3ccc(C4(c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(C9(c%10ccc(Oc%11ccccc%11)cc%10)CC%10CCC9C%10)cc8)cc6)C7=O)cc5)CCC(c5ccccc5)CC4)cc3)ccc21,245.0,245.0,245.0,0.058484255396822,0.1554041172337321,0.4554641042972255,0.2511701371990384,0.1065931937049189,0.2156270306780126,0.2726554399768988,0.4208505800606428,0.3339895730169182,0.7924775387833807,0.3287221781581614,0.8038933424907615,0.8535045704199041,0.5880711867416044,0.2965992510609715,0.4147970346040395,0.2844752517428802,0.2420710291732973,0.3707382341570816,0.3235561148692815,0.5116598202795887,0.2951348572228694,0.7713276907675024,0.3594802719184591,0.2120621280110335,0.3791645577368946,0.4370417075362192,0.1376810582221326,0.4471561376502848,0.4716864216927363,0.5882810966932319,0.6127969357187861,0.2693071036471053,0.3558233895361021,0.3281976862646997,0.1691094078121233,0.4877916256900819,0.2352941176470588,0.5942443935333869,0.5828961225122851,0.3406394595738332,0.1645851154833189,0.418179798989394,0.5461426897078794,0.2776621027614775,0.5370315880455517,0.8919974134983046,0.5546248112304022,0.2391659691335769,0.1152703456959133,0.3790395423675959,0.5432835312291042,0.3469617116117309,0.3643177810899808,0.1516806288954234,0.0695419554692435,0.3163548767195826,0.1484947988814353,0.125,0.6666666666666666,0.3001114296670036,0.2786304231439022,0.3528097112928971,0.0094339228249859,0.0183464124805482,0.9059636212731624,0.0437566465213342,0.3054799641510534,0.3243243243243243,0.2456114510665077,0.2994053208137715,0.1210305450863471,0.4799532597208107,0.3690306805734774
O=C1NC(=O)c2cc(Oc3ccc(C4(c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(C9(c%10ccc(Oc%11ccccc%11)cc%10)CC%10CC9C9CCCC%109)cc8)cc6)C7=O)cc5)CCC(c5ccccc5)CC4)cc3)ccc21,255.0,255.0,255.0,0.063175017549336,0.1480447642799993,0.436969397250239,0.2626537808380791,0.1032873827790559,0.2144596194396086,0.2803411583717103,0.411790025116014,0.3698387555153524,0.8183055558153828,0.3558547004058787,0.6989920641654582,0.8707620785246111,0.5942873874672002,0.3060227339430003,0.4289251424980335,0.3159244089862117,0.2462652096374367,0.3798551638131215,0.3393860657619478,0.5202035529693149,0.2872148356718085,0.6814272529988786,0.3849117696904831,0.217080909087257,0.3477165559826923,0.4279739736887868,0.1870558366230871,0.4121751053247258,0.479032716570003,0.5282038003788194,0.5726189513098006,0.2677432231369077,0.3565605061772637,0.2964521856544341,0.1416560930350225,0.6543005282356786,0.2647058823529412,0.5980908463213577,0.5948111607808406,0.382066057522734,0.1584843492586489,0.4278218033840213,0.5326770946648656,0.267745599091425,0.5078993431934624,0.899296388856913,0.5644769820697393,0.2521387478647339,0.106681940255139,0.3843601554039465,0.5305906552982298,0.3406273435074729,0.3643177810899808,0.1516806288954234,0.0695419554692435,0.3163548767195826,0.1484947988814353,0.25,0.6666666666666666,0.3342845177814755,0.350570489048754,0.3972541557373416,0.0094339228249859,0.0183464124805482,0.9340655432943664,0.0382721960007952,0.2880930592217128,0.3243243243243243,0.2313224849411129,0.3314553990610328,0.2046084828711242,0.4343290133168133,0.3476891810683105
O=C1NC(=O)c2cc(Oc3ccc(C4(c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(C9(c%10ccc(Oc%11ccccc%11)cc%10)C%10CC%11CC(C%10)CC9C%11)cc8)cc6)C7=O)cc5)CCCCCCCCCCC4)cc3)ccc21,262.0,262.0,262.0,0.0284392962954946,0.0766926062755657,0.3703715625016252,0.1343120361515251,0.0748156338129777,0.2661542404597767,0.3372567568626881,0.4420085197857402,0.3954174390302387,0.8643828793331388,0.3816987858967454,0.733376883067682,0.8980136178164989,0.6736528182816957,0.4678922563384033,0.4592713014519286,0.4584863683116174,0.4491874843528664,0.3828577423000846,0.3800809612358679,0.6227212796211605,0.3831814750215349,0.6773780263505322,0.3348638169466749,0.2158111943280982,0.4493209670356008,0.372451144784375,0.1809451363399001,0.3605115716079661,0.3983026013893189,0.523972437760859,0.6163197162740606,0.2842344704736808,0.3168843452409885,0.3091184939495651,0.205333299631226,0.7065239139613225,0.4705882352941176,0.6006749097733757,0.6008201557696551,0.2997760099402956,0.1584843492586489,0.3804883272649384,0.4769881157510219,0.267745599091425,0.4234276629570765,0.902045090978096,0.4772194946512349,0.4601831595044339,0.1042315209479491,0.348895625446468,0.432081692257664,0.3826371820311664,0.3643177810899808,0.1516806288954234,0.0695419554692435,0.3163548767195826,0.1484947988814353,0.25,0.6666666666666666,0.2983851383134454,0.6255207966098381,0.2861430446262303,0.0094339228249859,0.0183464124805482,0.9084079500621732,0.0382724714982337,0.2881154884608428,0.2972972972972973,0.2105519259340958,0.2805633802816901,0.0766638445495262,0.4038155316692571,0.2611386866284579
O=C1NC(=O)c2cc(Oc3ccc(C4(c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Cc8ccccc8)cc6)C7=O)cc5)CCCCCCCCCCC4)cc3)ccc21,240.0,240.0,240.0,0.0429653249179465,0.0795485276111589,0.3770349657519493,0.164110659131631,0.0946518286274735,0.2957892006551592,0.3467012679155603,0.4378053711019225,0.2480844370015363,0.8270413117649765,0.2506986253159322,0.6413409598522415,0.871997970606109,0.6700272660802775,0.5110455680524957,0.4548958657613969,0.4687490282100524,0.4945833410125099,0.518901327493601,0.3261380948878504,0.6752036536779342,0.3929561593119521,0.6562447489397735,0.3722582674173847,0.2268991422053054,0.3765062517950365,0.324226594187333,0.2046758437229409,0.3915770667800657,0.3902426516133115,0.4384018248954133,0.5919158646888139,0.2410931895318497,0.317625097115742,0.2508164613366169,0.3223145406712691,0.32719594243711,0.3529411764705882,0.2972970594530895,0.5154250005259398,0.249737294999666,0.1094425483503978,0.3079361958365068,0.4326006101416177,0.2885469321641013,0.4490797975525448,0.8813627081409925,0.4405271346656032,0.3898666546349195,0.1305383991257647,0.3587508260984912,0.3725902607569862,0.2982480140336083,0.1821588905449904,0.1516806288954234,0.0695419554692435,0.1581774383597913,0.1484947988814353,0.0,0.3333333333333333,0.2052204768577414,0.3994072313867925,0.1528097112928969,0.0094339228249859,0.0183464124805482,0.8008725544914306,0.0940949829722783,0.2918597713419559,0.1891891891891892,0.2021232932935671,0.1788419405320813,0.1029500998612616,0.2666247644362974,0.3072324337507039
O=C1NC(=O)c2cc(Oc3ccc(C4(c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Cc8ccccc8)cc6)C7=O)cc5)CCC(c5ccccc5)CC4)cc3)ccc21,232.0,232.0,232.0,0.0823122470218869,0.1861673119947515,0.5014096722857516,0.3376450998970364,0.1315817346068617,0.223422787929536,0.2802121934221029,0.4145442559739738,0.2158430677559733,0.7690835981885769,0.2282757043361786,0.6798994889808635,0.820934076782646,0.5507911505846244,0.2628880306720969,0.3966693607409668,0.2564909038474129,0.2528354156802448,0.4197940502505694,0.2647278949252611,0.5078612082090276,0.2671754638069322,0.7340147491130675,0.4482104549832314,0.2349762533584392,0.2395049323982465,0.414692551593967,0.118035704021709,0.4702015987219026,0.5014374833787134,0.5004729344905436,0.5372402978128528,0.2209107162930943,0.3781853998131227,0.26690629408561,0.2266442566701547,0.3138095179868393,0.1470588235294117,0.2955570579279576,0.5104783369526471,0.3633893061089724,0.1094425483503978,0.3731167203283592,0.5055803456408261,0.2885469321641013,0.573333603386021,0.8771487312759365,0.5247051035359585,0.2104302131418805,0.1347271491703303,0.3894018145089305,0.4783300910462889,0.2525042686373067,0.1821588905449904,0.1516806288954234,0.0695419554692435,0.1581774383597913,0.1484947988814353,0.0,0.3333333333333333,0.2052204768577414,0.163000298655257,0.263920822404008,0.0094339228249859,0.0183464124805482,0.8528979304639233,0.0940950477124565,0.291863231570521,0.2162162162162162,0.2313224849411129,0.2101408450704225,0.1274109504426743,0.4965210277177289,0.3544401891916661
O=C1NC(=O)c2cc(Oc3cc4ccccc4cc3Oc3ccc4c(c3)C(=O)N(c3ccccc3)C4=O)ccc21,219.0,255.0,243.0,0.3206033742326557,0.379913643806343,0.6524179346366482,0.6988730818090896,0.4490675003523421,0.2757464891094781,0.3011062681532888,0.2488723538072292,0.0886636767528026,0.7071557776928246,0.1303195426290755,0.5051785613371598,0.6811316903945944,0.4668749740679438,0.253705232409,0.3343245365225402,0.3645760444112113,0.3284011503883153,0.4328805256134544,0.1776827323725251,0.5404250447845129,0.3005989227131258,0.5074640252393233,0.5618194797769381,0.2126643197213926,0.2569335003648768,0.1970419949538651,0.3324877072345392,0.5758570714045099,0.488123718705904,0.2664474577189968,0.4278980316109413,0.2448783028368089,0.3589050638892564,0.1088370441731558,0.185936780319035,0.1153402943019913,0.0,0.2933286520328366,0.4171638529574419,0.6375445563114753,0.0,0.6053223388305842,0.4919938492000095,0.4400340715502548,0.7947757607128328,0.7237072419862058,0.3275541805592878,0.1526828414319679,0.261808580588117,0.3893159979908772,0.4821997928818182,0.0951373965160095,0.1821588905449904,0.1516806288954234,0.0695419554692435,0.1581774383597913,0.1484947988814353,0.0,0.3333333333333333,0.0853861744336401,0.0728312585225789,0.0194763779595634,0.0094339228249859,0.0477702330990185,0.8435977727842303,0.2005721978254346,0.5430404150785905,0.081081081081081,0.151024707910362,0.116244131455399,0.5374074538837991,0.2994838070407629,0.1802819712262973
